|speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
455|Verden Peasant 05|A time ago, when he was still in the army, some Black 'uns had holed up in a dye works. Baron and his men were ordered to take it. Others might've bided their time, starved 'em out, but the baron's an hasty one, attacked straightaway.|Verden Peasant 05|Folk took to sayin' that the river'd flowed red with blood, er, that the baron had slaughtered his prisoners to a man. Been known as the Bloody Baron ever since.|Verden Peasant 05|The Black 'uns surrendered. Baron and his men took most of 'em alive. But one of his blokes knocked over a vat of red dye. It all ran into the river.|Czarni poddali się i Baron wziął ich żywcem. Ale ktoś z jego ludzi rozwalił balie z czerwonymi barwnikami i wszystko do rzeki się wylało.|Czarni się poddali. Baron i jego ludzie wzięli większość z nich żywcem. Ale jeden z jego chłopaków przewrócił kadź z czerwoną farbą. Wszystko spłynęło do rzeki.
456|Geralt|What, so you could smack him? Stopped to think how Polly'd react to that? Think she'd be thrilled? What if he smacked you back and won?|Dandelion|||He wouldn't've won.|Nie wygrałby.|On by nie wygrał.
457|Skellige Guard 01|Oh, he just fist-ploughed his gob!|Skellige Woman 01|Olaf! Olaf! Olaf!|Skellige Villager 01|Haaaaaa!|Ha!|Haaaaaa!
458|Yennefer|Reading my mind again?|Geralt|Got so many ideas…|Geralt|Mhm. What's more, I like what I see.|Co więcej, podoba mi się to, co w nich widzę.|Mhm. Co więcej, podoba mi się to, co widzę.
459|Novigrad Peasant Woman 02|Insolent knave! You thief!|Novigrad Peasant Woman 01|Witch Hunters've been tellin' folk that any hag with a wart on her mug…|Novigrad Peasant Woman 02|Just so it don't come down hard at harvest this year.|Byle tego roku w żniwa nie lało.|Aby nie było ciężko w tym roku podczas żniw.
460|Geralt|Naye. A ghost.|Verden Old Woman 02|You see, Jackamar haunts me dreams… Jackamar's me husband, or was till he died at war.|Verden Old Woman 02|Can you tell me anything more?|Możesz powiedzieć coś więcej?|Czy możesz mi powiedzieć coś więcej?
461|Novigrad Citizen Woman 01|Got dancers 'round every other corner in the big city.|Novigrad Thug Strong 01|Over my dead body! You'll not swivel your arse in some brothel!|Novigrad Thug Strong 01|You pig!|Ty świnio!|Ty świnio!
462|Novigrad Rich Man 01|It's not always quiet. Once, I was alone in the sauna… Argh, you'll laugh.|Novigrad Rich Man 03|"Well, I was in the sauna… And I heard a sort of growling coming from below. ""Maaargh. Buerrgh"" - something like that."|Novigrad Rich Man 03|You must finish now you've begun! Well?|Jak już zacząłeś, to skończ! No?|"No dobrze, skoro już zacząłeś... Więc byłem w saunie... I usłyszałem takie jakby warczenie dochodzące spod spodu. ""Maaargh. Buerrgh"" - coś w tym stylu."
463|Geralt|Never changes. I try to stay out of things, stand aside… then comes an urgent summons and an offer I can't refuse.|Geralt|So, talked to the emperor.|Geralt|Enough about that. Mind if we change the subject?|Tyle w tej kwestii. Możemy zmienić temat?|Wystarczy już o tym. Czy masz coś przeciwko zmianie tematu?
464|Katakan 01|C'mon, cut the shit.|Geralt|Over here.|Katakan 01|Here I am.|Jestem.|Jestem tutaj.
465|Emhyr|I'm sure.|Geralt|In that case, a stallion, a throroughbred Nilfgaardian, awaits you in the stables. Treat it as an expression of my gratitude.|Emhyr|I understand. Honor prevents you from accepting coin.|Rozumiem, honor nie pozwala ci przyjąć pieniędzy.|Rozumiem. Honor nie pozwala ci przyjąć monety.
466|Geralt|Hrrr know hrrr… how to frrrree hrr me?|Morkvarg Warewolf|Hrr help, or I'll hrr returrn to shrrred you, hrrr rrrip you limb frrrom limb!|Morkvarg Warewolf|Cases like this, sometimes it's simple - feed the cursed one of your own will, not theirs. Other times it can be a real bitch.|W takich wypadkach czasem starczy, żeby z dobrej woli dać przeklętemu jedzenie... A czasem trzeba czegoś więcej.|Przypadek taki jak ten, czasami jest prosty - nakarm przeklętego swoją wolą, nie ich. Innym razem może to być prawdziwy koszmar.
467|Verden Old Man 02|Don't be stupid. Probably dead already.|Verden Woman 03|Huh? To the swamp, gonna dig up some peat. Where else would I be goin'?|Verden Peasant 04|Where you headed with that spade?|A ty gdzie z tym szpadlem?|Dokąd idziesz z tym szpadlem?
468|Redanian Townswoman 02|Thieeeeeef!|Redanian Townswoman 01|No decent woman coaxes men by danglin' her tits.|Redanian Townswoman 02|Rats!|A jej!|Szczury!
469|Geralt|||If he thinks he can buy me, he is sorely mistaken.|Cirilla|Well?|I co?|Jeśli myśli, że może mnie kupić, to bardzo się myli.
470|Novigrad Rich Woman 19|Begone with you!|Novigrad Rich Woman 19|*Sniff sniff*… Another pyre? Already lit. Who is it this time?|Novigrad Rich Woman 19|When you don't have what you like, you'd best like what you have. Yes.|Jak się nie ma co się lubi, to sie lubi co się ma. No.|Gdy nie masz tego, co lubisz, lepiej polub to, co masz. Tak.
471|Novigrad Poor Man 17|I've already paid Mr. Cleaver!|Novigrad Poor Man 17|Taxes, tariffs, tribute - one and the same.|Novigrad Poor Man 17|They milk you dry… Every man in this city demands a cut!|Ze skóry obedrą... Każdego trza tu opłacić!|Wykorzystują cię do cna... Każdy człowiek w tym mieście żąda swojej części.
472|Temerian Merchant 01|Exactly. Dammit, I feel as if I've been trampled by a herd of cattle. I've no notion what she did to me, but it seems you've delivered me from my misfortune.|Temerian Merchant 01|Whose taste has grown worse since you were sleeping with her. Come on, the kind-hearted gentleman'll get along fine on his own.|Triss|Here, take this. Have a good time, paint the town coral.|Macie tu, o. Zabawcie się na mieście.|Weź to. Baw się dobrze, maluj miasto na różowo.
473|Geralt|Finderingers great Ogg-Pogg! Human finder on bigshoes cart, shoes biglike so!|Troll_3|Ogg Pogg mans cavetotake. Thereover.|Troll_3|Mhm. What'd they do this human?|I co z nim zrobili?|Co zrobili temu człowiekowi?
474|Troll_2|Sorry say.|Troll_2|Pll… please…|Troll_2|Troll awfulthick hide. Your awfuldull metalstick.|Ja mam grubaskóra. Ty masz tępy miecz.|Twój okropnie gruby pancerz. Twój okropnie nudny metalowy kij.
475|Keira Metz|A sea monster. Looks a bit like a kayran.|Geralt|Another security measure. Dammit all…|Geralt|Geralt, what the hell is that?!|Geralt, co to jest?!|Geralt, co to do cholery jest?!
476|Skellige Woman 04|Great Goddess, I give my heart unto Ye.|Skellige Woman 04|So what is she to ye, the sorceress? Yennefer, right?|Skellige Woman 04|A witcher…|Wiedźmin...|Czarodziejka...
477|Redanian Soldier 01|||There's no beast in the woods. Just Scoia'tael.|Geralt|You're back, finally. Did you get the beast?|No, wreszcie jesteś. Dorwałeś tego potwora?|Jesteś z powrotem, wreszcie. Udało ci się zdobyć bestię?
478|Skellige Blacksmith Helper 03|Relax… They're fine, just not what I need.|Geralt|How are things? Business good?|Geralt|Foreigners and their fancies… Fine, show me what you want.|Obcy i ich smaki... No dobra, pokaż, o co chodzi.|Cudzoziemcy i ich fanaberie... Dobrze, pokaż mi czego chcesz.
479|Novigrad Prostitute 14|Fancy a hop back to my place? Mmmmm…|Novigrad Prostitute 14|What grace, what style…|Novigrad Prostitute 14|You got brawny thighs, stranger.|Umięśnione masz uda, nieznajomy.|Masz krzepkie uda, nieznajomy.
480|Dwarf Man 02|So why'd he try to kill you?|Geralt|So long, witcher!|Dwarf Man 02|Him? Bah. That fool could never plan somethin' like this. Too watery between the ears.|On? Taki głupiec nigdy by czegoś podobnego nie zaplanował. Za cienki w uszach.|On? Bah. Ten głupiec nigdy nie mógłby zaplanować czegoś takiego. Za dużo wody między uszami.
481|Lady Bran|I'm Geralt. A witcher.|Geralt|||Birna. Queen of Skellige. I'm glad we've met, but you must forgive me. Duty calls.|Birna, królowa Skellige. Cieszę się, że cię poznałam, ale musisz mi teraz wybaczyć. Obowiązki wzywają.|Birna. Królowa Skellige. Cieszę się, że się spotkaliśmy, ale musisz mi wybaczyć. Obowiązki wzywają.
482|Geralt|Cannot fathom how we survived those years, but we did. Though as you know now, not everything was as it might have seemed.|Baron|I'm content that you finally see that.|Baron|You're right - fault's on both sides, yours and hers.|Masz rację... Żadne z was nie jest bez winy.|Masz rację - wina leży po obu stronach, twoja i jej.
483|Geralt|||My ship was wrecked against a rocky shore during the last storm. I've lost everything…|Skellige Villager 04|What is it?|O co chodzi?|Co się stało?
484|Crach|You would die an honorable death, is that it? You will be disappointed.|Eredin|Aaaaach!|Crach|Aaaargh!|Aaaargh!|Aaaargh!
485|Cirilla|All because of this damned Elder Blood! My gift - my curse.|Cirilla|Then it's time to end this. Once we defeat Eredin, you'll be free.|Geralt|It granted me all of these powers, but it's also why I've spent my life fleeing, hiding.|Dzięki niej mam te wszystkie zdolności, ale przez nią całe życie uciekam i ukrywam się.|To udzieliło mi wszystkich tych mocy, ale to także powód, dla którego całe życie uciekam i ukrywam się.
486|Geralt|||Me brother… They chained 'im to the rocks… Because of me!|Skellige Girl 02|What happened here?|Co tu się stało?|Co tu się stało?
487|Golem|I've a bad feeling about this…|Keira Metz|How many sentries can he have?! This elf must be utterly paranoid!|Keira Metz|Zireael not recognized. Intruders. Destroy the intruders.|Zireael nie rozpoznano. Intruzi. Zniszczyć intruzów.|Zireael nie został rozpoznany. Intruzi. Zniszczyć intruzów.
488|Skellige Woman 04|Yeah. Real pleased.|Geralt|Any chance you know who wore this shawl?|Geralt|Aye? What's it you need?|Tak? Czego chcesz?|Aye? Czego potrzebujesz?
489|Novigrad Citizen Man 03|Eternal Fire, hear our prayer.|Novigrad Citizen Man 02|Eternal Fire, hear our prayer.|Novigrad Citizen Woman 02|Eternal Fire, hear our prayer.|Niechaj Wieczny Ogień wysłucha próśb naszych.|Wieczny Ogień, wysłuchaj naszej modlitwy.
490|Geralt|Aye. It's me brother, Mikkel. Been a week now since he took the women of Bellows into the hills.|Verden Peasant 05|Bellows were a rich village… till the war passed through. Huts were burned down, larders cleared out, all the men folk conscripted. Women were left to fend for themselves, without food nor shelter.|Verden Peasant 05|The women of Bellows?|Baby z Kuźnicy...?|Czyli to twój brat, Mikkel?
491|Baron|Not gonna play around with folk rituals. Rather kill it, let the pellar do the rest.|Geralt|We need to talk.|Geralt|Don't be rash. Make sure it's the only way.|Nie podejmuj pochopnych decyzji.|Nie działaj pochopnie. Upewnij się, że to jedyny sposób.
492|Witch Weavess|Do you wish to die, witcher? Do you wish your suffering to end?|Witch Weavess|She suffered too. Miserable and alone. Oh, so alone…|Witch Weavess|Your flesh cured with toxins… sweet with pain.|Twoje zatrute eliksirami mięso... słodkie od bólu.|Twoje ciało leczone truciznami... słodkie od bólu.
493|Witch Hunter 01|||||Rats…!|Szlag...!|Rats…!
494|Keira Metz|Got it all wrong, Keira. I'm not your errand boy.|Geralt|Can't promise you anything, but I'll let you know if I run into him.|Geralt|Oh, you're definitely no boy. You're a strong, poised witcher who will surely help a woman in need.|O, z pewnością nie jesteś chłopcem, tylko silnym wiedźminem, który z pewnością pomoże kobiecie w potrzebie...|Oh, ty na pewno nie jesteś chłopcem. Jesteś silnym, opanowanym wiedźminem, który z pewnością pomoże kobiecie w potrzebie.
495|Eternal Fire Guard 12|I know you from somewhere.|Eternal Fire Guard 12|Together!|Eternal Fire Guard 12|Elven blood, eh?|Elfia krew, co?|Krew elfa, co?
496|Skellige Druid 02|I'm no trout that must get to its spawning ground - I shall do what I please. Now leave me be!|Gremista|||We're talking. Can't you see?|Nie widzisz, że rozmawiamy?|Rozmawiamy. Nie widzisz?
497|Baron Bandit Strong 02|You hear the sergeant took a lashin' from the baron?|Baron Bandit Strong 02|Wanna hop over the village? Remind the bumpkins who we are?|Baron Bandit Strong 02|I heard.|Słyszałem.|Usłyszałem.
498|Geralt|{Indicates for Geralt to follow him}|Godling Johnny|{nods energetically}|Godling Johnny|What's wrong, can't talk?|O co chodzi, nie możesz mówić?|Co się dzieje, nie możesz mówić?
499|Talar|Heard you three are planning to do some killing of your own.|Geralt|Kinda. Didn't offer any details, though.|Geralt|Huh? They tell you? Clowns.|O, wtajemniczyli cię?|Huh? Mówią ci? Błazny.
500|Geralt|Gealbhan's gift to Dillian of the White Fleet. As legend has it, she never used the stone, and Gealbhan died of sorrow.|Avallach|It seems we've everything. We can go. Keep in mind - once we commit, there'll be no returning.|Avallach|Won't keep Eredin waiting that long.|My nie każemy Eredinowi czekać tak długo.|Nie będę czekać tak długo na Eredina.
501|Dijkstra|||||We need one alive!|Jeden musi przeżyć!|nan
502|Geralt|Look around. Trouble brewing.|Vesemir|Mhm.|Vesemir|Time we were on our way.|To pora się zbierać.|Czas ruszać w drogę.
503|Novigrad Drunk 05|What the hell?|Novigrad Drunk 05|Hic-cup! Ehhe! Buurrp.|Novigrad Drunk 05|Boy, is my head spinnin'…|Ależ mnie się w łbie kręci...|Chłopie, ale mam zawroty głowy...
504|Geralt|Why, we'd be delighted!|Novigrad Bard 01|Argh, nonsense. We shall do it for free.|Novigrad Female Bard 01|How much I need to pay you? We want the whole town talking about it.|Ile za to chcecie? Zależy nam, żeby usłyszało o tym przedstawieniu całe miasto.|Ile muszę wam zapłacić? Chcemy, żeby całe miasto o tym mówiło.
505|Geralt|The passage is here, past this wall.|Avallach|There it is.|Geralt|I hate portals.|Nienawidzę portali.|Nienawidzę portali.
506|Novigrad Citizen Man 01|It's not tripe, it's wisdom. Folk keep building, but room is limited. The Pontar on one side, the sea on the other… Not long now and we'll be building houses atop others.|Novigrad Citizen Man 03|Oh, yes… We'll have plenty of space to build, then.|Novigrad Citizen Man 01|Unless Emhyr comes to reduce the place to rubble.|Chyba że przyjdzie Emhyr i kamienia na kamieniu nie zostawi.|Chyba że Emhyr przyjdzie zrównać to miejsce z ziemią.
507|Geralt|Aye, saw him. As did Wilmar.|Eight|Wilmar's got eyes like a hawk! They stood where you stand now. Poor shape they were in. Leif the Red, Folan, Vigi…|Eight|Sure it was him?|Jesteś pewien, że ci się nie przywidziało?|Jesteś pewien, że to był on?
508|Geralt|Rats fear fire, right?|Triss|Leave it to me.|Triss|Mhm. But Igni's not enough to--|Mhm. Ale Igni nie wystarczy, żeby...|Ale Igni nie wystarczy do...
509|Geralt|Ech, well, that puts me up to the neck in fuckin' shite without a shovel.|Zoltan Chivay|Exactly the ploughin' opposite. You see, Geralt, old pal--|Zoltan Chivay|What's this all about? Doing business with them?|O co chodzi? Robisz z nimi jakieś interesy?|Co tu się dzieje? Robienie interesów z nimi?
510|Skellige Villager 01|Hilda? No, not her. But her mother's over from Hindarsfjal…|Skellige Villager 01|Me old lady claims I smell of the barn.|Skellige Villager 03|What're you sniffin' at?|Co tak niuchasz?|Co tak węszysz?
511|Verden Old Woman 01|We, each one, use that veil as we will, how we will.|Verden Old Woman 01|From thence the many errors, from thence the casting off of the veil in the dark, that veil we call death.|Verden Old Woman 01|The one sure thing's that its one true use has ne'er been revealed to none.|To tylko pewna, że właściwy jej użytek jest dotąd jeszcze nie znany nikomu.|Jedyną pewną rzeczą jest to, że jego prawdziwe przeznaczenie nigdy nie zostało ujawnione nikomu.
