speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|default|dialog|dialog2|dialog3|dialog4
Skellige Old Man 02|Not too many foreigners in the Isles in the olden days.|Skellige Old Man 02|You were there, in the keep?! When the werebears attacked?!|Skellige Old Man 02|Hotspur Hjalmar'll drive the Black Ones off in a jiffy!|Hjalmar gorączka, zaraz Czarnych stąd pogoni!|Gorącykolec Hjalmara szybko przepędzi Czarnych!|Hotspur Hjalmar szybko przepędzi Czarne Jedeny!|"""Hotspur Hjalmar szybko przepędzi Czarne Jelenie!"""|Hotspur Hjalmar wkrótce przepędzi Czarne Nosy.|Hotspur Hjalmar wkrótce rozprawi się z Czarnymi w mgnieniu oka!
Geralt|Ugh. Then speak.|Skellige Priestess 01|He did… Until the elders struck him from the Saga of Ancestors.|Skellige Priestess 01|This Craven you mention… Does he have a name?|Ten Tchórz, o którym mówicie... Ma jakieś imię?|Ten Craven, o którym wspominasz... Czy ma jakieś imię?|Ten Craven, o którym wspominasz... Czy ma imię?|Ten tchórz, o którym mówisz... Czy ma jakieś imię?|Ten Kruk, o którym wspominasz... Czy ma jakieś imię?|Tak, miał imię... Dopóki starsi nie wykreślili go z Sagi Przodków.
Geralt|Another snoop! You know the drill!|Skellige Warrior 05|I don't like you. Wait outside the gate.|Skellige Warrior 04|I'll be back.|W takim razie wrócę później.|Będę z powrotem.|Zaraz wrócę.|Zaraz wrócę.|Będę z powrotem.|Nie lubię cię. Czekaj na zewnątrz bramy.
Geralt|Shame I can't do that at will, because I'd really like to now!|Cirilla|No. I want to listen.|Cirilla|Ciri, let's get out of here.|Ciri, chodźmy stąd.|Ciri, chodźmy stąd.|Ciri, chodźmy stąd.|Ciri, chodźmy stąd.|Ciri, chodźmy stąd.|Ciri, chodźmy stąd.
Redanian Soldier 13|Yaaaaawn…|Redanian Soldier 13|Fuck you to death!|Redanian Soldier 13|Don't like you, darlin', simple as that.|Nie podobasz mi się kochasiu.|Nie lubię cię, kochanie, po prostu tak jest.|Nie lubię cię, skarbie, po prostu tak jest.|Nie lubię cię, skarbie, po prostu tak jest.|Nie lubię cię, kochanie, po prostu tak jest.|Nie lubię cię, kochanie, po prostu.
Vesemir|They're all here, everyone you asked for help. Avallac'h's resting in the tower - still in pretty bad shape.|Vesemir|Time's short. Wild Hunt'll be here soon.|Geralt|No reason to do it out here. Come inside.|Nie stójmy tu. Chodźcie do środka.|Nie ma powodu robić tego tutaj. Chodźmy do środka.|Nie ma powodu robić tego na zewnątrz. Wejdź do środka.|Nie ma powodu robić tego na zewnątrz. Wejdź do środka.|Nie ma powodu robić tego tutaj. Chodźmy do środka.|Czasu jest mało. Dziki Gon zaraz tu będzie.
Mirror|Get to the point.|Geralt|Where?|Geralt|A Nilfgaardian scout from the local garrison saw her.|Zwiadowca z nilfgaardzkiego garnizonu ją widział.|Widział ją nilfgaardzki zwiadowca z miejscowego garnizonu.|Nilfgaardzki zwiadowca z lokalnego garnizonu ją widział.|Zwiadowca nilfgaardzki z lokalnego garnizonu ją widział.|Widział ją nilfgaardiański zwiadowca z lokalnej garnizonu.|Widział ją nilfgaardiański zwiadowca z lokalnego garnizonu.
Novigrad Trader 03|That's enough. Here's your pay. And you - come with me.|Novigrad Guard 01|Prick finally got his comeuppance. I'll buy his stock for coppers on the crown.|Dwarf Man 02|Can't wait to watch him swing. Someone'll have to lift him onto the stool.|Chętnie sobie popatrzę, jak zadynda na szubienicy. Tylko ktoś go będzie musiał podsadzić do pętli...|Nie mogę się doczekać, żeby zobaczyć, jak zamachuje się kijem. Ktoś będzie musiał go podsadzić na stołek.|Nie mogę się doczekać, aż zobaczę jak się buja. Ktoś będzie musiał go podsadzić na stołek.|Nie mogę się doczekać, aż zobaczę jak się buja. Ktoś będzie musiał go podsadzić na stołek.|Nie mogę się doczekać, żeby zobaczyć, jak się huśta. Ktoś będzie musiał go podsadzić na stołek.|Nie mogę się doczekać, żeby zobaczyć go na szubienicy. Ktoś będzie musiał go podsadzić na stołek.
Skellige Villager 01|Then they're in for a surprise. And we're in for glory and riches!|Skellige Warrior 01|Aye, it's there. But tain't so easy to get it out.|Skellige Villager 02|Must be prosperin' 'round here, eh? Heard there's silver in them hills.|Wam to się chyba powodzi, co? Słyszałem, że macie w górach srebro.|Musi tu nieźle prosperować, co? Słyszałem, że tam są srebrne wzgórza.|Musi tu nieźle prosperować, co? Słyszałem, że jest tu srebro w tych górach.|Musi tu być całkiem dobrze, co? Słyszałem, że tam są srebrne wzgórza.|- Musi tu być niezły dobrobyt, co? Słyszałem, że jest srebro w tych górach.|Musi tu być niezły dobrobyt, co? Słyszałem, że jest srebro w tych górach.
Cirilla|On the road.|Cirilla choice|Not surprising given you wander the world alone.|Baron Bandit Weak 01|Mh. A little here, a little there…|Tu i tam...|Mh. Trochę tu, trochę tam...|Mh. Trochę tu, trochę tam...|Mh. Trochę tu, trochę tam...|Trochę tu, trochę tam...|Mh. Trochę tu, trochę tam...
Skellige Berserker 02|Like 'shrooms, whitearse?|Skellige Berserker 02|I'll eat your heeeaart!|Skellige Berserker 02|What is it, Grayhead?|Czego tu, Siwy?|Co to jest, Szary Łebku?|Co to jest, Szarogłowy?|Co to jest, Szary Łbie?|Co to jest, Szarogłowy?|Co to jest, Szary Łbie?
Baron|And? They make it?|Geralt|Uh oh. I know that look.|Geralt|Some, aye. Others were not so fortunate. But what happened then… I must say, witcher - seen a lot, but nothing like this, never.|Jednym tak... A innym nie... Ale to, co stało się później... Muszę ci powiedzieć, że wiele w życiu widziałem, ale czegoś takiego jeszcze nigdy...|Niektórzy, tak. Inni mieli mniej szczęścia. Ale co się wtedy stało... Muszę powiedzieć, wiedźminie - widziałem wiele, ale nigdy czegoś takiego.|"Tłumaczenie drugiej wypowiedzi na język polski:

""Tak, niektórzy tak zrobili. Inni nie mieli tyle szczęścia. Ale co się potem stało... Muszę powiedzieć, czarodzieju - widziałem wiele rzeczy, ale nigdy nic takiego."""|"Tłumaczenie drugiej wypowiedzi na język polski:

""Niektórzy tak, ale inni nie mieli tyle szczęścia. Ale co się potem stało... Muszę powiedzieć, czarodzieju - widziałem wiele rzeczy, ale nigdy nic takiego."""|- Niektórzy tak. Inni nie mieli tyle szczęścia. Ale to, co wydarzyło się potem... Wiedźminie, widziałem wiele rzeczy, ale nigdy czegoś takiego.|Tak, niektórzy z nich przeżyli. Inni nie mieli tyle szczęścia. Ale to, co się potem stało... Wiedźminie, widziałem wiele rzeczy, ale czegoś takiego nigdy.
Novigrad Old Woman 02|Arrant nonsense!|Novigrad Old Woman 02|Yes.|Novigrad Old Woman 02|And you believe it…|A ty w to wierzysz...|I wierzysz w to...|I ty w to wierzysz…|I ty w to wierzysz…|I ty w to wierzysz...|I ty w to wierzysz...
Redanian Townsman 03|And may the old coot bite the dust - after he's written me into his will!|Redanian Townsman 03|Know what they say about you lot? If you seek justice, hire a witcher!|Redanian Townsman 03|My goodness!|Ale numer!|Ojej!|Mój Boże!|"Tłumaczenie drugiej wypowiedzi:

""Ach!"""|"- Och!
- Wiecie, co o was mówią? Jeśli szukacie sprawiedliwości, wynajmijcie wiedźmina!"|Ach!
Temerian Peasant 02|Bastien only made it with the Black One's help. Maybe you oughta show him Nordlings aren't as barbarous as Nilfgaardians make us out to be.|Geralt|You're back! So… will you help us after all?|Temerian Guard 03|Well… I could give him our pa's clothes, teach him to work the field. But… that accent. Fine, I'll take him in.|No... Da mu się ubrania po ojcu, przyuczy do pracy w polu... Tylko ten akcent... No, ale niech będzie. Zabiorę i jego.|No cóż... Mógłbym dać mu naszych ojców ubrania, nauczyć go pracy w polu. Ale... ten akcent. Dobrze, wezmę go do siebie.|Cóż... Mógłbym dać mu ubrania naszego ojca, nauczyć go pracy na roli. Ale... ten akcent. Dobrze, przyjmę go.|Dobrze... Mógłbym dać mu ubrania naszego ojca, nauczyć go pracy na polu. Ale... ten akcent. No cóż, wezmę go do siebie.|Dobrze... Mogę dać mu ubrania naszego ojca, nauczyć go pracy na roli. Ale... ten akcent. W porządku, wezmę go do siebie.|Dobrze... Mogę dać mu ubrania naszego ojca i nauczyć go pracy na roli. Ale... ten akcent. No dobrze, przyjmę go.
Keira Metz|Greetings, Geralt.|Keira Metz|Getting all gussied up for the Wild Hunt?|Geralt|If I'm to die today, I wish to look smashing for the occasion.|Skoro mam dziś umrzeć, muszę odpowiednio dobrze wyglądać.|Jeśli mam umrzeć dzisiaj, chcę wyglądać oszałamiająco z tej okazji.|Jeśli mam dziś umrzeć, chcę wyglądać zabójczo na tę okazję.|Jeśli mam dziś umrzeć, chcę wyglądać zabójczo na tę okazję.|Jeśli mam dziś umrzeć, chcę wyglądać zabójczo na tę okazję.|Jeśli mam dziś umrzeć, chcę wyglądać zabójczo na tę okazję.
King Beggar|I guess incurable disease is more terrifying than torture.|Triss|You already take eighty percent of what we receive.|Triss|In that case, I'll count on more tribute comin' in.|W takim razie liczę na zwiększenie dochodów.|W takim przypadku będę liczyć na więcej daniny wpływającej.|W takim razie będę liczyć na więcej daniny.|W takim razie liczę na więcej daniny.|W takim razie liczę na więcej daniny.|W takim razie liczę na więcej daniny.
Novigrad Rich Woman 17|{*Panting*}|Novigrad Rich Woman 17|I must see a medic.|Novigrad Rich Woman 17|I feel faint, my head spins.|Cos mi się kręci w głowie.|Czuję się słabo, kręci mi się w głowie.|Czuję się słabo, kręci mi się w głowie.|Czuję się słabo, kręci mi się w głowie.|Czuję się słabo, kręci mi się w głowie.|Czuję się słabo, kręci mi się w głowie.
Verden Old Man 03|Then both forces attacked, one from either side…|Verden Old Man 03|…but the Black Ones would take no prisoners.|Verden Old Man 03|Cavalry swooped in from the wood, a wall of infantry marched from the swamp. Our boys wished to surrender…|Od lasu poszła rysią jazda, a od bagnisk piechury. Nasi poddać się chcieli...|Kawaleria nadciągnęła z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...|Kawaleria spadła z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...|Kawaleria spadła z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...|Jazda runęła z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...|Kawaleria nadleciała z lasu, ściana piechoty maszerowała z bagien. Nasi chłopcy chcieli się poddać...
Arnvald|What's that to do with Birna?|Holger Blackhand|This is no proof. It is inconclusive. Anyone might have donned our tartans.|Lady Bran|Those men wore Clan Tuirseach colors.|Ci ludzie nosili kolory klanu Tuirseach.|Ci mężczyźni nosili barwy Klanu Tuirseach.|Ci mężczyźni nosili barwy Klanu Tuirseach.|Ci mężczyźni nosili barwy Klanu Tuirseach.|Ci mężczyźni nosili barwy Klanu Tuirseach.|Ci mężczyźni nosili barwy Klanu Tuirseach.
Skellige Villager 06|Never said the beast marked one of the elders.|Geralt|The woman you were talking to. Hilde.|Geralt|Who, then?|To kto?|Kto więc?|Kto więc?|Kto, więc?|Kobieta, z którą rozmawiałeś. Hilde.|Kto więc?
Verden Old Man 03|Greetings.|Geralt|What's that? Master! I've not seen that much coin in my life!|Verden Old Man 03|Yeah?|No?|Tak?|Tak?|"Tłumaczenie:

Tak?"|"- Tak?

(Wyjaśnienie: Tłumaczenie samej drugiej wypowiedzi z oryginalnego dialogu.)"|Tak? Co to jest? Mistrzu! W życiu nie widziałem tyle monet!
Novigrad Trader 03|Begone, already.|Novigrad Trader 03|Huh?|Geralt|I welcome my savior to my humble abode!|Witam wybawcę w moich skromnych progach!|Witam mojego zbawcę w moim skromnym domu!|Witam mojego zbawcę w moim skromnym domostwie!|Witam mojego zbawcę w moim skromnym domostwie.|Witam mojego zbawcę w moim skromnym domostwie!|Witam mojego zbawcę w moim skromnym domostwie!
Triss|Sshhhh! Let's go.|Geralt|I sure hope the other guests don't get drunk as quickly as I did!|Triss|Hahahha.|Ha, ha, ha.|Hahahha.|Haha.|"'Hahahha.'

(Ta wypowiedź jest już w języku polskim i nie wymaga tłumaczenia.)"|Haha.|Mam nadzieję, że inni goście nie upiją się tak szybko jak ja!
Geralt|What mood would you be in if you'd lost your son…? So, I'm askin' - what d'ye want?|Skellige Blacksmith Helper 01|So be it…|Skellige Blacksmith Helper 01|Wouldn't mind a look at your stock.|Chcę obejrzeć twoje towary.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.|Nie miałbym nic przeciwko rzuceniu okiem na twój towar.|Nie miałbym nic przeciwko rzuceniu okiem na twój towar.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.|Byłbym zadowolony, gdybyście rzucili okiem na nasze zapasy.
Lambert|Had some time to experiment after we resolved the Karadin matter. Like to finish that.|Lambert|I brought this Mahakaman mix - flammable as bone dry saltpeter and ploughin' sticks to anythin'.|Zoltan Chivay|Think I know how to produce a fortified formula of White Raffard's Decoction.|Chyba już wiem, jak uzyskać silniejszy Dekokt Raffarda Białego.|Myślę, że wiem, jak produkować wzmocnioną formułę Odwaru Raffarda.|Myślę, że wiem, jak produkować wzmocnioną formułę Dekokcji Białego Raffarda.|Myślę, że wiem, jak produkować wzmocnioną formułę Dekokcji Białego Raffarda.|Myślę, że wiem, jak wyprodukować wzmocnioną formułę Dekokcji Białego Raffarda.|Przyniosłem ten mahakamański miks - palny jak suchy saletra i wbijający się w cokolwiek.
Skellige Priestess 01|Perished in glory…|Skellige Old Woman 02|Perished in glory…|Skellige Woman 05|Kjall, son of Olaf…|Kjall, syn Olafa...|Kjall, syn Olafa...|Kjall, syn Olafa...|Kjall, syn Olafa...|Kjall, syn Olafa...|Kjall, syn Olafa...
Redanian Noble 01|Why, greetings, greetings.|Redanian Noble 01|Yeees?|Redanian Noble 01|Splendid weather we're having.|Ładną dziś pogodę mamy.|Wspaniała pogoda, jaką mamy.|Doskonała pogoda, jaką mamy.|Piękna pogoda, jaką mamy.|Doskonała pogoda, jaką mamy.|Doskonała pogoda, jaką mamy.
Temerian Peasant 02|They force you to join?|Geralt|Did see a chunk of the world, though. Some mammoth battles. A few famous generals from afar. And lots of whoresons.|Temerian Peasant 02|Nah. I was eager to fight. Thought I'd bring home more'n just the scars on my back.|A skąd. Zachciało mi się wojowania. Myślałem, że przywiozę do domu coś więcej niż blizny na grzbiecie.|Nie. Byłem chętny do walki. Myślałem, że przyniosę więcej niż tylko blizny na plecach.|Nie. Chciałem walczyć. Myślałem, że przywiozę coś więcej niż tylko blizny na plecach.|Nie. Chciałem walczyć. Myślałem, że przywiozę do domu więcej niż tylko blizny na plecach.|"- Nie zmusili cię do przyłączenia się?
- Nie. Byłem chętny do walki. Myślałem, że przywiozę coś więcej niż tylko blizny na plecach.
- Zobaczyłem spory kawał świata, choćby. Kilka epickich bitew. Kilku sławnych generałów z daleka. I mnóstwo szubrawców.

Tłumaczenie drugiej wypowiedzi:

""Myślałem, że przywiozę coś więcej niż tylko blizny na plecach."""|Nie zmuszali mnie do przyłączenia się. Chciałem walczyć. Myślałem, że wrócę do domu z czymś więcej niż tylko blizny na plecach. Widziałem też kawałek świata, kilka wielkich bitew, paru sławnych generałów z daleka i sporo potworów.
Geralt|Seems so long ago… Probably because so much has changed.|Triss|Partly. Though… more as a warning.|Triss|So, sentimental value… that why you kept it?|Czyli zatrzymałaś ją z sentymentu?|Więc wartość sentymentalna... dlaczego to zatrzymałeś?|Więc to wartość sentymentalna... Dlatego je zatrzymałeś?|Więc to wartość sentymentalna... Dlatego to zatrzymałaś?|Częściowo. Choć... bardziej jako ostrzeżenie.|Częściowo. Choć... bardziej jako ostrzeżenie.
Triss|You could be right. But only he knows the truth…|Geralt|Which we share at times with those we hold dear.|Geralt|We're only ever the ones to know the truth about ourselves.|Tak... prawdę o sobie znamy tylko my sami.|Jesteśmy jedynymi, którzy znają prawdę o sobie.|Tylko my znamy prawdę o sobie.|Tylko my znamy prawdę o sobie.|Tylko my znamy prawdę o sobie.|Tylko my znamy prawdę o sobie.
Geralt|I need neither your permission nor your blessing. Get out.|Keira Metz|Keira. I can't-- I won't let you do this.|Geralt|Right on that count - I don't like this.|Rzeczywiście, nie podoba mi się to...|Dokładnie w tym punkcie - nie podoba mi się to.|Dokładnie co do tego - nie podoba mi się to.|"Dobrze, oto tłumaczenie drugiej wypowiedzi:

""Właśnie co do tego się zgadzam - nie podoba mi się to."""|"Dokładne tłumaczenie drugiej wypowiedzi:

""Masz rację co do tego - nie lubię tego."""|"Dobrze, oto tłumaczenie drugiej wypowiedzi Geralta:

""Właśnie w tej kwestii - ja tego nie lubię."""
Skellige Priestess 01|And if it's true? The Naglfar on Hindarsfjall's shores…?|Skellige Priestess 01|Ahhhh…|Skellige Priestess 01|May Modron Freya watch us and keep us…|Niech Modron Freyja ma nas w opiece…|Może Modron Freya obserwować nas i chronić nas...|Niech nas Modron Freya strzeże i chroni...|Niech Modron Freya czuwa nad nami i strzeże nas...|Niech nas Modron Freya strzeże...|Niech Modron Freya czuwa nad nami i strzeże nas...
