speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Sergeant|Go calm 'im down.|Baron Bandit Strong 01|Rather not end up with a blade between my ribs.|Sergeant|Go yerself. You know only Miss Tammy could calm his rages.|Sam se idź, wiesz, że tylko córka umiała go udobruchać.|Idź sam. Wiesz tylko Miss Tammy potrafi uspokoić jego gniew.
Witch Weavess|She suffered too. Miserable and alone. Oh, so alone…|Witch Weavess|||This shall haunt you forever.|Nigdy się od tego nie uwolnisz.|To będzie cię prześladować przez wieki.
Witch Hunter 02|||||C'mon, thump 'im!|No przywal mu!|Ruszaj się, uderz go!
Keira Metz|The dark spell clung to the spirit of Anabelle, the lord's daughter. To free her and the isle, Graham, her beloved, had to help me.|Geralt|||So it ended well.|Czyli wszystko dobrze się skończyło?|Wszystko skończyło się dobrze.
Eternal Fire Guard 12|Together!|Eternal Fire Guard 12|Oh, yeah! That'll heal come time for the funeral.|Eternal Fire Guard 12|From now on assume your every move's observed.|Od teraz, każdy twój ruch jest obserwowany.|Od teraz zakładaj, że każdy twój ruch jest obserwowany.
Geralt|Yes? What do you seek?|Skellige Druid 02|As likely as mistletoe sprouting from right here.|Skellige Druid 02|Maybe he'll make an exception, share them with me?|Może dla mnie zrobi wyjątek.|Może zrobi wyjątek i podzieli się nimi ze mną?
Baron Bandit Strong 02|I heard.|Baron Bandit Strong 02|Later, later.|Baron Bandit Strong 02|Wanna hop over the village? Remind the bumpkins who we are?|Chcesz ze mną do wsi wyskoczyć? Chłopom się przypomnieć?|Chcesz przejechać przez wieś? Przypomnieć kmiotkom kim jesteśmy?
Geralt|{Indicates for Geralt to follow him}|Godling Johnny|{suspicious look at Geralt}|Godling Johnny|You know the kids from the clearing well?|Dobrze znasz dzieciaki z polany?|Czy dobrze znasz te dzieci z polany?
Geralt|Hm. Be that way.|Geralt|Nilfgaard occupied land now.|Geralt|How'd you even wind up out here?|To po co właściwie się tu zapuszczałeś?|Jak się tu w ogóle znalazłeś?
Geralt|Did you, now?|Avallach|Not at all.|Avallach|Mhm. A she-elf. Claimed you hate Ciri. So how's that fit you trying to protect her, whatever the cost?|Tak. Elfkę, która twierdziła, że nienawidzisz Ciri. I jak to się ma do chronienia jej za wszelką cenę?|Mhm. Elfka. Twierdziła, że nienawidzisz Ciri. Więc jak to się ma do twoich prób jej chronienia, bez względu na koszty?
King Beggar|||||Oomph!|Uch!|Uff!
Temerian Woman 01|Took 'em down.|Inkeeper Elza|I cannot show Temerian colors. They'll come and burn the tavern down.|Inkeeper Elza|Took 'em down? To hang a golden sun there now?|Zdjęłaś? Może złote słońce zawiesisz?|Wzięłaś ich w dół? Żeby teraz powiesić tam złote słońce?
Novigrad Drunk 05|Hic-cup! Ehhe! Buurrp.|Novigrad Drunk 05|Guards! Help…|Novigrad Drunk 05|Guardsh, 'e's a killer…|Straż, mordujo!|Strażnik, on to zabójca...
Geralt|You rid us of those bullies - consider it payment.|Novigrad Female Bard 01|We'll see her right away. You know it's heartening - a witcher not just partaking of cultured diversions, but aiding them.|Novigrad Bard 01|All right… You'll want to see Madame Irina to get the details.|Skoro tak... Zgłoście się do madame Iriny po szczegóły.|Dobrze... Żeby poznać szczegóły, musisz spotkać się z Madame Iriną.
Geralt|Is that sufficient, does it satisfy your curiosity? Ready now?|Avallach|I remind you we have a job to do. Hurry.|Avallach|Wait for me a minute.|Zaczekaj jeszcze chwilę.|Poczekaj chwilę.
Novigrad Citizen Man 02|Let us pray to the Eternal Fire that it may grant our supplications!|Eternal Fire Priest 02|Eternal Fire, hear our prayer.|Novigrad Citizen Man 03|Eternal Fire, hear our prayer.|Niechaj Wieczny Ogień wysłucha próśb naszych.|Wieczny Ognisty, wysłuchaj naszej modlitwy.
Geralt|Look there, crew - White-Hair's returned! What brings you to us?|Eight|Did they, Wilmar? Oh, aye. Aimed to make camp in the old guard tower.|Eight|They say where they were headed?|Mówili, dokąd pójdą?|Czy mieli dokąd zmierzać?
Triss|||||Tan, marvorae, cynnaeu!|Tan, marvorae, cynnaeu!|Tan, marvorae, cynnaeu!
Geralt|To pay off the debt, I've made up my mind to get serious about gwent.|Zoltan Chivay|Not the playin' of it, mind ye, but the cards themselves. Rarest of 'em fetch princely sums these days. Sadly, that's not exactly arcane knowledge.|Zoltan Chivay|Getting better by the minute.|Coraz lepiej.|Poprawiam się z minuty na minutę.
Skellige Villager 01|Me old lady claims I smell of the barn.|Skellige Villager 03|Exactly! I knew it - she made the whole thing up!|Skellige Villager 03|I don't smell nothin'.|Ja tam nic nie czuję.|Nic nie czuję.
Verden Peasant 02|||Some say she were their mother, others call her Sister Four.|Verden Peasant 03|And the Fourth - who were she?|A kim była Czwarta?|A kim była Czwarta?
Skellige Old Man 04|I'll pay the blood price meself.|Lugos The Mad|I make the laws here.|Lugos The Mad|What?! That's against every law!|Co?! To wbrew wszelkim prawom!|Co?! To jest wbrew każdemu prawu!
Cirilla|Got to be exhausting. With Triss, it's not. I finally feel…  harmony. A calm. Feel like things are the way they're supposed to be.|Geralt|Me too.|Geralt|You know… perhaps it's not my concern, but… I'm glad you and Yennefer have ended up together.|Wiesz... Może to nie moja sprawwa, ale... Cieszę się, że w końcu zeszliście się z Yennefer.|Może nie powinnam się wtrącać, ale cieszę się, że ty i Yennefer jesteście razem.
Skellige Berserker 02|Huuhhh huuhhh|Skellige Berserker 02|Kill, maim, destroy!|Skellige Berserker 02|Comin' to get you.|Idę po ciebie.|Idę po ciebie.
Baron Bandit Weak 01|Help!|Baron Bandit Weak 01|Kill! Kill 'im!|Baron Bandit Weak 01|You'll die, scum.|Zginiesz, łajzo.|Umrzesz, szumowino.
Scoiatael Elf Woman 32|Ready to die, witcher?|Scoiatael Elf Woman 32|What a prick!|Scoiatael Elf Woman 32|Death awaits us all. All.|Wszystkich nas czeka śmierć. Wszystkich.|Śmierć czeka nas wszystkich. Nas wszystkich.
Keira Metz|Sex. That's why we're here, isn't?|Geralt|That's very good. Because boors are better in bed.|Keira Metz|Ah! You may know about wine… but you remain quite unsophisticated otherwise.|No, znasz się może na winach... Ale z manierami już gorzej.|Ach! Może znasz się na winie... ale pozostajesz dość niewyrafinowany w innych sprawach.
Geralt|Not yet. But we know Ciri was here. She stepped out of a portal. A mage was with her.|Geralt|Where to?|Ermion|Someone chased them, they fought. Ciri was wounded but managed to escape.|Ktoś ich gonił, doszło do walki. Ciri została raniona, ale uciekła.|Ktoś ich gonił, walczyli. Ciri została ranna, ale udało jej się uciec.
Geralt|Ugh. Just keep quiet.|Priscilla|I know this might sound strange but…. I can't be sure.|Priscilla|Known Dudu long?|Jak długo znasz Dudu?|Znasz Dudu od dawna?
Novigrad Trader 04|You didn't answer the question.|Novigrad Citizen Woman 02|And what's wrong with that?|Novigrad Trader 02|I'll answer it. From very far south indeed. From a land called Nilfgaard.|Ja wam odpowiem. Z bardzo dalekiego południa. Z krainy, którą zowią Nilfgaard.|Odpowiem na nie. Z bardzo dalekiego południa. Z krainy zwanej Nilfgaard.
Geralt|Gentlemen, you're done lollygaggin'! Get to work!|Dwarf Man 01|Ever since Dandelion inherited this place he's talked about it constantly. I just never expected him to… take action. And so quickly.|Priscilla|Well, well, guess this cabaret's the real thing.|No, no, widzę, że z tym kabaretem to poważna sprawa.|No cóż, no cóż, chyba ten kabaret to nie żarty.
Baron Bandit Strong 03|Nice scythe - put it away.|Baron Bandit Strong 03|Aye-yah!|Baron Bandit Strong 03|Arrrgh!|Arghh!|Ach!
Novigrad Prostitute 01|Mhm.|Novigrad Prostitute 01|Hey there.|Geralt|Good to see you again, master.|Dobrze cię znów wiedzieć.|Dobrze cię widzieć ponownie, mistrzu.
Dwarf Man 01|Bloody mess.|Geralt|Came here, polite and all, to invite Whoreson Junior to a get-together with his mates. Became obvious right quick that none here acknowledged the ancient rite of hospitality.|Dwarf Man 01|Just… sorta happened.|Tak jakoś wyszło.|Po prostu tak wyszło.
Hjort|||||Control yourself, fiery one.|Opanuj się, gwałtowniku.|Uspokój się, ognisty jeden.
Lugos The Glaucous|||At the summit you'll see the stump of an oak, Hjalmar's axe buried in it. Whoever pulls the axe from the stump first, wins.|Lugos The Glaucous|We're here. From this spot you must reach the top of that mount.|Jesteśmy na miejscu. Stąd ruszycie na szczyt tamtej góry.|Jesteśmy tutaj. Stąd musisz dotrzeć na szczyt tej góry.
Geralt|Dare harm me... and against you will rise... all the powers of nature…|Ghost In The Tree|The sisters took them. They shall not return.|Ghost In The Tree|Why do you think the kids from the meadow are in danger?|Dlaczego uważasz, że dzieci na polanie są w niebezpieczeństwie?|Dlaczego myślisz, że dzieci z łąki są w niebezpieczeństwie?
Luiza La Valette|Perhaps Geralt could accompany us. He could speak with Molly at the races.|Voorhis|Think I can find my own way to the Vegelbud home.|Geralt|Is that something you'd consider, witcher? Care to partake of some sophisticated diversion?|Co o tym sądzisz, wiedźminie? Masz ochotę zakosztować wielkomiejskich rozrywek?|Czy byłbyś skłonny nam towarzyszyć, czarodzieju? Chciałbyś skorzystać z nieco bardziej wyrafinowanej rozrywki?
Edna Var Attre|Edna might have. I certainly have not.|Rosa Var Attre|Burn with passion? For one who incessantly praises another woman's talents? Afraid I've more sense than that!|Rosa Var Attre|My dear sister, I would never spend time alone with a man for whom you burn with a secret passion.|Siostrzyczko, nie ważyłabym się umawiać z kimś, do kogo pałasz skrytym uczuciem.|Moja droga siostro, nigdy nie spędziłabym czasu sam na sam z mężczyzną, dla którego ty płoniesz skrywaną namiętnością.
Geralt|Thanks. Geralt…? I'm waiting.|Yennefer|Would you prefer to watch me eat without my hands? You could find it amusing, I suppose.|Yennefer|So, uh… do I… spoon-feed you?|Czyli... mam cię... nakarmić?|Więc... czy mam cię karmić łyżeczką?
Geralt|Listen to me. Once it's over, if we survive… I wish to leave, go far away. And I'd like you to come with me.|Yennefer|Wherever. To Poviss, beyond the Dragon Mountains, Zerrikania, even. As far as possible from politics, plots and so-called high society.|Yennefer|Where?|Dokąd?|Gdzie?
Zoltan Chivay|Afraid your client might change his mind?|Geralt|Had so many buyers for these cards, I felt like the belle of the ball.|Zoltan Chivay|No, I'm more likely to.|Już prędzej ja bym się rozmyślił.|Raczej ja sam zmienię zdanie.
Elf Female 44|Aaah! Aaah!|Elf Female 44|Ha ha ha ha ha....|Elf Female 44|Oh...! And who is that!|Och! A któż to?|Och...! A kto to jest!
Novigrad Peasant Woman 02|What's this?!|Novigrad Peasant Woman 02|And may the harvest be bountiful, lest we starve to death…|Novigrad Peasant Woman 02|Nooooooo!|Nieeeee!|Noooooo!
Von Gratz|Someone might disturb us. The coroner, for example… or Reverend Nathaniel Pastodi.|Von Gratz|Human. Wrong body type.|Geralt|Very well… We seek the corpse of a dwarven woodcarver.|Dobra... Szukamy trupa krasnoludzkiego cieśli...|Bardzo dobrze... Szukamy ciała gnomiego rzeźbiarza drzewnego.
Skellige Old Woman 04|…may he meet an honorable death. Or come home with honorable plunder.|Skellige Old Woman 04|Sturdy lad.|Skellige Old Woman 04|Charm the lasses, not an old gran like me.|Młodsze czaruj, a nie mnie, starą babę.|Czaruj dziewczyny, nie starą babę jak ja.
Redanian Soldier 02|In my field? Midst my grain? D'you know its worth?|Temerian Peasant 03|Now, I expect if we're thorough, we're like to find more. Midst your grain…|Redanian Soldier 02|Well, we dug up a chest of Nilfgaardian gold out by your boundary line. Would you wager your grain's dearer?|Na pewno mniej niż skrzynka nilfgaardzkiego złota, którąśmy wykopali tuż przy miedzy.|Cóż, wykopaliśmy skrzynię nilfgaardzkiego złota nieopodal twojej granicy. Czy sądzisz, że twoje zboże jest cenniejsze?
Eternal Fire Guard 13|No room here for your kind.|Eternal Fire Guard 13|Devil's spawn.|Eternal Fire Guard 13|Mutant.|Mutant.|Mutant.
Novigrad Rich Man 02|Apparently, when he first enrolled at Aretuza, he sought to delve into black magic. Reviving the dead, that sort of thing.|Novigrad Rich Woman 03|I need a belt set with silver studs.|Novigrad Nobleman 02|But he became confused. Instead of signing up for necromancy, he chose tyromancy… Then he sort of stuck with it.|Ale coś źle przeczytał i zamiast na nekromancję zapisał się na zajęcia z tyromancji... I tak jakoś zostało.|Ale pomylił się. Zamiast zapisać się na nekromancję, wybrał tyromancję... Potem jakoś tak zostało.
Skellige Old Man 04|Dimwit!|Skellige Old Man 04|Mercy…|Skellige Old Man 04|Stop wavin' that in me face.|Nie machaj mi tym przed nosem.|Przestań mi tym machać przed nosem.
Triss|Geralt gave the signal!|Cirilla|||I saw it! Cover me!|Widziałam! Osłaniaj mnie!|Okryj mnie!
Skellige Bandit 01|Glad I ain't at sea right now.|Skellige Bandit 01|Can't be!|Skellige Bandit 01|You know shite! His tongue was black and twisted. Whoresons poisoned 'im!|Gówno wiesz! Jęzor miał czarny a wykręcony. Otruli go, skurwysyny!|Ty gówno wiesz! Jego język był czarny i skręcony. Te sukinsyny go otruły!
Hjalmar|Been there. A shabby village, a few huts. What's there of interest?|Lugos The Mad|||A temple: to Svalblod.|Świątynia Svalbloda.|A świątynia: do Svalblod.
Verden Peasant 03|||We go home…|Verden Woman 04|What now?|I co teraz?|Co teraz?
Geralt|Just making sure you remember.|Geralt|I mine peat, not gold, master. Could never pay that much in me life!|Verden Old Man 01|See you soon.|Do zobaczenia niedługo.|Do zobaczenia wkrótce.
Geralt|Stone bare, stone shear, stone knows, stone hears…|Celina|Oh, he's curious.|Celina|Is this a curse? You trapped in the tapestry?|Jesteście zaklęte w tym gobelinie?|Czy to klątwa? Jesteś uwięziona w gobelinie?
Mage 01|Help! Guards!|Halfling Man 05|They finally cornered him in an alley. So tired he barely mustered the spell.|Mage 01|Hmm… I wasn't supposed to rain.|Hmm... Opadów nie przewidywano.|Hmm... Nie miałem padać.
Novigrad Rich Man 03|Hah, no, they're financial tools. In a nutshell, you pay for goods before they're produced.|Novigrad Rich Man 02|Scallops in white wine, grilled shrimp… Meanwhile folk don't even have bread across the Pontar.|Novigrad Rich Man 02|So, essentially… you buy a pig in a poke? Hm, thanks but no thanks.|Czyli, no... Kupujesz kota w worku? To ja dziękuję za taki interes.|Haha, nie, to narzędzia finansowe. W skrócie płacisz za towary przed ich wyprodukowaniem.
Skellige Blacksmith Helper 01|Someone's in a good mood…|Geralt|Wouldn't mind a look at your stock.|Geralt|What mood would you be in if you'd lost your son…? So, I'm askin' - what d'ye want?|Ciekawe, w jakim ty byś był nastroju, jakbyś syna stracił... Czego chcesz, pytam?|Co byś chciał zobaczyć, jeśli straciłbyś syna? Więc pytam - czego chcesz?
Skellige Woman 02|||||Hjalmar! Hjalmar!|Hjalmar! Hjalmar!|Hjalmar! Hjalmar!
Dwarf Man 03|Relax. I'm here about Fabian Meyer. Looking for his killer.|Geralt|So, who might you be?|Geralt|That's altogether different. Sit, ye stupid mutts, lie down! C'mon, come on in. Slowly now, lest they bite ye.|A... Chyba że tak. Siad, głupie kundle, spokój! No, wchodź pan. Tylko powoli, bo jeszcze pogryzą.|Usiądźcie, głupie mutanty, leżeć! Chodźcie, chodźcie wejdźcie. Teraz powoli, żeby was nie ugryzły.
