speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Lambert|No.|Geralt|So long, Lambert.|Geralt|See you later. Some day.|Do zobaczenia. Za jakiś czas.|Do zobaczenia później. Kiedyś.
Keira Metz|Fine. What then?|Geralt|Think they'll be willing to chat?|Geralt|Well, the spirits who wander the isle - you must establish a rapport with them, don't know how. But they could point us in the direction of the curse's source.|Trzeba nawiązać kontakt z duchami, które błąkają się po wyspie. Mogą wiedzieć coś, co pomoże nam dotrzeć do źródła klątwy.|Musimy nawiązać kontakt z tymi duchami, które błądzą po wyspie. Może uda nam się dowiedzieć od nich, skąd pochodzi ta klątwa.
Geralt|Shall I bring you witnesses?|Nilfgaardian Officer 01|Mislav. He has a hut south of the village, very near the wood. Helpful fellow. A little strange, though.|Nilfgaardian Officer 01|They won't say anything I don't already know. I need to go where your men died, look around. What's the name of the hunter who found them?|Nie powiedzą nic ponad to, co już wiem. Muszę obejrzeć miejsce, gdzie zginęli twoi ludzie. Jak nazywa się myśliwy, który ich znalazł?|Oni nic mi nie powiedzą, czego już nie wiem. Muszę udać się tam, gdzie zginęli wasi ludzie, rozejrzeć się. Jak nazywa się łowca, który ich znalazł?
Skellige Villager 03|Swords on his back! What'll they think of next?!|Skellige Villager 03|Careful with them razors!|Skellige Villager 03|Freya smile upon ye.|Niech ci Freyja sprzyja.|Freya uśmiechnij się do ciebie.
Skellige Warrior 03|We was to kill Black Ones!|Skellige Guard 02|||Now we face the wraiths of Mörhogg! We'll die glorious deaths, fightin' in the Final Battle!|To upiory z Mörhogg! Zginiemy walcząc w Ostatniej Bitwie!|Teraz stajemy przed widmami Mörhogga! Umrzemy chwalebną śmiercią, walcząc w ostatecznej bitwie!
Roche|Temeria – that's what matters.|Roche|||Geralt of Rivia. Safe and sound.|Geralt z Rivii. Cały i zdrowy.|Geralt z Rivii. Bezpieczny i cały.
Verden Old Man 01|||Oak'll give plenty, don't ye fret.|Verden Peasant 01|Twere a hard winter…|Zima była ciężka.|Była ciężka zima…
Redanian Noble 01|How can we free Dandelion?|Triss|Dammit…|Geralt|Those who leave Temple Isle do so only on Menge's orders… Issued in person.|Z wyspy wraca się tylko i wyłącznie na rozkaz Mengego... Wydany we własnej osobie.|Ci, którzy opuszczają Wyspę Świątynną, robią to tylko na rozkaz Mengego... wydany osobiście.
Novigrad Thug Strong 02|Well, well... Ain't often you get such a lovely thrashin', eh, Hal?|Novigrad Thug Strong 02|Time we got some rest - we'll guard whatever you want.|Novigrad Thug Strong 02|Man's speechless, but I can see it on his mug. Bugger likes you.|Oniemiał. Ale widzę po jego gębie, że mu się podobało.|Widzę to po jego minie. Chyba cię lubi.
Skellige Woman 01|Greetings to ye!|Skellige Woman 01|Uck.|Skellige Woman 01|A Nordling?|Nordlingu?|Czyżby Nilfgaardczyk?
Eredin|||||You shall die, worm.|Zginiesz, robaku.|Będziesz cierpieć, robaku.
Verden Old Man 02|Let's talk rewards.|Geralt|Oh no, ye don't. That's far too dear.|Verden Old Man 02|Hm, aye… So, how much would ye wish?|Hm, ano... To ile sobie policzycie?|Ile byś chciał?
Novigrad Citizen Woman 03|Just look at the freak!|Novigrad Citizen Woman 03|Eternal Fire… Guards! Guards!|Novigrad Citizen Woman 03|Uncouth!|Chamie dwurogi!|Nieokrzesana!
Skellige Warrior 01|Along with the mutt gnawin' a bone beneath it!|Skellige Warrior 03|They say Sprightly Holm sank a longship full of slaves here. Near a hundred men.|Skellige Warrior 02|Ugh, my arm's sore from all this choppin'… How's it there's so many drowners here?|Uch, aż ręka boli od rąbania... Skąd tu tych utopców tyle?|Moje ramię boli od całego tego siekania... Jak to możliwe, że jest tutaj tak dużo topielców?
Skellige Warrior 02|Really thought you could take on this monster? On your own?|Geralt|Think Larvik's some kind o' getaway for mutants, witchers stoppin' in every week?|Skellige Warrior 02|We had to try. If we didn't, who would?|Musieliśmy spróbować. Jak nie my, to kto?|Musieliśmy spróbować. Kto by to zrobił, gdybyśmy nie my?
Geralt|Thanks.|Geralt|Help? Casting my babe in an oven?!|Udalryk|What Cerys did - don't hold it against her. She wanted to help, banish the voices that haunt you.|Nie miej Cerys za złe tego, co zrobiła. Chciała ci pomóc odegnać głosy, które cię prześladują.|To, co zrobiła Cerys - nie obwiniaj jej. Chciała ci pomóc, pozbyć się głosów, które cię prześladują.
Novigrad Peasant 19|Bein' a priest, now that's a soft gig…|Novigrad Peasant 18|I place my hope in the Eternal Fire.|Novigrad Peasant 19|The Eternal Fire be with ye!|Wieczny Ogień z tobą!|Niech wieczny ogień będzie z tobą!
Geralt|Got it from Priscilla, you know.|Dandelion|She swore it had always brought her luck. Of course, I landed in that dungeon soon after she gave it to me. Oh well.|Dandelion|Nice gift.|Ładny podarunek.|Ładny prezent.
Baron Bandit Strong 01|Push-ups and vegetables, that's what you need. Put some muscle on, then come back.|Baron Bandit Strong 01|If you're aiming to be champion of Velen, you've two still to beat: Jonah from Blackbough and a fisherman from Lindenvale, locals call him Fishgulper.|Baron Bandit Strong 01|Not bad. Might be champion yet.|Nieźle. Masz szanse na mistrza.|Nieźle. Może jeszcze zostaniesz mistrzem.
Geralt|And I'm relieved I didn't slit your throat.|Cirilla|Wily's men're too stupid to catch on. His colleagues ain't much better.|Cyprian Willey|Be careful. You could get found out.|Ktoś może cię zdemaskować.|Bądź ostrożny. Możesz zostać odkryty.
Hjalmar|What's that matter now? Giant's dead. And the folk of Undvik can go home.|Hjalmar|Hadn't returned when I left Ard Skellig.|Geralt|And Cerys… she back yet?|A czy Cerys... wróciła już?|I co teraz? Olbrzym martwy. Ludzie z Undvik mogą wracać do domu. A Cerys... już wróciła?
Novigrad Guard 03|Do that ourselves. No reason you should abandon your post.|Lambert|Can't argue with reason. Go on in.|Novigrad Guard 03|Hm…|Hm...|Hm…
Geralt|But you detest being teleported.|Yennefer|Mhm… you also drink them when there's no need at all. Very well, let's go. Stay close to me.|Yennefer|Don't exactly like potions either, but I drink 'em when I have to.|Za eliksirami też nie przepadam, ale jak trzeba, to piję.|Nie przepadam za teleportacją. Ale jeśli chodzi o eliksiry, to też nie piję ich bez potrzeby.
Guslar|If I'm gonna help you, I gotta know everything. Why'd you kill your father?|Geralt|||The pellar does not wish to speak of this.|Guślarz nie chce o tym mówić.|Jeśli mam ci pomóc, muszę wiedzieć wszystko. Dlaczego zabiłeś swojego ojca?
Skellige Girl 02|Ouch! That hurt!|Skellige Girl 02|Run!|Skellige Girl 02|Oh my!|Ojej!|Och! To boli!
Novigrad Thug Strong 01|||Get out of my way.|Geralt|Mercy…|Nie zabijaj...|Litość...
Verden Peasant 04|Where you headed with that spade?|Verden Old Man 02|Ye not heard? Poison gasses waftin' about there. And a monster hidin' within 'em.|Verden Old Man 02|Huh? To the swamp, gonna dig up some peat. Where else would I be goin'?|Jak to gdzie? Nie na grzyby przecie. Na bagna idę, torfu nakopać.|Do bagien, będę kopać torf. A dokąd indziej miałbym iść?
Geralt|||||Can't sail any further. Time to make for the bank.|Dalej nie popłynę. Wysiadka.|Nie możemy płynąć dalej. Czas obrać kurs na brzeg.
Geralt|Va fail, elaine - cáed'mil, folie! Glaeddyv dorne aep t'enaid, bunn'droh ithne i'yachus.|Yennefer|Yes… In legends. Of the kind that do not end happily.|Ida Emean|Take it you've heard the words before.|Słyszałaś już te słowa wcześniej, prawda?|Tak jakbyś słyszał te słowa wcześniej.
Novigrad Guard 03|Hold your tongue, sir. This... This is Frederic Francis de Bergerac. My new swordplay instructor, correct? Show him to the training room. I shall join him shortly.|Edna Var Attre|Captain, do you truly believe Rosa var Attre would train with random clods calling themselves swordmasters? No, the var Attres demand the very best. Thus, we've hired a witcher.|Edna Var Attre|But milady, he's a witcher! Said so himself, back by the gates!|Ale pani, to wiedźmin! Tak mówił jeszcze przed chwilą, pod drzwiami!|Ale pani, on jest wiedźminem! Sam tak powiedział przy bramie.
Skellige Guard 03|Hey you!|Skellige Guard 03|G-g-give up.|Skellige Guard 03|Aaaaa! Aaaaa!|Aaaaa! Aaaaa!|Daj spokój.
Geralt|Greetings. You're in luck - Ejlof Hotspur's longship made port yesterday, so we've fresh goods.|Skellige Merchant 03|Why does the goddess bring you here?|Skellige Priestess 01|How about you take a break from hawking, we play cards, instead?|A nie chciałbyś odsapnąć od handlu i zagrać ze mną w karty?|Może zrobisz sobie przerwę od handlowania i zagramy w karty?
Novigrad Trader 01|Show me what you've got on offer.|Geralt|||We meet again, master!|Witam ponownie, mistrzu!|Widzę, że znów się spotykamy, panie.
Troll_2|Sorry say.|Troll_2|Pll… please…|Troll_2|Troll awfulthick hide. Your awfuldull metalstick.|Ja mam grubaskóra. Ty masz tępy miecz.|Troll ma bardzo grubą skórę. Twoja broń jest strasznie tępa.
Skellige Fisherman 04|If it were Bran's son on the throne, no Black dog'd dare set foot in Skellige!|Skellige Fisherman 03|An o'erseas lad…|Skellige Fisherman 04|Head gone gray, but still gallivantin' about with a sword.|Łeb już siwy, ale ganiać z mieczami dalej się zachciewa.|Głowa posiwiała, ale nadal paraduje z mieczem.
Keira Metz|Now, to return to the fairytale… I'd like to escape these ghastly swamps for one magical night. I don't need a fairy godmother, I'll cast the spells myself.|Keira Metz|Sounds tempting. So tempting I don't think I can refuse.|Geralt|But I could use a prince charming… It just so happens you're the only decent candidate in all Velen. So, what do you say to a moonlight ride on horseback… and dinner?|Ale przydałby się ktoś na miejsce księcia – a tak się składa, że jesteś jedynym facetem na poziomie w całym Velen. Więc co powiesz na konną przejażdżkę w świetle księżyca... I kolację?|Ale potrzebuję księcia z bajki... Przypadkiem jesteś jedynym porządnym kandydatem we wszystkim Velen. Więc co powiesz na romantyczną przejażdżkę konną o zmierzchu... i kolację?
Keira Metz|Radovid doesn't forget, and Radovid doesn't forgive. Especially when it comes to sorceresses.|Geralt|Please, you don't believe that.|Geralt|He'll make an exception for me. He'll have to. I have something he wants.|Dla mnie zrobi wyjątek. Będę miała kartę przetargową...|On zrobi dla mnie wyjątek. Będzie musiał. Mam coś, czego chce.
Dwarf Man 01|So what that zanders're eager biters, if they taste like shite in soapy water?|Zoltan Chivay|Haha, and it tasted like thyme-flavored shite! Hahahaa…|Zoltan Chivay|That's 'cause you're about as good a cook as a goat's arse is a clarinet. Just recenterly I took some fresh thyme--|Bo taki z ciebie kucharz jak z koziej rzyci klarnet. Ja, uważasz, zeszłą razą wziąłem świeżego tymianku...|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Roche|True. Instead, we insisted on one realm's questionable sovereignty. And to recover it, we gave Emhyr virtually all the north's other kingdoms. It was not a wise arrangement. So, no deal.|Dijkstra|Actually, you, Roche, should be the first to understand I've no choice.|Dijkstra|You two-faced whoreson… I will not allow this.|Ty dwulicowy sukinsynu... Nie pozwolę na to!|Ty dwulicowa kanalio… Nie pozwolę na to.
Hjalmar|Your crew - what happened to them?|Geralt|Next morn the giant ambushed us, crushed half my men. Hurled Arvid against the rocks, tucked Vigi under his arm…|Hjalmar|Ahh, it all started with a storm - you see, then came the blasted sirens. I had a hornwall horn to drive them off, but one night it just disappeared.|Ehh, najpierw był sztorm, potem te cholerne syreny... Miałem róg hornwala, żeby je odpędzać, ale w nocy się zapodział.|Wszystko zaczęło się od burzy - widzisz, potem pojawiły się te przeklęte syreny. Miałem rogowiec do odstraszania ich, ale pewnej nocy po prostu zniknął.
Vimme Vivaldi|Well, well! Look who's here? The White Wolf himself in my humble establishment!|Vimme Vivaldi|I need coin. Guess I have to take out a loan?|Geralt|How can I be of service?|W czym mogę służyć?|Jak mogę pomóc?
Nilfgaardian Soldier 01|For gods' sake, Yoana… What do you think you're doin'?|Fergus Graem|If I may, general. I am Fergus' subordinate in appearance alone. It's what we agreed, as few would ever believe a woman to be a better armorer than a dwarf.|Blacksmith Woman|Temeria remains a wild land, it seems. Insubordination of this kind is not something we Nilfgaardians allow.|Temeria to ciągle dziki kraj. U nas taka samowola podwładnych jest niedopuszczalna.|Temeria pozostaje dzikim krajem, jak widzę. Takie niesubordynacje nie zdarzają się u nas w Nilfgaardzie.
Witch Weavess|Come out!|Geralt|Look about you! Feel their hatred? You slaughtered their brethren for a fistful of coin. They would see you suffer, while you've lost your claws, wolf.|Witch Weavess|I sense your pain. I see your fear…|Czuję twój ból, widzę strach...|Wyczuwam twój ból. Widzę twój strach…
Eternal Fire Priest 01|For the third time, I don't know.|Eternal Fire Priest 01|Eternal Glow guide you.|Eternal Fire Priest 01|Eternal Fire light your path.|Niech Wieczny Ogień oświetli ci drogę|Eternal Fire light your path.
Geralt|You think on this. Think on what I said. And if you conclude you'd rather change the course of history instead of riding its current to hell, you come find me. At the Passiflora, in the garret. I'll be waiting with my mates.|Dijkstra|So long, Geralt.|Dijkstra|I'll think about it.|Zastanowię się.|I'll think about it.
Novigrad Female Bard 03|Should I see that philanderer again, or is it just a bad idea?|Novigrad Female Bard 03|My my, who do my lovely eyes spy?|Novigrad Female Bard 03|What do you think?|A jak myślisz?|Co o tym myślisz?
Skellige Priestess 01|Hm. Kindness like that can only mean one thing - you got a monster problem.|Geralt|||It's no common monster. It's Morkvarg.|Nie z jakimś – tylko z Morkvargiem.|To nie jest zwykły potwór. To Morkvarg.
Nilfgaardian Soldier 03|You were to stay here!|Temerian Woman 03|Ah, I will.|Temerian Woman 03|Mariella! Will you wait for me?|Mariella! Będziesz na mnie czekać?|Mariello! Czy będziesz na mnie czekać?
Geralt|Dandelion's life's on the line… Ciri's too. No such thing as too risky.|Triss|Come on. Anyone would do this…|Triss|Wait. I wanna thank you.|Najpierw chcę ci podziękować.|Chciałbym ci podziękować.
Geralt|She bears the mark. She is ours.|Witch Weavess|She's a debt to pay. She is here by choice.|Witch Whispess|The woman who cares for the kids…|Kobieta, która opiekowała się dziećmi...|Kobieta, która opiekuje się dziećmi...
Geralt|Soldiers've bound 'em! There! In the hut!|Verden Boy 01|They've got me dad! And Uncle Bogurt! And Klimko! Help me!|Verden Boy 01|Bound who?|Kogo?|Kogo związali?
Triss|Miss Merigold!|Novigrad Thug Strong 01|Take care… and give Ciri a kiss from me once you find her.|Triss|Coming!|Idę!|Już idę!
Geralt|||Oh? Suppose you're better?|Skellige Villager 02|Druids aren't any good with wraiths…|Druidzi raczej słabo sobie radzą z upiorami...|Druidzi nie radzą sobie z widmami...
Skellige Blacksmith Helper 01|Someone's in a good mood…|Geralt|Wouldn't mind a look at your stock.|Geralt|What mood would you be in if you'd lost your son…? So, I'm askin' - what d'ye want?|Ciekawe, w jakim ty byś był nastroju, jakbyś syna stracił... Czego chcesz, pytam?|Co byś chciał?
