speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prev|dialog_next
Verden Peasant 01|Rules say the card's mine.|Geralt|Rules say the card's mine.|Geralt|Aye, 'tis indeed. Gods, believe you're good enough to try your luck 'gainst Haddy. Folk laugh at 'im 'cause he's young and a bit dim, but word is he weren't afraid to beat the baron hisself.|Ano twoja... Bogowie, jesteś tak dobry, że mógłbyś się spróbować z Hadkiem. Śmieją się z niego, bo młody i nierozgarnięty, ale podobno samego Barona nie bał się ograć.|Wierzysz, że jesteś wystarczająco dobry, żeby spróbować szczęścia przeciwko Haddy'emu? Ludzie się z niego śmieją, bo jest młody i trochę głupkowaty, ale słyszałem, że nie bał się stawić czoła samemu baronowi.|Ach, tak, rzeczywiście. Bogowie, wydaje ci się, że jesteś wystarczająco dobry, by spróbować swoich sił przeciwko Haddy'emu. Ludzie się z niego śmieją, bo jest młody i trochę głupkowaty, ale słyszano, że nie bał się stawić czoła samemu baronowi.
Dandelion|While monarchs moved borders and populations, Geralt and Yennefer lived a calm, quiet life far from all things political.|Dandelion|Boring, you say? Perhaps. But both had sought this more than anything else.|Dandelion|They breakfasted well after noon, more often than not in bed, and passed the days on lazy strolls and long conversations.|Dni upływały im na leniwych spacerach i długich rozmowach, śniadanie jedli dobrze po południu, oczywiście najczęściej w łóżku.|Jedli śniadanie dobrze po południu, częściej niż rzadziej w łóżku, i spędzali dni na leniwych spacerach oraz długich rozmowach.|Śniadali późno po południu, częściej niż rzadziej w łóżku, a dni spędzali na leniwych spacerach i długich rozmowach.
Geralt|Oh! And? You find the box?|Temerian Merchant 01|No dryads in these swamps, and never known a drowner or a water hag to use a bow. So lacking any other suspects, I'm guessing--|Geralt|Yeah, found your priceless chest… and an arrow in poor Asher's side.|Tak, znalazłem twoją cenną skrzyneczkę... A także strzałę. W boku biednego Siwka.|Tak, znalazłem twój bezcenny kufer… i strzałę w boku biednego Ashera.|Tak, znalazłem twój bezcenny kufer... i strzałę w boku biednego Ashera.
Skellige Villager 02|Someone helped Bran into the next life. He was breakin' Black-clad necks yesterday, and suddenly this?|Skellige Villager 02|Aim to return one day?|Skellige Villager 02|Fy faen! Where'd ye hear that?|Fy faen! Gdzieś to usłyszeliście?|Cholera! Skąd to usłyszałeś?|Co za cholera! Skąd się dowiedziałeś tego?
Baron Bandit Weak 03|Blast!|Baron Bandit Weak 03|Bid life farewell.|Baron Bandit Weak 03|You'll die in agony!|Zginiesz w męczarniach!|Umrzesz w męczarniach.|Umrzesz w męczarniach.
Skellige Girl 03|If ye hear somethin' in the woods like the gruntin' of a deer, only louder… You're to run back to the village at once.|Skellige Old Man 04|Cause a monster prowls there. The kind that would swallow kids like you whole.|Skellige Old Man 04|Why's that, grandda?|A czemu, dziadku?|Dlaczego tak jest, dziadku?|Dlaczego tak jest, dziadku?
Verden Woman 04|Why wasn't she buried alongside her husband?|Geralt|Seems she changed her mind. She wanted something to connect her and her husband in the afterlife… asked me for help.|Geralt|I can't say for certain, I was a little lass then. But me mum told me that shortly 'fore gran died she learned granddad had kept lovers on the side. She had no desire to lie beside him.|Nie wiem na pewno, bo mała wtedy byłam... Ale matka mówiła, że na krótko przed śmiercią babcia dowiedziała się, że dziadzio miał na boku jakieś kochanice, więc powiedziała, że leżeć z nim nie chce.|Nie mogę powiedzieć na pewno, byłam wtedy małą dziewczynką. Ale moja mama opowiedziała mi, że tuż przed śmiercią babci dowiedziała się, że dziadek miał romanse na boku. Nie chciała leżeć obok niego.|Nie mogę powiedzieć na pewno, byłam wtedy małą dziewczynką. Ale moja mama opowiedziała mi, że tuż przed śmiercią babci dowiedziała się, że dziadek miał romanse na boku. Nie chciała leżeć obok niego.
Scoiatael Dwarf 31|Rotten times.|Scoiatael Dwarf 31|Move!|Scoiatael Dwarf 32|They're shedding blood!|Krew się leje!|Oni przelewają krew!|Oni przelewają krew!
Geralt|Forefathers' Eve is nigh, we've rites to conduct. Wandering souls to emerge, damned souls, too. We've the circle to protect from these wretches.|Guslar|You'd not refuse, the pellar knew. The time's come to gather the folk.|Guslar|Seems like you could use a witcher - so, yeah, I'll help.|Skoro potrzebujecie wiedźmina – pomogę wam.|Wydaje się, że mógłby ci się przydać czarodziej - no więc tak, pomogę.|Wydaje się, że mógłbyś skorzystać z usług wiedźmina - więc tak, pomogę.
Skellige Villager 05|Will ye enlist with me?|Skellige Villager 05|We stick together, it'll all work out!|Skellige Villager 05|Ask me the morrow.|Zapytaj mnie jutro.|Zapytaj mnie jutro.|Zapytaj mnie jutro.
Triss|Thank you. I'm… grateful.|Geralt|Leaving. Already gone.|Dijkstra|Dijkstra, no offense, but…|Dijkstra, nie obraź się, ale...|Dijkstra, bez urazy, ale...|Dijkstra, bez urazy, ale...
Skellige Warrior 01|That wrath of yours didn't do squat against the Ice Giant. My sword was more effective.|Geralt|In the flesh.|Geralt|Wait… you're… Geralt of Rivia? The one went to Undvik with young an Craite?|Zaraz... To ty jesteś... Geralt z Rivii? Ten, co z młodym an Craite popłynął na Undvik?|Czekaj… ty jesteś… Geralt z Rivii? Ten, który poszedł do Undvik z młodym an Craite?|Czekaj... Ty jesteś... Geralt z Rivii? Ten, który poszedł do Undvik z młodym an Craite?
Skellige Armorer 02|Watch it!|Skellige Armorer 02|Gods!|Skellige Armorer 02|Nice. Now put it back in its scabbard.|Ładny. A teraz niech wróci do pochwy.|Ładnie. Teraz schowaj to z powrotem do pochwy.|Ładne. Teraz schowaj je z powrotem do pochwy.
Verden Peasant 32|Must've stayed on the other side o' the Pontar, lucky snots.|Verden Peasant 31|Daddy says you killed the beast that was eatin' folk!|Verden Boy 02|Or maybe somethin' attacked 'em 'long the way. Might be good to walk out there, look… But I'm afeared to go in the woods.|Albo coś ich dopadło po drodze. Dobrze byłoby pójść, rozejrzeć się... Ale strach się w las zapuszczać.|Może coś ich zaatakowało po drodze. Może warto by tam pójść i sprawdzić... Ale boję się chodzić do lasu.|Może coś ich zaatakowało po drodze. Może byłoby dobrze pójść tam i się rozejrzeć... Ale boję się wejść do lasu.
Geralt|You turned him down, of course.|Triss|Geralt, you know what he did to her…|Triss|No.|Nie.|Nie.|Nie.
Elf Man 39|Ahem.|Elf Man 39|Hm?|Elf Man 40|Hmmm.|Hm.|Hmmm.|Hmmm.
Geralt|Very well… On to more pressing matters. We've a great deal of work to do.|Yennefer|Ha, ha, ha. So it's to be dull jokes after all?|Yennefer|Need to blow off steam? Go ahead, just not on me. Find some other target. I don't know… throw another bed off the balcony.|Chcesz się wyżyć, proszę bardzo, ale nie na mnie. Nie wiem... Wyrzuć łóżko na dziedziniec czy coś.|Musisz się wyżyć? Śmiało, tylko nie na mnie. Znajdź sobie inny cel. Nie wiem... rzuć kolejne łóżko z balkonu.|Potrzebujesz się wyżyć? Śmiało, ale nie na mnie. Znajdź sobie inny cel. Nie wiem... rzuć kolejne łóżko z balkonu.
Skellige Warrior 03|But… she's one of us!|Skellige Villager 06|...Drive her out. Make sure she knows she's not to return. Ever.|Skellige Villager 06|For the good of the village, Sven.|Dla dobra wsi, Sven.|Dla dobra wioski, Sven.|Dla dobra wioski, Sven.
Geralt|A wyvern? Bloede pest.|Nilfgaardian Officer 01|War is like this. Who loses, dies.|Nilfgaardian Officer 01|Discovered something else. You didn't send those boys out to scout. That was a death squad, led some Redanian prisoners out there, executed them.|Odkryłem też coś jeszcze. Nie wysłałeś tych żołnierzy na zwykły zwiad. To był oddział katów, który prowadził redańskich jeńców na egzekucję.|Odkryłem coś innego. Nie wysłałeś tych chłopców na zwiad. To była ekipa śmierci, wyprowadzili tam trochę jeńców z Redanii i ich rozstrzelali.|Odkryłem coś innego. Nie wysłałeś tych chłopców na zwiad. To była szwadron śmierci, poprowadzili grupę redańskich jeńców tam na zewnątrz i ich rozstrzelali.
Skellige Villager 06|No clan. I'm from the Continent.|Geralt|Not looking for trouble.|Geralt|Skellige warriors alone drink in this tavern.|Tu piją tylko wojowie ze Skellige.|Tylko wojownicy ze Skellige piją w tej karczmie.|Wojownicy ze Skelligi piją samotnie w tej karczmie.
Novigrad Old Man 19|Oh, the fear we all suffered… But, Rejk's turned up his toes now and that's prime!|Novigrad Old Man 18|Seen my old woman?|Novigrad Old Man 19|Ehh, 'twere the good ol' days…|Ech, kiedyś to było...|Ech, to były dobre stare czasy...|Ech, to były te dobre stare czasy...
Verden Peasant 01|I save bein' gentle for when I diddle your mum's twat.|Verden Peasant 01|Camp on the Pontar - heard there's fights.|Verden Boy 04|If you don't want it, the baron's men'll buy it.|Jak nie tobie, to baronowym się towar sprzeda.|Jeśli nie chcesz, ludzie barona to kupią.|Jeśli nie chcesz tego sprzedać, ludzie barona to kupią.
Vespula|Come on… Gold's gold.|Novigrad Thug Strong 02|Whoreson's no banker. He's an honest man - you pay on time, you get protection. You don't pay…|Novigrad Thug Strong 02|I will get you every last copper - with interest. Gimme a week, please!|Wszystko oddam... Z procentem... Tylko dajcie mi tydzień!|Dostarczę ci każdy miedziany grosz - z odsetkami. Daj mi proszę tydzień!|Dostanę od ciebie każdego miedzianego grosza - z odsetkami. Daj mi tydzień, proszę!
Skellige Woman 01|Na na na na…|Skellige Woman 01|A Nordling?|Skellige Woman 01|Greetings to ye!|Witajcie, witajcie!|Witajcie!|Witajcie!
Geralt|Craven hid here… then struck.|Geralt|Looks like Morkvarg got bored of sneaking around… And attacked.|Geralt|The prints crisscross… Morkvarg followed Craven from the start.|Ślady się krzyżują... Widać Morkvarg szedł za Tchórzem od samego początku.|Ślady krzyżują się... Morkvarg śledził Cravena od samego początku.|Ślady krzyżują się... Morkvarg śledził Cravena od samego początku.
Geralt|Your vengeance, your rules.|Geralt|I'm countin' on it. Let's go!|Hjalmar|Voices… More of 'em further on.|Z głębi jaskini dochodzą głosy... Jest ich więcej.|Głosy... Więcej ich dalej.|Głosy... Więcej ich dalej.
Skellige Woman 02|Good, that's good…|Skellige Woman 02|This? No… it's a tattoo.|Cirilla|What's on your thigh, child? That a bruise?|A co ty tam, dziecko, masz na udzie? Siniak?|Co masz na udzie, dziecko? To siniak?|Co masz na udzie, dziecko? To siniak?
Verden Peasant 05|Where'd the girl go? Your son's said enough, no point in playing dumb anymore.|Geralt|Because I'm not. I'm looking for Tamara and her mother, I need to know if they're alive and safe.|Geralt|Sorry, sir, but ye don't look like one of her father's men.|Nie wyglądacie, panie, na jednego z ludzi jej ojca...|Przepraszam pana, ale nie wygląda pan na jednego z ludzi jej ojca.|Przepraszam pana, ale nie wygląda pan na jednego z ludzi jej ojca.
Novigrad Rich Man 01|Mhm. You said the same of Temerian bonds.|Novigrad Rich Man 02|Hm, I suppose that's true… Very well, buy them… After all, lightning never strikes in one place twice in a row, does it?|Novigrad Rich Man 02|An exception that proves the rule. The appearance of unexpected circumstances.|Wyjątek potwierdzający regułę. Zaszły nieprzewidziane okoliczności.|Wyjątek potwierdzający regułę. Pojawienie się nieoczekiwanych okoliczności.|Wyjątek potwierdzający regułę. Pojawienie się nieoczekiwanych okoliczności.
Skellige Hunter 03|I'll clatter that pale mug o' yours…|Skellige Hunter 03|Gotta… attack… together!|Skellige Hunter 03|I'll kill ye.|Zabije cię.|Zabiję cię.|Zabiję cię.
Troll_3|"""I'm light as a feather, but even a troll can't hold me for long."""|Geralt|Hmmm…|Troll_2|Eee... Err...|Yyy... Hmm...|Eee... Hmm...|Eee... Err...
Geralt|It's you! The White Wolf! The famous Geralt of Rivia, am I right?|Novigrad Bard 01|Hear about you? Why, I know all there is to know! Learned it from Dandelion himself, who's forever telling stories of you and your adventures together.|Novigrad Bard 01|You hear about me?|Skąd mnie znasz?|Słyszałeś o mnie?|Czy słyszałeś o mnie?
Yennefer|Ssssshhhhheee… ssshhheeee's wwwwhyyy thhhhhheeeyy currrsssssed meeeeee….|Skellige Warrior 03|Nnnnnoooo…..|Skellige Warrior 03|I don't care about that! What happened to her? What was she doing here? Speak!|Nie interesuje mnie to! Co się z nią stało? Co tu robiła? Mów!|Nie obchodzi mnie to! Co się jej stało? Co ona tu robiła? Mów!|Nie obchodzi mnie to! Co się z nią stało? Co ona tu robiła? Mów!
Baron|Y-y-yes, m'lord. For w-w-w-witchcraft and com-com-communin' with the C-crones. But we 'ere 'ave never--|Verden Peasant 02|Not-- Not so long past.|Verden Peasant 02|Yes, you lot ne'er do anything! I know you. They leave a while ago, the hunters?|Taa, wy nigdy nic. Już ja was znam. Dawno tu byli?|Tak, wy nigdy nic nie robicie! Wiem to. Kiedy odeszli ci łowcy?|Tak, wy nigdy nic nie robicie! Znam was. Kiedy odeszli myśliwi?
Novigrad Old Man 01|Eh, right…|Novigrad Old Man 01|Eh, to leave this city somehow…|Novigrad Old Man 01|Yes?|No?|Tak?|Tak?
Udalryk|We need to prepare the house first. Light some torches in the main room - make sure they illuminate every nook and cranny.|Geralt|Then you just need to show up. I'll take care of the rest.|Geralt|And then?|A potem?|I co dalej?|A potem?
Novigrad Noblewoman 01|My friend's chambermaid has gone missing!|Novigrad Noblewoman 01|You look positively charming.|Novigrad Noblewoman 01|The Temple Guard has refused to search for her? Can you believe it?|Wyobraź sobie że Straż odmawia jej poszukiwań.|Czy możesz uwierzyć, że Gwardia Świątynna odmówiła poszukiwań jej?|Czy możesz uwierzyć, że Gwardia Świątynna odmówiła jej poszukiwania?
Skellige Armorer 02|Agh. Agh. Agh.|Skellige Armorer 02|Nice. Now put it back in its scabbard.|Skellige Armorer 02|Watch it!|Gdzie się pchasz!|Uważaj!|Uważaj!
Geralt|You shan't take me alive!|Philippa Eilhart|We wanna get you outta here!|Geralt|Triss is waiting by the exit!|Triss czeka przy wyjściu!|Triss czeka przy wyjściu.|Triss czeka przy wyjściu!
Geralt|Ah, I see… You a witcher? That monster slayer they's talkin' about in the village?|Temerian Peasant 03|I'll show you, sure. But, er, I gotta kill those mutts 'fore they hurt someone.|Temerian Peasant 03|Mhm.|Mhm.|Mhm.|Hmm.
Skellige Boatbuilder 02|A fine beauty, golden-haired and ruddy-cheeked…|Skellige Boatbuilder 02|If you're gonna talk rubbish, best not talk at all.|Skellige Boatbuilder 02|And her mum went and gave her up to Freya!|A tu matka umyśliła, że ją kaplankom Freyji odda!|A jej mama poszła i oddała ją Frei!|I jej mama oddała ją Frei!
Geralt|A great deal has changed.|Yennefer|I missed those awkward compliments of yours…|Yennefer|You haven't. Not a bit.|Ty nic a nic.|Nie zmieniłeś się ani trochę.|Nie zrobiłeś tego. Ani trochę.
Avallach|Ran into someone at your lab.|Geralt|Mhm. A she-elf. Claimed you hate Ciri. So how's that fit you trying to protect her, whatever the cost?|Geralt|Did you, now?|Tak?|Czyżby?|Cóż, teraz?
Novigrad Bard 01|Irina and the Foxen invite you to behold,|Novigrad Bard 01|"Come at sundown! Come to laugh, come to cry tears galore! You'll spare no applause, ""Bravo"" you will roar!"|Novigrad Bard 01|a pageant, a play, you will be o'erbowled!|Wystawią przedstawienie – przyjdźcie na popisy!|Będziesz zadziwiony widowiskiem i przedstawieniem!|Będziesz zadziwiony!
Skellige Villager 04|Calm yourself, no one here'll mess with ye.|Skellige Villager 04|Slanty eyes, must be Zerrikanian.|Skellige Villager 04|Control yourself.|Opanuj się.|Uspokój się.|Opamiętaj się.
Baron|And the little one?|Verden Peasant 02|Well, er… mi-might not be yours, the older one, but you've gotsta admit the likeness. It's downright strikin'! So, any chance for that reward?|Verden Peasant 02|Neither, dammit! I think I'd know my own child.|Żadna, kurwa! Chyba potrafię rozpoznać własną córkę!|Ani jednego, cholera! Myślę, że poznałbym własne dziecko.|Ani trochę! Myślę, że poznałbym własne dziecko.
Skellige Old Man 02|The sea turned black with Nilfgaard's sails. They landed on the isle… Hundreds of men. Thousands.|Skellige Old Man 02|And what happened to Torgeir? Did he live?|Skellige Villager 01|They killed warriors, women, children… And when they were done, they tore every buildin' down. Stone by stone.|Zabili wojów, kobiety, dzieci... A jak już skończyli, rozebrali mury. Kamień po kamieniu.|Zabili wojowników, kobiety, dzieci... A gdy skończyli, rozebrali każdy budynek. Kamień po kamieniu.|Zabili wojowników, kobiety, dzieci... A gdy skończyli, rozebrali każdy budynek. Kamień po kamieniu.
