en_text|pl_text|default|no_details|translation_extraction_llm|translation_extraction_brackets
A successful feast on all counts, Crach. I will see you later.|To była udana uczta. Do zobaczenia.|"Oto tłumaczenie na język polski:

""Udana uczta pod każdym względem, Crach. Zobaczymy się później.""

To zdanie wydaje się być fragmentem dialogu lub narracji z książki lub filmu fantasy, gdzie ""Crach"" jest imieniem postaci. Wyrażenie ""udana uczta pod każdym względem"" sugeruje pozytywną ocenę jakiegoś wydarzenia lub spotkania, a ""Zobaczymy się później"" to zwyczajowe pożegnanie."|Udana uczta pod każdym względem, Crach. Do zobaczenia później.|Udana uczta pod każdym względem, Crach. Zobaczymy się później.|Udana uczta pod każdym względem, Crach. Do zobaczenia później.
I remember… Though I found myself admiring what I had right in front of me.|Pamiętam... Choć bardziej podobał mi się widok, który miałam tuż przed oczami.|"Tłumaczenie tego zdania na język polski brzmi:

""Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.""

To zdanie jest fragmentem narracji pierwszoosobowej, prawdopodobnie z opowiadania lub wspomnienia. Osoba mówiąca przypomina sobie jakąś sytuację i wyraża swoje uczucie zachwytu nad czymś, co widziała bezpośrednio przed sobą."|Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.|Pamiętam... Chociaż znalazłem się pod wrażeniem tego, co miałem tuż przed sobą.|Pamiętam... Chociaż znalazłem się podziwiając to, co miałem tuż przed sobą.
Pull yourself together, Sinna. How'd they get in?|Weź się w garść, Sinna. Jak tu weszły?|"Oto tłumaczenie na język polski:

""Weź się w garść, Sinna. Jak oni się tu dostali?""

To zdanie wydaje się pochodzić z dialogu lub narracji, gdzie jedna osoba (prawdopodobnie o imieniu Sinna) jest upominana lub pyta o to, jak nieproszeni goście znaleźli się w danym miejscu."|Ogarnij się, Sinna. Jak oni się dostali do środka?|Weź się w garść, Sinna. Jak oni się tu dostali?|Weź się w garść, Sinna. Jak oni dostali się do środka?
Pshaw…|Eeeech...|"""Pshaw..."" to wyrażenie używane w języku angielskim, które można przetłumaczyć na polski jako ""Ech..."", ""No cóż..."", ""Ach, tak..."" lub po prostu ""Tak..."". Jest to krótkie westchnienie lub komentarz wyrażający rezygnację, zniecierpliwienie lub akceptację sytuacji. W języku polskim nie ma dokładnego odpowiednika tego wyrażenia, ale najbliższe znaczeniowo mogą być wspomniane powyżej formy."|Pshaw...|Pshaw... można przetłumaczyć na polski jako Ech..., No cóż..., Ach, tak... lub po prostu Tak....|Pfuj...
Greetings to you.|Witajcie.|"Oto tłumaczenie na język polski:

""Pozdrowienia dla Ciebie.""

To jest dosłowne tłumaczenie wyrażenia ""Greetings to you"". W języku polskim częściej używa się formy ""Pozdrawiam"" lub ""Pozdrowienia"", ale bezpośrednie tłumaczenie brzmi właśnie tak."|Pozdrowienia dla ciebie.|Pozdrowienia dla Ciebie.|Pozdrowienia dla ciebie.
All right - where's Olaf?|A gdzie jest Olaf?|"Dobrze, przetłumaczone na język polski:

""Wszystko w porządku - gdzie jest Olaf?""

To zdanie składa się z dwóch części:
1. ""Wszystko w porządku"" - to tłumaczenie frazy ""All right"".
2. ""Gdzie jest Olaf?"" - to dosłowne tłumaczenie pytania ""Where's Olaf?"".

Całe zdanie wyraża zarówno potwierdzenie, że wszystko jest w porządku, jak i pytanie o miejsce pobytu osoby o imieniu Olaf."|Dobrze - gdzie jest Olaf?|Wszystko w porządku - gdzie jest Olaf?|Dobrze, gdzie jest Olaf?
Fine. Let's do it.|Dobrze, zróbmy to.|Dobrze. Zróbmy to.|Dobrze. Zróbmy to.|Dobrze. Zróbmy to.|Dobrze. Zróbmy to.
We did. Farewell, witcher! Favorable winds and following seas to you!|Jasne. Bywaj! Pomyślnych wiatrów i niech Bogini czuwa nad tobą!|"Tłumaczenie tego zdania na język polski brzmi:

""Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza!""

To zdanie jest częścią dialogu z serii książek ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego. Jest to pożegnalne pozdrowienie skierowane do Geralta z Rivii, głównego bohatera serii. Zdanie wyraża życzenia pomyślności i bezpiecznej podróży dla wiedźmina, który opuszcza grupę przyjaciół."|Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza dla ciebie!|Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza!|Zrobiliśmy to. Żegnaj, czarodzieju! Pomyślnych wiatrów i spokojnego morza dla ciebie!
Greetings, Simun. Lugos decide to let you go?|Witaj, Simun. Lugos postanowił cię w końcu wypuścić?|"Witaj, Simunie. Czyżby Lugosi zdecydowali się cię wypuścić?

To tłumaczenie jest dosłownym przekładem oryginalnego zdania na język polski. Zawiera ono elementy grzecznościowe (""Witaj, Simunie""), które są typowe dla języka polskiego przy zwracaniu się do kogoś po imieniu. Reszta zdania pozostaje bez zmian, ponieważ nie zawiera żadnych specyficznych zwrotów czy idiomów, które wymagałyby adaptacji do polskiego kontekstu kulturowego lub językowego."|Witaj, Simunie. Czy Lugos pozwoli ci odejść?|Witaj, Simunie. Czyżby Lugosi zdecydowali się cię wypuścić?|Witaj, Simun. Czy Lugos postanowił cię puścić?
All right. What do we have here…?|No dobra, co my tu mamy...|"Dobrze, co my tu mamy...?

To tłumaczenie jest dosłowne i zachowuje oryginalny sens zdania w języku angielskim. Jest to pytanie retoryczne, które może być używane w różnych kontekstach, aby wyrazić ciekawość lub chęć uzyskania informacji o czymś, co się aktualnie dzieje lub jest obecne."|Dobrze. Co my tu mamy...?|Dobrze, co my tu mamy...?|Dobrze. Co my tu mamy…?
No chance. You're weak. Might pass out again along the way. Wait here, we'll go together.|Wykluczone. Jeszcze gdzieś zasłabniesz po drodze. Poczekaj tu na mnie i pójdziemy razem.|"Tłumaczenie na polski:

""Nie ma szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając kontekst i intencję mówiącego."|Żadnych szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.|Nie ma szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.|Nie ma szans. Jesteś słaby. Możesz znowu zemdleć po drodze. Zostań tutaj, pójdziemy razem.
How're things with Cerys?|Jak ci się układa z Cerys?|"Tłumaczenie tego zdania na język polski brzmi:

""Jak się ma Cerys?""

To jest pytanie o samopoczucie lub stan osoby o imieniu Cerys. W języku angielskim ""How're things?"" to potoczne wyrażenie używane do zadawania pytania o czyjeś samopoczucie lub sytuację życiową. W języku polskim najbliższym odpowiednikiem byłoby właśnie ""Jak się masz?"" lub ""Co tam u Ciebie?"", ale w tym konkretnym przypadku, gdy mówimy o kimś innym (Cerys), bardziej precyzyjne jest ""Jak się ma Cerys?""."|Jak się mają sprawy z Cerys?|Jak się ma Cerys?|Co słychać u Cerys?
Them eyes he's got…|Ale ma ślipia...|"Tekst ""Them eyes he's got..."" to fragment piosenki ""Them Eyes Are Boogie"" zespołu The Dells. W języku polskim można to przetłumaczyć jako:

""Te oczy, które on ma...""

Jest to tytuł i początek refrenu tej piosenki, który podkreśla urok i atrakcyjność czyichś oczu. Piosenka ta jest popularnym utworem soulowym z lat 60. XX wieku."|Te oczy, które on ma...|Te oczy, które on ma...|Te oczy, które on ma...
You smell wonderful.|Pięknie pachniesz.|"Tłumaczenie tego zdania na język polski brzmi:

""Pachniesz wspaniale.""

To jest najbardziej naturalne i powszechnie używane wyrażenie w języku polskim, aby wyrazić pochlebną opinię o czyimś zapachu. Można też spotkać inne warianty, takie jak ""Masz piękny zapach"" lub ""Twoje perfumy są cudowne"", ale ""Pachniesz wspaniale"" jest najprostszym i najczęściej stosowanym odpowiednikiem oryginalnego angielskiego zdania."|Pachniesz wspaniale.|Pachniesz wspaniale.|Pachniesz cudownie.
Don't have time for this.|Nie mam czasu.|"Tłumaczenie tego zdania na język polski brzmi:

""Nie mam czasu na to.""

To popularne wyrażenie używane w sytuacji, gdy ktoś nie może lub nie chce poświęcić swojego czasu na daną czynność lub zadanie. Może być stosowane w różnych kontekstach, od codziennych obowiązków po bardziej formalne sytuacje zawodowe."|Nie mam czasu na to.|Nie mam czasu na to.|Nie mam czasu na to.
Ehh, we robbed our neighbors plenty before. An Skellig, Spikeroog, and--|No, myśmy też naszych rabowali. I na An Skellig, i na Spikeroog...|Eh, okradaliśmy naszych sąsiadów już wiele razy wcześniej. Na Skellig, Spikeroog i...|Ehh, okradliśmy naszych sąsiadów wiele razy wcześniej. Na Skellig, Spikeroog i...|Eh, okradaliśmy naszych sąsiadów już wiele razy wcześniej.|Eh, okradaliśmy naszych sąsiadów wiele razy wcześniej. Na Skellig, Spikeroog i...
Where?|Gdzie?|"Tłumaczenie na język polski:

Gdzie?

To jest podstawowe pytanie w języku polskim, które odpowiada angielskiemu ""Where?"". Jest ono używane do zadawania pytań o lokalizację lub miejsce czegoś. Na przykład:

- Gdzie jest sklep spożywczy?
- Gdzie mieszkasz?
- Gdzie to się stało?

Pytanie ""Gdzie?"" może być również używane jako część bardziej rozbudowanych pytań, takich jak ""Gdzie to znaleźć?"" czy ""Gdzie to się wydarzyło?""."|Gdzie?|Gdzie?|Gdzie?
Sides, I know how it'll be: you'll spit out some insults, pierce me with your sword. I'll then disappear, only to be back again in a few days.|Poza tym dokładnie wiem, co się teraz stanie: rzucisz kilka obelg, przebijesz mnie mieczem, zniknę, ale za parę dni znowu tu wrócę.|"Tłumaczenie na język polski:

""Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.""

To tłumaczenie oddaje sens oryginalnego tekstu, zachowując jego emocjonalny wydźwięk i strukturę gramatyczną."|Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.|Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.|Sides, wiem jak to będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.
How about a game of cards?|Zagrajmy w karty.|"Tłumaczenie tego zdania na język polski brzmi:

""Może zagramy w karty?""

To jest bezpośrednie tłumaczenie, które oddaje sens oryginalnego angielskiego wyrażenia. Zdanie to jest zaproszeniem do gry w karty i może być używane w różnych kontekstach społecznych lub rodzinnych, jako propozycja spędzenia czasu lub rozrywki."|Może zagramy w karty?|Może zagramy w karty?|A może zagramy w karty?
Here's hoping you're just as good at searching sunken ships.|Mam nadzieję, że z przeszukaniem wraku pójdzie ci równie sprawnie.|"Oto tłumaczenie na język polski: ""Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.""

To zdanie jest humorystyczne i sugeruje, że osoba mówiąca ma nadzieję, że ktoś inny jest bardzo kompetentny w swojej dziedzinie - w tym przypadku w poszukiwaniu zatopionych statków. Może to być odniesienie do pracy nurka, archeologa podwodnego lub kogoś zajmującego się badaniem wraków statków."|Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.|Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.|Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.
Fact is, even those who see her for a wench'd gladly push her out to sea, tits and all.|Zresztą – wielu widzi, że to baba, a i tak chętnie by ją do morza wypchnęli.|"Tłumaczenie na język polski:

""Faktem jest, że nawet ci, którzy widzą w niej zwykłą dziewczynę, chętnie wysyłają ją na morze z całym dobytkiem.""

To zdanie wydaje się odnosić do sytuacji, w której ktoś (prawdopodobnie mężczyzna) traktuje kobietę jako osobę o niższym statusie społecznym lub materialnym i nie ma oporów przed pozbyciem się jej, nawet jeśli oznacza to wyrzucenie jej na morze z całym jej majątkiem. Może to być metafora dla sytuacji, gdy ktoś wykorzystuje inną osobę bez skrupułów."|Faktem jest, że nawet ci, którzy widzą w niej dziwkę, chętnie wypchnęliby ją do morza, razem z jej piersiami.|Faktem jest, że nawet ci, którzy widzą w niej zwykłą dziewczynę, chętnie wysyłają ją na morze z całym dobytkiem.|Prawda jest taka, że nawet ci, którzy widzą ją jako dziewczynę, chętnie wyrzuciliby ją za burtę razem z jej piersiami.
I sure ain't gonna sail with 'im.|Ja tam nie płynę.|"Na pewno nie będę pływać z ""nim"".

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, używając potocznego stylu mówienia i wyrażenia niechęci do współpracy lub towarzystwa danej osoby (w tym przypadku ""nim"")."|Na pewno nie będę pływać z nim.|Na pewno nie będę pływać z nim.|Nie zamierzam pływać z nim.
I hear he's very sick. Carrying himself unusually well tonight.|Słyszałam, że jest bardzo chory. Dzisiaj trzymał się wyjątkowo dobrze.|"Tłumaczenie tego zdania na język polski brzmi:

""Słyszałem, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.""

To zdanie składa się z dwóch części:
1. ""I hear he's very sick"" - ""Słyszałem, że jest bardzo chory""
2. ""Carrying himself unusually well tonight"" - ""Dziś wieczorem trzyma się niezwykle dobrze""

Warto zauważyć, że w języku polskim struktura zdania może być nieco inna niż w języku angielskim, ale sens obu części pozostaje taki sam."|Słyszę, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.|Słyszałem, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.|Słyszę, że jest bardzo chory. Dziś wieczorem czuje się niezwykle dobrze.
A little, aye… but fuck it! Witcher gets rid o' the wraith, he'll deserve a premium from the earnin's, he will!|No, może trochę... A chuj tam! Jak wiedźmin sobie z upiorem poradzi, to i premii będzie godzien!|Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży sobie na premię od zarobku, ot co!|Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży na premię od zarobków, zasłuży!|Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży sobie na premię od zarobku, ot co!|Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży na premię od zarobków, zasłuży.
Northern part of the isle, near the whale cemetery. Don't ask me how it got there - long story. At any rate, don't need to worry about the thieves. They won't steal ever again.|Na północy wyspy, przy cmentarzysku wielorybów. Nie pytaj, skąd się tam wziął... To długa historia. W każdym razie nie musisz się martwić o złodziei. Nic już nigdy nie ukradną.|"Tłumaczenie tego zdania na język polski brzmi:

""Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musisz się martwić o złodziei. Już nigdy więcej nie ukradną.""

To zdanie wydaje się być fragmentem opowiadania lub dialogu, który zawiera elementy tajemnicy i zapewnienia o bezpieczeństwie. Może odnosić się do miejsca na fikcyjnej wyspie lub być metaforą dla jakiejś sytuacji w życiu bohaterów."|Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazłem - długa historia. Tak czy inaczej, nie musisz martwić się o złodziei. Już nigdy więcej nie ukradną.|Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musisz się martwić o złodziei. Już nigdy więcej nie ukradną.|Północna część wyspy, w pobliżu cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musimy się martwić o złodziei. Oni już nigdy więcej nie ukradną.
