en_text|pl_text|result_one_shot|translation_one_shot|result_three_shot|translation_three_shot
Do you plan to compliment me all evening?|Będziesz mi prawił komplementy?|"Zdanie po angielsku: Do you plan to compliment me all evening?

Tłumaczenie: [Czy zamierzasz prawić mi komplementy przez cały wieczór?]"|Czy zamierzasz prawić mi komplementy przez cały wieczór?|Tłumaczenie: [Czy zamierzasz prawić mi komplementy przez cały wieczór?]|Czy zamierzasz prawić mi komplementy przez cały wieczór?
Eh? What is it?|No? Czego?|"Zdanie po angielsku: Eh? What is it?

Tłumaczenie: [Eh? Co to jest?]"|Eh? Co to jest?|Tłumaczenie: [Eh? Co to jest?]|Eh? Co to jest?
He died in my arms… In my arms.|Na moich rękach umarł... Na moich rękach.|"Zdanie po angielsku: He died in my arms… In my arms.

Tłumaczenie: [Umarł w moich ramionach... W moich ramionach.]"|Umarł w moich ramionach... W moich ramionach.|Tłumaczenie: [Umarł w moich ramionach... W moich ramionach.]|Umarł w moich ramionach... W moich ramionach.
Wanna look around.|Chcę się tu jeszcze rozejrzeć.|"Zdanie po angielsku: Wanna look around.

Tłumaczenie: [Chcę się rozejrzeć.]"|Chcę się rozejrzeć.|Tłumaczenie: [Chcesz się rozejrzeć.]|Chcesz się rozejrzeć.
Feel any better?|Lepiej się czujesz?|"Zdanie po angielsku: Feel any better?

Tłumaczenie: [Czujesz się lepiej?]"|Czujesz się lepiej?|Tłumaczenie: [Czujesz się lepiej?]|Czujesz się lepiej?
So long, an Craite.|Bywaj, an Craite.|"Zdanie po angielsku: So long, an Craite.

Tłumaczenie: [Do widzenia, An Craite.]

Warto zauważyć, że ""an"" jest przedimkiem nieokreślonym w języku angielskim, który odpowiada rodzajowi żeńskiemu w języku polskim. W tym kontekście ""Craite"" prawdopodobnie jest imieniem lub nazwiskiem osoby, które pozostaje bez zmian w tłumaczeniu."|Do widzenia, An Craite.|"Tłumaczenie: [Do widzenia, An Craite.]

Warto zauważyć, że ""Craite"" wydaje się być imieniem lub nazwiskiem osoby, które pozostaje nieprzetłumaczone, ponieważ jest to element specyficzny dla kontekstu oryginalnego zdania."|Do widzenia, An Craite.
If the Spirit dies, all game will leave the woods. Our men will lose their strength, and our women will be rendered barren. It will be the end of us all - that was our covenant.|Jeśli Duch umrze, odejdzie wszelka zwierzyna. Mężczyźni stracą siłę, a kobiety staną się płonne. To będzie koniec nas wszystkich – tak stoi w przymierzu.|"Zdanie po angielsku: If the Spirit dies, all game will leave the woods. Our men will lose their strength, and our women will be rendered barren. It will be the end of us all - that was our covenant.

Tłumaczenie: [Jeśli Duch umrze, cała zwierzyna opuści lasy. Nasi mężczyźni stracą siły, a nasze kobiety staną się bezpłodne. To będzie koniec nas wszystkich - takie było nasze przymierze.]"|Jeśli Duch umrze, cała zwierzyna opuści lasy. Nasi mężczyźni stracą siły, a nasze kobiety staną się bezpłodne. To będzie koniec nas wszystkich - takie było nasze przymierze.|[Jeśli duch umrze, wszystkie zwierzęta opuszczą lasy. Nasi mężczyźni stracą siły, a nasze kobiety staną się bezpłodne. To będzie koniec nas wszystkich - tak brzmiało nasze przymierze.]|Jeśli duch umrze, wszystkie zwierzęta opuszczą lasy. Nasi mężczyźni stracą siły, a nasze kobiety staną się bezpłodne. To będzie koniec nas wszystkich - tak brzmiało nasze przymierze.
Farewell.|Bywaj.|"Zdanie po angielsku: Farewell.

Tłumaczenie: [Do widzenia.]"|Do widzenia.|"Oczywiście! Oto tłumaczenie podanego zdania ""Farewell"" na język polski:

[Do widzenia.]"|Do widzenia.
I doubt he'll do you any favors. Not even for old times' sake.|Wątpię, żeby udało ci się z nim dogadać. Nawet po starej znajomości.|"Zdanie po angielsku: I doubt he'll do you any favors. Not even for old times' sake.

Tłumaczenie: [Wątpię, żeby zrobił ci jakieś przysługi. Nawet ze względu na stare czasy.]"|Wątpię, żeby zrobił ci jakieś przysługi. Nawet ze względu na stare czasy.|Tłumaczenie: [Wątpię, żeby zrobił dla ciebie jakiekolwiek przysługi. Nawet ze względu na stare czasy.]|Wątpię, żeby zrobił dla ciebie jakiekolwiek przysługi. Nawet ze względu na stare czasy.
Show me what you've got, monster slayer!|Pokaż, na co cię stać, pogromco potworów!|"Zdanie po angielsku: Show me what you've got, monster slayer!

Tłumaczenie: [Pokaż mi co masz, pogromco potworów!]"|Pokaż mi co masz, pogromco potworów!|Tłumaczenie: [Pokaż mi co masz, pogromco potworów!]|Pokaż mi co masz, pogromco potworów!
So what? Should I pound it into a poker?|I co? Mam ci go na pogrzebacz przekuć?|"Zdanie po angielsku: So what? Should I pound it into a poker?

Tłumaczenie: [No to co? Mam to rozwalić w pokera?]"|No to co? Mam to rozwalić w pokera?|"Oto tłumaczenie podanego zdania na język polski:

[No to co? Mam to rozwalić w pokera?]"|No to co? Mam to rozwalić w pokera?
Naye. She learned I'd refused to sail to Undvik with Hjalmar.|Nie. Wydało się, że nie chciałem płynąć z Hjalmarem na Undvik.|"Zdanie po angielsku: Naye. She learned I'd refused to sail to Undvik with Hjalmar.

Tłumaczenie: [Nie. Dowiedziała się, że odmówiłem żeglugi do Undvik z Hjalmarem.]"|Nie. Dowiedziała się, że odmówiłem żeglugi do Undvik z Hjalmarem.|Tłumaczenie: [Nie. Dowiedziała się, że odmówiłem żeglugi do Undvik z Hjalmarem.]|Nie. Dowiedziała się, że odmówiłem żeglugi do Undvik z Hjalmarem.
Thanks. Few men would be so honorable. Fare ye well.|Dzięki. Niewielu zdobyłoby się na taki gest.|"Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.

Tłumaczenie: [Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.]"|Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.|"Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.

Tłumaczenie: [Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.]"|Dziękuję. Niewielu mężczyzn byłoby tak honorowych. Żegnajcie.
He's dead.|Nie żyje.|"Zdanie po angielsku: He's dead.

Tłumaczenie: [On nie żyje.]"|On nie żyje.|"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: He's dead.
Tłumaczenie: [On nie żyje.]

W nawiasach kwadratowych znajduje się końcowe tłumaczenie zdania."|On nie żyje.
I worry she might've gone to Jarl Udalryk's old family home. Though I tried to dissuade her.|Obawiam się, że mogła też pójść do starego domu jarla Udalryka. Choć próbowałem ją od tego odwieść.|"Zdanie po angielsku: I worry she might've gone to Jarl Udalryk's old family home. Though I tried to dissuade her.

Tłumaczenie: [Mam obawy, że mogła pójść do starego domu rodzinnego Jarla Udalryka. Chociaż próbowałem ją odwieść.]"|Mam obawy, że mogła pójść do starego domu rodzinnego Jarla Udalryka. Chociaż próbowałem ją odwieść.|Tłumaczenie: [Martwię się, że mogła pójść do starego domu rodziny Jarla Udalryka. Chociaż próbowałem ją odwieść.]|Martwię się, że mogła pójść do starego domu rodziny Jarla Udalryka. Chociaż próbowałem ją odwieść.
Don't know. Saw her but for a moment, right before… before it all. She was in the stables with… Craven.|Nie wiem. Widziałam ją przez chwilę, tuż przed... Przed tym wszystkim. Była w stajni z... Tchórzem.|"Zdanie po angielsku: Don't know. Saw her but for a moment, right before… before it all. She was in the stables with… Craven.

Tłumaczenie: [Nie wiem. Widziałem ją, ale przez chwilę, tuż przed… zanim to wszystko się wydarzyło. Była w stajni z... Cravenem.]"|Nie wiem. Widziałem ją, ale przez chwilę, tuż przed… zanim to wszystko się wydarzyło. Była w stajni z... Cravenem.|[Nie wiem. Widziałem ją, ale przez chwilę, tuż przed... przed tym wszystkim. Była w stajniach z... Cravenem.]|Nie wiem. Widziałem ją, ale przez chwilę, tuż przed... przed tym wszystkim. Była w stajniach z... Cravenem.
Who'll take pity on my beleaguered soul?|Kto pochyli się nad moim nieszczęściem?|"Zdanie po angielsku: Who'll take pity on my beleaguered soul?

Tłumaczenie: [Kto zlituje się nad moją oblężoną duszą?]"|Kto zlituje się nad moją oblężoną duszą?|Tłumaczenie: [Kto ulituje się nad moją oblężoną duszą?]|Kto ulituje się nad moją oblężoną duszą?
Nay. If I'm to be honest, I was kinda countin' on Cerys findin' some lead… but she's had no luck.|Nie. Szczerze mówiąc, po cichu liczyłem, że Cerys trafi na jakiś trop... ale nic.|"Zdanie po angielsku: Nay. If I'm to be honest, I was kinda countin' on Cerys findin' some lead… but she's had no luck.

Tłumaczenie: [Nie. Jeśli mam być szczery, liczyłem trochę na to, że Cerys znajdzie jakiś trop... ale jej się nie poszczęściło.]"|Nie. Jeśli mam być szczery, liczyłem trochę na to, że Cerys znajdzie jakiś trop... ale jej się nie poszczęściło.|Tłumaczenie: [Nie. Jeśli mam być szczery, liczyłem trochę na to, że Cerys znajdzie jakiegoś lidera... ale jej się nie poszczęściło.]|Nie. Jeśli mam być szczery, liczyłem trochę na to, że Cerys znajdzie jakiegoś lidera... ale jej się nie poszczęściło.
And nobody's gotten a glimpse of the beast? From a distance, even?|I nikomu nie udało się nawet z daleka zobaczyć potwora?|"Zdanie po angielsku: And nobody's gotten a glimpse of the beast? From a distance, even?

Tłumaczenie: [I nikt nie zobaczył bestii? Nawet z daleka?]"|I nikt nie zobaczył bestii? Nawet z daleka?|Tłumaczenie: [I nikt nie widział bestii? Nawet z daleka?]|I nikt nie widział bestii? Nawet z daleka?
Was I out long?|Długo byłam nieprzytomna?|"Zdanie po angielsku: ""Was I out long?""

Tłumaczenie: [Czy byłem długo nieobecny?]

Warto zauważyć, że to zdanie może być również tłumaczone jako:
[Czy długo mnie nie było?]
lub
[Czy długo trwała moja nieobecność?]

Wszystkie te warianty są poprawne i oddają znaczenie oryginalnego pytania."|Czy byłem długo nieobecny?|Tłumaczenie: [Czy byłem długo nieobecny?]|Czy byłem długo nieobecny?
Alchemy for Household Dilemmas, Vol. 3. This isn't it.|„Alchemia w rozwiązaniach praktycznych, tom 3”. To nie to.|"Zdanie po angielsku: Alchemy for Household Dilemmas, Vol. 3. This isn't it.

Tłumaczenie: [Alchemia dla domowych dylematów, tom 3. To nie jest to.]

Warto zauważyć, że ""Household Dilemmas"" można również przetłumaczyć jako ""Domowe rozterki"", ale w tym kontekście ""dylematy"" wydaje się lepiej oddawać sens oryginalnego tekstu."|Alchemia dla domowych dylematów, tom 3. To nie jest to.|Tłumaczenie: [Alchemia dla domowych dylematów, tom 3. To nie jest to.]|Alchemia dla domowych dylematów, tom 3. To nie jest to.
Forgive me, I must go to him.|Wybacz, muszę do niego iść.|"Zdanie po angielsku: Forgive me, I must go to him.

Tłumaczenie: [Wybacz mi, muszę pójść do niego.]"|Wybacz mi, muszę pójść do niego.|Tłumaczenie: [Wybacz mi, muszę do niego pójść.]|Wybacz mi, muszę do niego pójść.
And we're not like to ever stop.|I nigdy się nie skończy.|"Zdanie po angielsku: And we're not like to ever stop.

Tłumaczenie: [I my nie zamierzamy nigdy przestać.]

Warto zauważyć, że to zdanie jest nieco niezręczne w oryginalnym kontekście angielskim. Lepiej brzmiałoby jako ""And we never stop"" lub ""And we are never going to stop."" Jednakże, zgodnie z instrukcją, przetłumaczyłem dokładnie takie zdanie, jakie zostało podane."|I my nie zamierzamy nigdy przestać.|Tłumaczenie: [I my nie zamierzamy nigdy przestać.]|I my nie zamierzamy nigdy przestać.
Aaah! That explains it. Penile compensation, as I see it.|Aaa! No to wszystko jasne. Męskością nie grzeszy, to łodzią nadrabia...|"Zdanie po angielsku: Aaah! That explains it. Penile compensation, as I see it.

Tłumaczenie: [Ach! To wszystko wyjaśnia. Kompensacja penilna, jak to widzę.]"|Ach! To wszystko wyjaśnia. Kompensacja penilna, jak to widzę.|Tłumaczenie: [Ach! To wszystko wyjaśnia. Kompensacja prąciowa, jak widzę.]|Ach! To wszystko wyjaśnia. Kompensacja prąciowa, jak widzę.
Fool! Every man beats Ulle. It's Ulle's destiny to lose, always!|Głupiś! Z nim to każdy wygrywa. Takie już jego przeznaczenie.|"Zdanie po angielsku: Fool! Every man beats Ulle. It's Ulle's destiny to lose, always!

Tłumaczenie: [Głupcze! Każdy mężczyzna pokonuje Ulle. Przeznaczeniem Ulle jest zawsze przegrywać!]"|Głupcze! Każdy mężczyzna pokonuje Ulle. Przeznaczeniem Ulle jest zawsze przegrywać!|Tłumaczenie: [Głupcze! Każdy mężczyzna bije Ullego. Przeznaczeniem Ullego jest przegrywać, zawsze!]|Głupcze! Każdy mężczyzna bije Ullego. Przeznaczeniem Ullego jest przegrywać, zawsze!
Not torn between Hjalmar and Cerys?|Nie jesteś rozdarty między Hjalmarem a Cerys?|"Zdanie po angielsku: Not torn between Hjalmar and Cerys?

Tłumaczenie: [Nie rozdarty między Hjalmarem a Cerys?]"|Nie rozdarty między Hjalmarem a Cerys?|Tłumaczenie: [Nie rozdarty między Hjalmarem a Cerys?]|Nie rozdarty między Hjalmarem a Cerys?
Wraaagghhh!|Wraaagghhh!|"Zdanie ""Wraaagghhh!"" jest trudne do dokładnego przetłumaczenia, ponieważ brzmi ono raczej jako okrzyk emocji niż konkretna treść. Jednakże, możemy spróbować oddać jego znaczenie jako wyraz złości lub frustracji.

Końcowe tłumaczenie: [Wykrzyknienie złości/frustracji.]

Jeśli chcesz, abym przedstawił to w formie nawiasów kwadratowych:
[Wykrzyknienie złości/frustracji.]"|Wykrzyknienie złości/frustracji.|"Zdanie po angielsku: Wraaagghhh!

Tłumaczenie: [Wraaagghhh!]

To zdanie jest onomatopeją, która nie ma konkretnego znaczenia w języku polskim ani angielskim. Jest to dźwięk naśladujący krzyk lub gniewny okrzyk. Dlatego najlepszym tłumaczeniem pozostaje samo słowo ""Wraaagghhh!"" bez zmiany jego formy."|Wraaagghhh!
Don't know yet.|Jeszcze nie wiem.|"Zdanie po angielsku: Don't know yet.

Tłumaczenie: [Jeszcze nie wiem.]"|Jeszcze nie wiem.|Tłumaczenie: [Nie wiem jeszcze.]|Nie wiem jeszcze.
The time'll come for that. But you gotta start with the fundamentals. So c'mere, look.|Na to jeszcze przyjdzie czas. A zacząć trzeba od podstaw. No, chodź, chodź, patrz.|"Zdanie po angielsku: The time'll come for that. But you gotta start with the fundamentals. So c'mere, look.

Tłumaczenie: [Nadejdzie czas na to. Ale musisz zacząć od podstaw. Więc chodź tu, popatrz.]"|Nadejdzie czas na to. Ale musisz zacząć od podstaw. Więc chodź tu, popatrz.|Tłumaczenie: [Nadejdzie czas na to. Ale musisz zacząć od podstaw. Więc chodź tu, popatrz.]|Nadejdzie czas na to. Ale musisz zacząć od podstaw. Więc chodź tu, popatrz.
Where'd Hjalmar think the ice giant was?|Gdzie Hjalmar chciał szukać giganta?|"Zdanie po angielsku: Where'd Hjalmar think the ice giant was?

Tłumaczenie: [Gdzie Hjalmar myślał, że był lodowy olbrzym?]

W tym przypadku zastosowano potoczny skrót ""Where'd"" od ""Where did"", który oznacza ""Gdzie"". Zdanie to jest pytaniem o opinię lub przekonanie Hjalmara dotyczące lokalizacji lodowego olbrzyma."|Gdzie Hjalmar myślał, że był lodowy olbrzym?|"Tłumaczenie: [Gdzie Hjalmar myślał, że jest lodowy olbrzym?]

W tym przypadku zdanie ""Where'd Hjalmar think the ice giant was?"" zostało przetłumaczone dosłownie, aby oddać jego znaczenie w języku polskim. Zwróć uwagę, że w języku polskim nie używamy skróconej formy ""Where'd"" (która jest potoczna w języku angielskim), ale pełnej formy ""gdzie"". Ponadto, słowo ""ice giant"" zostało przetłumaczone jako ""lodowy olbrzym"", co najlepiej oddaje sens oryginalnego wyrażenia."|Gdzie Hjalmar myślał, że jest lodowy olbrzym?
I'd sooner believe one of our own. Men who know what honor is.|Prędzej uwierzę swojemu. Człowiekowi, który wie, co to honor.|"Zdanie po angielsku: I'd sooner believe one of our own. Men who know what honor is.

Tłumaczenie: [Wolałbym uwierzyć jednemu z naszych. Mężczyznom, którzy wiedzą, czym jest honor.]"|Wolałbym uwierzyć jednemu z naszych. Mężczyznom, którzy wiedzą, czym jest honor.|Tłumaczenie: [Wolałbym uwierzyć jednemu z naszych. Mężczyznom, którzy znają, co to honor.]|Wolałbym uwierzyć jednemu z naszych. Mężczyznom, którzy znają, co to honor.
She's always liked competin' with me.|Zawsze lubiła się ze mną ścigać.|"Zdanie po angielsku: She's always liked competing with me.

Tłumaczenie: [Ona zawsze lubiła ze mną rywalizować.]"|Ona zawsze lubiła ze mną rywalizować.|"Oto tłumaczenie podanego zdania na język polski:

[Ona zawsze lubiła ze mną rywalizować.]"|Ona zawsze lubiła ze mną rywalizować.
Freya guided ye here…|To Freyja skierowała twe kroki do naszej wioski...|"Zdanie po angielsku: Freya guided ye here...

Tłumaczenie: [Freya poprowadziła was tutaj...]

Warto zauważyć, że słowo ""ye"" jest archaicznym lub formalnym sposobem zwracania się do grupy osób w języku angielskim, często używanym w poezji lub tekstach historycznych. W nowoczesnym języku polskim można by to oddać jako ""ona poprowadziła was tutaj"", ale zachowano oryginalne brzmienie dla zgodności z poleceniem."|Freya poprowadziła was tutaj...|"Zdanie po angielsku: Freya guided ye here...

Tłumaczenie: [Freya was prowadziła cię tutaj...]

Warto zauważyć, że w tym kontekście ""ye"" jest formą grzecznościową używaną w języku staroangielskim lub średniowiecznym, która odpowiada współczesnemu ""you"". W języku polskim nie ma bezpośredniego odpowiednika tej formy, dlatego tłumaczenie może być nieco mniej formalne niż oryginał."|Freya was prowadziła cię tutaj...
