en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
After what I saw on Spikeroog, I trust the witcher. More than I do you.|Po tym, co widziałem na Spikeroog... Ja wierzę wiedźminowi. Bardziej niż tobie.|Po tym, co widziałem na Spikeroog, ufam wiedźminowi. Bardziej niż ufam tobie.| Po tym, co widziałem na Spikeroog, ufam wiedźminowi. Bardziej niż Tobie.|Po tym co zobaczyłem na Spikerooigu ufam wiedźminowi. Bardziej niż tobie.|Po tym, co zobaczyłem na Spikeroogu, ufam wiedźminowi. Bardziej niż tobie.
What about the wedding preparations?|A przygotowania do wesela?|Co z przygotowaniami do ślubu?| Co z przygotowaniami do ślubu?|A jak jest z przygotowaniami do ślubu?|A co z przygotowaniami do ślubu?
Think it might be time to get a new stud bull… Ours, well… he's not exactly frisky round the cows.|Trzeba ściągnąć nowego buhaja. Ten nasz... Jakoś mu do krów niespieszno.|Może czas na nowego byka hodowlanego... Nasz, no cóż... nie jest dokładnie rześki w obecności krów.| Może już czas na nowego byka… Nasz tak naprawdę, nie jest w stu procentach zagorzale do krowy.|Wydaje mi się, że pora by zastąpić naszego buhaja ... Nasz... No cóż, zupełnie nie ma ochoty na krowy.|Chyba nadszedł czas na nowego byka rozpłodowego... Nasz, cóż... nie jest zbyt chętny do towarzystwa krów.
Great.|Świetnie.|Świetnie.| Świetnie.|Wspaniale.|Świetnie.
I shall search that later. Besides… we really should report to the emperor.|Ją przejrzę w drugiej kolejności. Poza tym... Powinniśmy złożyć raport cesarzowi.|Będę szukać później. Poza tym... naprawdę powinniśmy złożyć raport cesarzowi.| Będę to szukać później. Poza tym... musimy zgłosić się do cesarza.|Poszukam tego później. Poza tym ... powinniśmy zgłosić się u cesarza.|Poszukam tego później. Poza tym… naprawdę powinniśmy zgłosić to cesarzowi.
Must be lyin' there still, everythin' from the battle… swords, axes, jewels.|Wszystko tam pewnie leży od bitwy nieruszone... Miecze, topory, klejnociki...|Musi tam leżeć wciąż, wszystko z bitwy... miecze, topory, klejnoty.| Musi tam wciąż leżeć wszystko ze starcia... miecze, topory, klejnoty.|Na pewno tam leży ancora cały dobytek z bitwy… miecze, topory, klejnoty.|Wszystko, co zostało z bitwy, musi tam leżeć... miecze, topory, klejnoty.
Mind if I take the helm?|Pozwolisz, że ja będę sterować?|Czy masz coś przeciwko temu, żebym wziął ster?| Czy zobaczysz problem, gdyby próbowałem poprowadzić okręt?|Czy nie macie nic przeciwko temu, gdybym wziął ster?|Czy mogę przejąć stery?
Sure sounds better than the Butcher of Blaviken. So be it.|Lepsze to niż Rzeźnik z Blaviken, niech będzie.|Brzmi lepiej niż Rzeźnik z Blaviken. Niech tak będzie.| Pewnie brzmi lepiej niż Rzeźnik z Blaviken. Niech tak będzie.|"""Cóż, jest lepiej brzmi niż Rzeźnik z Blaviken. Będzie tak."""|Brzmi pewnie lepiej niż Rzeźnik z Blaviken. Niech tak będzie.
Freya's heart filled with joy and she blessed this place. A temple was then established here.|Freyja uradowała się i pobłogosławiła to miejsce, w którym później założono świątynię.|Serce Freyi wypełniło się radością i pobłogosławiła to miejsce. Następnie ustanowiono tu świątynię.| Serce Freyi wypełniło się radością i ona pobłogosławiła to miejsce. Później został tu ustanowiony świątynia.|"""Serce Freii zapełniło się radością i pobłogosławiła to miejsce. Następnie ustanowiono tu świątynię."""|Serce Freyi wypełniło się radością i pobłogosławiła to miejsce. Wtedy powstała tu świątynia.
Wanna talk to Blueboy Lugos.|Chcę rozmawiać z Lugosem Sinym.|Chcę porozmawiać z Blueboyem Lugosem.| Chcę porozmawiać z Blueboyem Lugosem.|Chcę rozmawiać z Blueboyem Lugosem.|Chcę porozmawiać z Blueboyem Lugosem.
You win.|Wygrałeś.|Wygrywasz.| Wygrasz.|Wygrałeś.|Wygrywasz.
Wait here, I'll look for the key.|Poczekaj tutaj, a ja znajdę klucz.|Czekaj tutaj, poszukam klucza.| Poczekaj tu, poszukam klucza.|Zaczekaj tu, szukam klucza.|Poczekaj tu, poszukam klucza.
Boo hoo hoo! My deepest sympathies! Now get out of my sight, you imbecile!|Bu hu hu! Wyrazy współczucia! A teraz zejdź mi z oczu, baranie!|Ach, ach, ach! Moje najgłębsze kondolencje! A teraz zejdź mi z oczu, ty idioto!| Hejże, hejże! Moje najpogłębniejsze kondolencje! Teraz schód z mojego pola widzenia, ty głupcze!|Ach, och, ach! Przepraszam najszczersze kondolencje. Teraz wynoś się ze swoim głupstwem z mojego oczu !|Boo hoo hoo! Moje najszczersze kondolencje! A teraz zejdź mi z oczu, ty imbecylu!
Hadn't realized ye knew him so well.|Nawet nie wiedziałem, że tak dobrze go znasz.|Nie zdawałem sobie sprawy, że znałeś go tak dobrze.| Nie zdawałem sobie sprawy, że go znasz tak dobrze.|Nie zdawałem sobie sprawy, że go znasz tak dobrze.|Nie zdawałam sobie sprawy, że znasz go tak dobrze.
Behold - who do I spy? Could it be a challenger for Olaf?!|Spójrzcie – czyżbyśmy mieli przeciwnika dla Olafa?!|Spójrzcie - kogo ja tu widzę? Czy to może być rywal dla Olafa?!| Fuj fuj! Kto tam widać?! Czy to może być wyzwanie dla Olafa?!|Oto - kogo ja widzę Przyjdź no, czyżby to nowy rywal dla Olafa?!|Oto - kogo ja szpieguję? Czy to może być pretendent do Olafa?!
Awfully loyal to your patron…|Bardzo jesteś lojalna wobec swojego mocodawcy.|Okropnie lojalny wobec swojego patrona...| Niewiarygodnie wierny swojemu protektorowi...|'Och, tak bardzo lojalny względem swojego mecenasa...'|Strasznie lojalny wobec swojego patrona…
Guessing there's an ulterior motive to your hospitality.|Zgaduję, że twoja gościnność nie jest bezinteresowna.|Przypuszczam, że jest drugie dno w twojej gościnności.| Odpowiadając intuicji, że jest pewny ukryty motyw za Twoją gościnnością.|Podejrzewam, że twoje gościnność ma jakiś ukryty cel.|Podejrzewam, że Twoja gościnność ma jakieś ukryte intencje.
A young woman, ashen hair, green eyes. What happened to her?|Dziewczyna, szare włosy, zielone oczy. Co się z nią stało?|Młoda kobieta, popielate włosy, zielone oczy. Co się z nią stało?| Młoda kobieta, popielate włosy, zielone oczy. Co się z nią stało?|Młoda kobieta, siwe włosy, zielone oczy. Co się stało z nią?|Młoda kobieta, popielate włosy, zielone oczy. Co się z nią stało?
Like you to craft something for me.|Chciałbym, żebyś coś dla mnie wykonał.|Tak jak ty tworzysz coś dla mnie.| Poproszę o zrobienie mi czegoś.|Czy mógłbyś coś ukuć dla mnie.|Chciałbym, żebyś coś dla mnie stworzył.
Into the fire!|W ogień!|W ogień!| 'W ogień!'|Do ognia!|W ogień!
If you're looking to die, that's your problem. So long.|Jeśli chcecie zginąć, to wasza sprawa. Bywajcie.|Jeśli szukasz śmierci, to twój problem. Żegnaj.| Jeśli szukasz śmierci, to twoja sprawa. Do widzenia.|Jeśli chcesz umrzeć, to twój problem. Żegnaj.|Jeśli chcesz umrzeć, to twój problem. Do zobaczenia.
Where did she go?|Dokąd poszła?|Dokąd ona poszła?| Gdzie ona poszła?|'Dokąd poszła?'|Gdzie ona poszła?
Maybe a mug of mead.|Może kielich miodu.|Może kubek miodu pitnego.| Może kubek miodu pitnego.|Może kubek miodu.|Może kufel miodu pitnego.
What's strange about that? See them at sea every few crests…|Co w tym dziwnego? Na morzu co i raz takie się widzi...|Co w tym dziwnego? Widzę ich na morzu co kilka grzbietów...| 'Co w tym dziwnego? Widzę ich na morzu co kilka fal...'|Cóż w tym dziwnego. Widuje je na morzu co kilka grzbietów...|Co w tym dziwnego? Widzimy je na morzu co kilka szczytów…
Now we pay a visit to Ermion's laboratory.|Teraz złożymy wizytę w laboratorium Myszowora.|Teraz składamy wizytę w laboratorium Ermiona.| Teraz odwiedzamy laboratorium Ermiona.|Teraz odwiedzimy laboratorium Ermiona.|Teraz odwiedzimy laboratorium Ermiona.
Get rid of them!|Pozbądź się ich!|Pozbądź się ich!| 'Usuń je!', Ma na myśli 'usuwać ich'!|Rzućcie ich!|Pozbądź się ich!
I take it your suspicions were confirmed.|Rozumiem, że twoje wątpliwości się potwierdziły.|"""Jak rozumiem, twoje podejrzenia się potwierdziły."""|" Oto mój przekład: ""Uważam, że Twoje podejrzenia się potwierdziły."""|Zakładam, że twoje podejrzenia zostały potwierdzone.|Zakładam, że Twoje podejrzenia się potwierdziły.
Cerys speaks true. Birna commanded me to poison the mead. When Cerys and the witcher descended into the cellars--|Ona mówi prawdę. To Birna kazała zatruć miód. Kiedy Cerys i wiedźmin zeszli do piwnicy...|Cerys mówi prawdę. Birna kazała mi zatruć miód. Kiedy Cerys i wiedźmin zeszli do piwnic -|" ""Cerys mówi prawdę. Birna nakazała mi zatruć miód. Kiedy Cerys i wiedźmin schodzili do piwnic--"""|Panie Cerys mówi prawdę. Birna rozkazała mi otruć napój. Kiedy Cerys wraz ze strzygą zeszli do piwnic|Cerys mówi prawdę. Birna kazała mi zatruć miód pitny. Gdy Cerys i wiedźmin zeszli do piwnic...
Fear not, Jarl. I'll not let you perish, I assure you. You need only follow my council.|Nie lękaj się, panie. Na pewno nie dam ci zginąć. Musisz tylko postępować wedle moich wskazówek.|Nie bój się, jarlu. Nie pozwolę ci zginąć, mogę to przysiąc. Musisz tylko podążać za moją radą.| Nie bój się, Jarlu. Nie pozwolę, abyś zginął, to jest pewne. Musisz tylko słuchać moich rad.|Nie bój się, Jarlu. Nie pozwolę byś zginął, zapewniam cię. Musisz jedynie słuchać moich rad.|Nie lękaj się, Jarlu. Nie pozwolę ci zginąć, zapewniam cię. Musisz tylko słuchać mojej rady.
Say that one more time, and eels'll be eatin' your eyes afore the sun sets.|Powtórz to, a nim słońce zajdzie, węgorze ci oczy wyjedzą.|Powiedz to jeszcze raz, a węże zeżrą ci oczy zanim zajdzie słońce.| Powiedz to jeszcze raz, a węgorze zjedzą twoje oczy zanim słońce zajdzie.|Powiedz to jeszcze raz, a węgorze będą jeść twoje oczy, zanim zajdzie słońce.|Powiedz to jeszcze raz, a węgorze wydziobią ci oczy, zanim zajdzie słońce.
Just look - iron ore from the bowels of Mount Ard Faand, where giants once tore up the earth. Then my forge fire, blazin' unbroken for six generations, it's care passed from father to son.|Spójrz. Żelazo wydarte z trzewi góry Ard Faand, gdzie swoje kopalnie miały olbrzymy. Ogień w mojej kuźni nie zgasł od sześciu pokoleń – przechodzi z ojca na syna.|Po prostu spójrz - ruda żelaza z trzewi Góry Ard Faand, gdzie niegdyś olbrzymy rozdzierały ziemię. Następnie mój ogień kuźniczy, płonący bez przerwy przez sześć pokoleń, przekazywany od ojca do syna.| Prostu patrz - ruda żelaza z wnętrza Góry Ard Faand, gdzie kiedyś olbrzymy rozrywały ziemię. Potem mój piec hutniczy, płonący bez przerwy przez sześć pokoleń, jego pieczenie przechodziło z ojca na syna.|Popatrz tylko - ruda żelaza z wnętrza góry Mt. Ard Faand, gdzie giganci kiedyś rozdarli Ziemię. Potem mój ogni wytopowy, płonący bez przerwy przez sześć pokoleń, jego opieka przekazywana była z ojca na syna.|Spójrz tylko - ruda żelaza z wnętrzności Mount Ard Faand, gdzie giganci niegdyś rozrywali ziemię. A potem mój ogień kuźni, płonący nieprzerwanie przez sześć pokoleń, jego opieka przechodziła z ojca na syna.
Hope you know what you're doing…|Mam nadzieję, że wiesz, co robisz...|Mam nadzieję, że wiesz, co robisz…| Mam nadzieję, że wiesz, co robisz…|Mam nadzieję, że wiesz co robisz...|Mam nadzieję, że wiesz, co robisz…
I won! I won!|Wygrałem! Wygrałem!!!|Wygrałem! Wygrałem!| Wygrałem! Wygrałem!|Wygrałem. Wygrałem!|Wygrałem! Wygrałem!
What brings you to me?|Z czym przychodzisz?|Co cię do mnie sprowadza?| Co cię doprowadza do mnie?|Cóż ciebie do mnie sprowadza?|Co cię do mnie sprowadza?
We use sea outings as cures for many things… Sadly, this time it didn't work.|U nas morskie wyprawy są lekiem na wiele rzeczy... Niestety, tym razem stało się inaczej.|Używamy rejsów morskich jako lekarstwa na wiele rzeczy... Niestety tym razem to nie zadziałało.| Posługujemy się rejsami na morze jako lekarstwem na wiele rzeczy ... Niestety, tym razem nie przyniosło to skutku.|Używamy rejsów morskich jako lekarstwo dla wielu rzeczy… Niestety tym razem to nie zadziałało.|Wycieczki morskie są dla nas lekarstwem na wiele dolegliwości… Niestety, tym razem to nie zadziałało.
Did ye know a cow's got two stomachs?|A wiecie, że krowa to ma dwa żołądki?|Czy wiedziałeś, że krowa ma dwa żołądki?| Czy wiedziałeś, że krowa ma dwa żołądki?|Czy wiesz, że krowa ma dwa żołądki?|Czy wiesz, że krowa ma dwa żołądki?
Whaddaya want?|A ty tu czego?|Czego chcesz?| Co chcesz?|Co chcesz?|Czego chcesz?
Spiked gloves… black with dried blood.|Rękawice nabite ćwiekami... Czerwone od zakrzepłej krwi.|Uzbrojone rękawice... czarne z wyschniętą krwią.| Rękawice z kolcami… czarne ze wyschniętą krwią.|Rękawice z kolcami... czarne od zaschniętej krwi.|Kolczaste rękawice… czarne od zaschniętej krwi.
We've offended him, Sven. The Woodland Spirit seeks revenge. This here is him saying we've strayed from the old paths.|Obraziliśmy go, Sven. Duch Lasu mści się na nas. Mówi, że zboczyliśmy ze starej ścieżki.|"""Obraziliśmy go, Sven. Duch Lasu szuka zemsty. To oznacza, że oddaliliśmy się od starych ścieżek."""| 'Znieważyliśmy go, Svniu. Duch lasu pragnie zemsty. To właśnie on mówi, że odeszliśmy od dawnych ścieżek.'|Obraziłeś go Svenie, Duch Lasu żąda zemsty. Tu powiada, że odeszliśmy od starych ścieżek.|Obraziliśmy go, Sven. Duch Lasu szuka zemsty. Oto on, mówiący, że zboczyliśmy ze starych ścieżek.
You died for a good cause, sheep. Rest in peace.|Zginęłaś w słusznej sprawie, owco. Niech ci ziemia lekką będzie.|"""Umarliście za dobrą sprawę, owce. Odpoczywajcie w pokoju.""

---

Wyjaśnienie:
1. ""You died for a good cause"": Odnosi się do ludzi lub istot, które poświęciły swoje życie dla czegoś wartościowego.
2. ""Sheep"" (ang. owce) to często używane we flamandzkim słowo oznaczające anarchistów; tutaj określa osoby, do których mowa.
3. ""Rest in peace"" (łac. requiescat in pace) to tradycyjna formuła żałobna wyrażająca współczucie zmarłym, sugerująca spokój zmarłemu."| Żegnam cię, owco. Umierając, służyłeś dobrej sprawie. Niech spoczywasz w pokoju.|Zmarłeś dla dobrej sprawy, owco. Spoczywaj w pokoju.|Zginąłeś za dobrą sprawę, owieczko. Spoczywaj w pokoju.
Birna should be the one goin', they shared a bed longer.|Birna powinna była za nim pójść, dłużej łoże dzielili.|Birna powinna być tą, która pójdzie. Dzielili łóżko dłużej.| Birna powinna tam iść, dzielili łóżko dużo dłużej.|Powinien to być Birn, skoro on dłużej dzielił z nią łóżko.|Birna powinna iść, bo dłużej spali w jednym łóżku.
Ahem…|Khem...|Ehem...|" Jeśli chodzi o słowo ""Ahem"", nie jest to zdanie i nie ma złożonego znaczenia, które należy przetłumaczyć. ""Ahem"" to raczej dźwięk, który ludzie wydają, aby zwrócić uwagę na siebie lub upewnić się, że ich słuchacze są zaangażowani w rozmowę. W polskim języku możemy to oddać przez ""Ajem"" lub ""Fu,""."|„Hm...”|Eee…
Why rarely?|Dlaczego rzadko?|Dlaczego rzadko?| Dlaczego rzadko?|Czemu rzadko?|Dlaczego rzadko?
My, no, that's not it at all. The golems are but one of the tower's defenses. Part of its Defensive Regulatory Magicon.|Nie, to nie tak. Golemy są jednym z zabezpieczeń wieży. Częścią Defensywnego Regulatora Magicznego.|"""Nie, nie o to chodzi zupełnie. Golemy są tylko jedną z obron wieży. Częścią jej Magikonu Defense Regulation."""| Nie, to nie to właściwie. Golemy to tylko jedna z obron toweru. Część jego Regulatora Obrony Magicznej.|Nie to jest sprawa. Golemy są tylko jednym z mechanizmów obronnych wieży. Częścią jej Obronnego Regulacyjnego Magikonu.|No nie, to nie to. Golemy to tylko jedna z obron wieży. Część jej Defensive Regulatory Magicon.
He didn't expect to be pursued… Might not've managed to take everything.|Nie spodziewał się, że ktoś będzie go ścigał... Może nie zdążył zabrać wszystkiego.|Nie spodziewał się, że będą go ścigać… Może nie zdołałby wszystkiego wziąć.| Nie spodziewał się, że będzie ścigany... Może nie zdołał wziąć wszystkiego.|Nie spodziewał się pościgu... Może i udało by mu się zabrać wszystko.|Nie spodziewał się, że będzie ścigany... Być może nie udałoby mu się zabrać wszystkiego.
Aye.|Tak.|Tak.| Tak.|Tak.|Szansa.
They say the Wild Hunt destroyed this village…|Mówią, że tę wioskę zniszczył Dziki Gon...|Mówią, że Dziki Łów zniszczył tę wieś...| Mówi się, że Dzika Łowa zniszczyła to wioskę...|Oni mówią, że Dzikie Polowanie zniszczyło … tę wieś.|Mówią, że Dziki Gon zniszczył tę wioskę…
Beh! *Cough cough*|A khe khe!|Ha! *Kaszel kaszel*|" Przepraszam! *Wszczekaj się, kichnięcie*

Tłumaczenie „Beh” na samo „przepraszam” może nie być bezpośrednio poprawne, ponieważ „Beh” może być również wypowiadane jako lekko złościwa reakcja. Jednak zazwyczaj „Beh” tłumaczy się jako „przepraszam”, jeśli jest wypowiadane z naprawdę chorobliwym zaniepokojeniem, np. przed głośnym kaszlem."|Och! Kaszel kaszel!|Beh! *Kaszel kaszel*
For the good of the village, Sven.|Dla dobra wsi, Sven.|Dla dobra wioski, Sven.| Dla dobra wsi, Sven.|Dla dobra wioski, Svenie.|Dla dobra wioski, Sven.
I'm ready. Let's start.|Jestem. Zaczynajmy.|Jestem gotowy. Zacznijmy.| Jestem gotowy. Zaczynamy.|"""Jestem gotowy. Zaczynajmy."""|Jestem gotowy. Zaczynajmy.
Think I deserve more. Water hag's significantly more dangerous than drowners.|Należy się więcej. Baba wodna jest znacznie groźniejszym potworem niż utopce.|Myślę, że zasługuję na więcej. Rusałka wodna jest znacznie bardziej niebezpieczna niż utopiec.| Myślę, że zasługuję na więcej. Rusałka jest znacznie bardziej niebezpieczna niż utopce.|'Myślę, że zasługuję na więcej. Wróżka wody jest znacznie groźniejsza niż topielce.'|Myślę, że zasługuję na więcej. Wiedźmy wodne są znacznie bardziej niebezpieczne niż utopce.
