en_text|pl_text|google_translation|bielik_translation_0.0|mixtral-8x22B_translation_0.0|llama3.1_translation_0.0|bielik_translation_0.1|mixtral-8x22B_translation_0.1|llama3.1_translation_0.1|bielik_translation_0.2|mixtral-8x22B_translation_0.2|llama3.1_translation_0.2|bielik_translation_0.3|mixtral-8x22B_translation_0.3|llama3.1_translation_0.3|bielik_translation_0.4|mixtral-8x22B_translation_0.4|llama3.1_translation_0.4|bielik_translation_0.5|mixtral-8x22B_translation_0.5|llama3.1_translation_0.5|bielik_translation_0.6|mixtral-8x22B_translation_0.6|llama3.1_translation_0.6|bielik_translation_0.7|mixtral-8x22B_translation_0.7|llama3.1_translation_0.7|bielik_translation_0.8|mixtral-8x22B_translation_0.8|llama3.1_translation_0.8|bielik_translation_0.9|mixtral-8x22B_translation_0.9|llama3.1_translation_0.9|bielik_translation_1.0|mixtral-8x22B_translation_1.0|llama3.1_translation_1.0
There's no sense in going if you don't stay calm.|Musisz zachować spokój, inaczej w ogóle nie ma sensu się za to zabierać.|Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać, jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać, jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać, jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać, jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie będziesz spokojny.|Nie ma sensu jechać, jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać jeśli się nie uspokoi.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu jechać, jeśli nie będziesz spokojny.|Nie ma sensu jechać jeśli nie zachowasz spokoju.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać tam, jeśli się nie uspokoisz.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie będziesz spokojny.|Nie ma sensu jechać, jeśli się nie uspokojisz.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zachowasz spokoju.|Nie ma sensu jechać, jeśli nie zachowasz spokoju.|Nie ma sensu iść, jeśli się nie uspokoisz.| Nie ma sensu iść, jeśli nie zostaniesz spokojny.|Nie ma sensu iść, jeśli nie dasz się uspokoić.
Me gran always adds mallow.|Moja babka dodaje jeszcze prawoślazu.|Moja babcia zawsze dodaje malwę.|Moja babcia zawsze dodaje ślaz.| Moja babcia zawsze dodaje ślaz.|Moja babcia zawsze dodaje marshmallow.|Moja babcia zawsze dodaje ślaz.| Moja babcia zawsze dodaje miętę.|Moja babcia zawsze dodaje marshmallow.|Moja babcia zawsze dodaje ślaz.| Moja babcia zawsze dodaje mlecz.|Moja babcia zawsze dodaje marshmallow.|Moja babcia zawsze dodaje ślaz.| Moja babcia zawsze dodaje miętę.|Moja babcia zawsze dodaje marshmallow.|Moja babcia zawsze dodaje ślaz.| Moja babcia zawsze dodaje ślaz.|Moja babcia zawsze dodaje bezy.|Moja babcia zawsze dodaje malwę.| Moja babcia zawsze dodaje mlecz.|Moja babcia zawsze dodaje bezy.|Mój pies zawsze dodaje malwę.| Moja babcia zawsze dodaje marchew.|Moja babcia zawsze dodaje marcipan.|Mój pies zawsze dodaje małża.| Moja babcia zawsze dodaje wyczynek.|Moja babcia zawsze dodaje marshmallow.|Mój pies zawsze dodaje malwy.| Moja babcia zawsze dodaje ślazówkę.|Moja babcia zawsze dodaje marshmallow.|Moje usta zawsze dodają mallows.| Moja babcia zawsze dodaje mlecznika.|Babcia zawsze doda mi marshmallow.|Moja gran zawsze doda konwalię.| Moja babcia zawsze dodaje ślazu.|Moja babcia zawsze dodaje bezę.
First time for everything.|Kiedyś musi być ten pierwszy raz.|Pierwszy raz we wszystkim.|Pierwszy raz dla wszystkiego.| 'Pierwszy raz na wszystko.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| 'Pierwszy raz na wszystko.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| 'Pierwszy raz na wszystko.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| 'Pierwszy raz na wszystko.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.||Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| 'Zawsze jest pierwszy raz.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| Każdy ma pierwszy raz.|Po raz pierwszy się zdarza.|Pierwszy raz dla wszystkiego.| 'Pierwszy raz na wszystko.'|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| Po raz pierwszy dla wszystkiego.|Po raz pierwszy dla wszystkiego.|Pierwszy raz dla wszystkiego.| 'Wszystko się pierwszy raz zdarza.'|Po raz pierwszy wszystko.|Pierwszy raz dla wszystkiego.| 'Każdy ma pierwszy raz.'|Po raz pierwszy wszystko jest możliwe.
Thank you. Nice to see you again.|Dziękuję. Miło znów cię widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znów widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znów widzieć.| Dziękuję. Miło Cię znowu widzieć.|Dziękuję. Miło Cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znów zobaczyć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło Cię ponownie widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znów widzieć.|Dziękuję. Miło Cię znowu widzieć.|Dziękuję. Miło cię widzieć znowu.| Dziękuję. Miło cię ponownie widzieć.|Dziękuję. Miło Cię znów zobaczyć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło Cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło cię znowu widzieć.| Dziękuję. Miło cię znowu widzieć.|Dziękuję. Miło Cię znowu widzieć.|Dziękuję. Miło cię widzieć ponownie.| Dziękuję. Miło cię znów zobaczyć.|Dziękuję. Miło mnie widzieć cię ponownie.
And I'll be on my guard.|Więc będę czujny.|I będę czujny.|I będę uważny.| Będę na baczności.|I będę czujny.|I będę uważny.| Będę na baczności.|I będę czuwać.|I będę uważny.| I będę na baczności.|I będę czujny.|I będę uważny.| I będę na baczności.|I będę czujny.|I będę czujny.| Będę na baczności.|I będę czujny.|I będę uważny.| I będę na baczności.|I będę czujny.|I będę uważny.| Będę na baczności.|A będę czuwać.|I będę czujny.| Będę uważny.|I będę czujny.|I będę czujny.| Będę na baczności.|I będę czujny.|I będę czujny.| I będę uważny/ostrożny.|I będę czujny.|I będę na baczności.| Będę ostrożny.|I będę czuwać.
*Sighs* Ehh.|Ech.|*Westchnięcie* Ech.|Wzdycha. Ech.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha. Ech.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha. Eh.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha. Ech.| *Wzdycha* Ehh.|*Westchnienie* Ech.|Wzdycha. Ehh.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha. Ehh.| *Wzdycha* Eeeh.|*Wzdycha* Ech.|Wzdycha. Ech.| *Wzdycha* Eeeh.|*Wzdycha* Ech.|Wzdycha *Ehh.*| *Wzdycha* Ech.|*Westchnienie* Echh.|Wzdycha. Ech.| *Wzdycha* Ehh.|*Wzdycha* A nuż.|Westchnienie. Ech.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Westchnięcie. Ech.|" ""*Wzdycha* Ehh."""|Westchnienie. Chyba Tak.
I'm Geralt. A witcher.|Jestem Geralt, wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Wiedźminem.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Wiedźminem.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Wiedźminem.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Czarodziej.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Wiedźminem.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Młodzież.|Jestem Geraltem. Wiedźminem.
What'd he do to you, Simun?|Czym ci podpadł ten człowiek, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on ci zrobił, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on ci zrobił, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on ci zrobił, Simunie?|Co on ci zrobił, Simun?|"""Co on ci zrobił, Simunie?"""| Co on zrobił ci, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simanie?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on ci zrobił, Simun?|Co on ci zrobił, Simuniu?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on ci zrobił, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on właściwie zrobił ci, Simun?|Co on ci zrobił, Simune?
Why won't they let you examine the zone?|Dlaczego cię nie dopuszczają?|Dlaczego nie pozwalają ci zbadać strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego cię tam nie wpuszczają?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego cię nie dopuszczają do zbadania strefy?|Dlaczego nie pozwalają ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego cię nie pozwalają zbadać tej strefy?|Dlaczego nie pozwalają ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego cię tam nie wpuszczają?|Dlaczego cię tam nie wpuszczą?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego cię nie pozwalają zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|'Dlaczego im zabraniają przeszukać obszar?'|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego ci nie pozwalają zbadać strefy?
You'd be surprised. But you needn't tell me if you don't want to.|Hm, mógłbyś się zdziwić. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla Ciebie zaskoczeniem. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla Ciebie zaskoczeniem. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zdziwiony. Ale nie musisz mi mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zdziwiony. Ale nie musisz mi mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla Ciebie zaskoczeniem. Ale nie musisz mi tego powiedzieć, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla Ciebie zaskoczeniem. Ale nie musisz mi powiedzieć, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byś się zdziwił. Ale nie musisz mi mówić, jeśli nie chcesz.|Być może będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla ciebie zaskoczeniem. Ale jeśli nie chcesz, to nie musisz mi tego mówić.|Zostałabyś zaskoczona. Ale nie musisz mnie informować, jeśli tego nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zdziwiony. Ale nie musisz mi mówić, jeśli nie chcesz.|Bylibyś zaskoczony, ale możesz mi tego nie mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Zostałabyś zaskoczona. Ale nie musisz mi mówić jeśli tego nie chcesz.
Sven must be banished before the jarl learns of this.|Trzeba wygnać Svena, zanim jarl się dowie.|Svena należy wygnać zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Svena trzeba wygnać zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena trzeba wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi być wygnany zanim jarl się o tym dowie.|Svena trzeba wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi być wygnany, zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedzie się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedzi się o tym.|Sven musi zostać wygnany zanim jarl dowie się o tym.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl usłyszy o tym.|Svena trzeba wygnać, zanim jarl dowiaduje się o tym.
Now we walk only as far as the tree the goddess planted. We place our offerings and make our pleas before it.|A teraz możemy przejść tylko do drzewa, które zasiała sama bogini. Tam składamy nasze dary i prośby.|Teraz idziemy tylko tak daleko, jak drzewo zasadziła bogini. Składamy nasze ofiary i błagamy przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przedstawiamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przedstawiamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i zanosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przedstawiamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przedstawiamy swoje prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które bogini zasadziła. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy jedynie tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przedstawiamy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Umieszczamy nasze ofiary i składamy nasze prośby przed nim.|Teraz idziemy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i składamy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i przedstawiamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i składamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy ofiary i wypowiadamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tak daleko, jak drzewo zasadzone przez boginię. Składamy ofiary i składamy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Umieszczamy nasze ofiary i składamy nasze prośby przed nim.|Teraz idziemy tylko tak daleko, jak drzewo posadzone przez boginię. Składamy ofiary i wysławiamy się przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy przed nim nasze ofiary i wypowiadamy swoje prośby.| Teraz chodzimy tylko tak daleko, jak drzewo, które posadziła bogini. Składamy nasze ofiary i składać prośby przed nią.|Teraz idziemy tylko w taką odległość jak drzewa które posadziła bogini, kładziemy nasze ofiary i składamy błagania przed nią.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak do drzewa zasadzonego przez boginię. Składamy nasze ofiary i modlimy się przed nim.|Teraz idziemy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy ofiary i przedstawiamy swe prośby przed nim.
So her becoming queen of all Skellige - it's changed nothing?|Czyli nic się nie zmieniło po tym, jak została królową całego Skellige?|Czyli to, że została królową całego Skellige, niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?| Więc jej zostanie królową całego Skellige - to nic nie zmieniło?|Czyli jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?| Tak więc jej zostanie królową całego Skellige - to nic nie zmieniło?|Czyli jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?| Tak więc jej zostanie królową całej Skellige - to nic nie zmieniło?|Więc to że została królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skelligu - nic się nie zmieniło?| Tak więc jej zostanie królową całego Skellige - to nic nie zmieniło?|Czy więc to że została królową wszystkich Skellige niczego nie zmieniło?|Więc jej zostanie królową wszystkich Skelligów - nic się nie zmieniło?| Tak więc jej zostanie królową całego Skellige - to nic nie zmieniło?'|Czyż więc to, że została królową wszystkich Skelligów niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?| Więc jej zostanie królową całych Skellige - to nic nie zmieniło?|Czyż więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową wszystkich Skelligów - nic się nie zmieniło?| Więc jej zostanie królową całej Skellige - to nic nie zmieniło?|Czyż więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic się nie zmieniło?| Więc jej zostanie królową całego Skellige - to nic nie zmieniło?|Czy więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skelligu - nic się nie zmieniło?| Tak więc jej zostanie królową całej Skellige - to nic nie zmieniło?|Więc jej koronacja jako królowa całego Skellige niczego nie zmieniła?|Więc jej zostanie królową całego Skelligu - nic się nie zmieniło?| Więc jej zostanie królową całej Skellige - to nic nie zmieniło?'|I tak jej zostanie królową całego Skellige - nic to nie zmienia?|Więc jej zostanie królową wszystkich Skelligów - nic się nie zmieniło?| Więc jej zostanie królową całego Skellige - to nie zmieniło nic?|"""Czyli to że została królową całego Skellegi - nic tak naprawdę się nie zmieniło?"""
