en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Get outta my way.|Zejdź mi z drogi.|Zejdź mi z drogi.|" Odejdź z mojej drogi (informal/rude)

or

Odstąp ze mnie (informal/rude)

or

Zniknij stąd (informal/rude)

or

Zostaw mi miejsce (informal/rude)

or

Wyjdź z mojej drogi (formal)

or

Zostaw mi miejsce (formal)

or

Zrobić mi miejsce (formal)

Note: The chosen translation should reflect the tone and formality level of the original phrase in English, as well as the context. The first four options are much more informal and impolite, while the latter three are formal."|Wyjdź mi z drogi.|Zejdź mi z drogi.
Me? From life? I just want some peace and quiet.|Ja? W życiu? Ja to marzę tylko o świętym spokoju.|Ja? Z życia? Chcę tylko trochę spokoju i ciszy.| Ja? Od życia? Chciałbym trochę spokoju i ciszy.|Ja? Od życia? Chcę tylko trochę pokoju i spokojnego życia.|Ja? Od życia? Chcę tylko trochę spokoju i ciszy.
Job's been mainly politics, then?|Dużo polityki, co?|Głównie polityka, co?| Praca była głównie o polityce, co?|Praca głównie polityka?|Czyli twoja praca polegała głównie na polityce?
Found this chest with her dowry.|Znalazłem skrzynię z posagiem.|Znalazłem tę skrzynię z jej posagiem.| Odkryłem ten skrzynię z jej posagiem.|Znaleziony kufer z przydanym majątkiem.|Znaleziono tę skrzynię z jej posagiem.
Your people have found shelter there. And you're still their leader.|Tam schronili się twoi ludzie. Dalej jesteś ich przywódcą.|Twoi ludzie znaleźli tam schronienie. A ty wciąż jesteś ich przywódcą.| Twoja ludzie znaleźli tam schronienie. I nadal jesteś ich przywódcą.|Twoi ludzie znaleźli tam schronienie i ty nadal jesteś ich przywódcą.|Twój lud znalazł tam schronienie. A ty nadal jesteś ich przywódcą.
Ugh. I got a choice?|Ech, a czy mógłbym odmówić?|Eh. Mam wybór?| Pff. Miałem/a wybór?|Och, mam wybór?|Ugh. Mam wybór?
As well you shouldn't! On your way, now!|I słusznie! Idź w swoją stronę!|"""Również nie powinieneś! W drogę, teraz!"""| Otóż nie powinieneś! No już idź!|Oto tak nie powinieneś. Stąd już idź !|Dobrze, że nie powinieneś! Ruszaj już!
Gladly fight someone sober.|Chętnie powalczę z kimś trzeźwym.|Chętnie walcz z kimś na trzeźwo.|" ""Z przyjemnością walczę z kimś trzeźwym."""|Chętnie walczyć z kimś trzeźwym.|Chętnie walczę z kimś trzeźwym.
Geralt of Rivia! Our hero!|Nasz bohater, Geralt z Rivii!|Geralt z Rivii! Nasz bohater!| Geralt z Rivii! Nasz bohater!|Geralt z Rivii. Nasz bohater!|Geralt z Rivii! Nasz bohater!
Now why would I want a sea-- What the devil's that?!|Na co mi głowa diab... Co to jest, u diabła?!|Teraz dlaczego chciałbym mieć morze - Co to za diabeł jest?!| Teraz dlaczego chciałbym morza - Co diabeł to jest?!|'Czemu ja chciałbym morze– Co do diabła jest to!'|Po co mi morze? Co to, u diabła, jest?!
Thought necromancy was strictly forbidden.|Myślałem, że nekromancja jest zakazana...|Myślałem, że nekromancja jest surowo zabroniona.| Myślałem, że nekromancja była surowo zabroniona.|Myślałam, że nekromancja jest surowo zabroniona.|Uważano, że nekromancja jest surowo zabroniona.
Hadn't returned when I left Ard Skellig.|Kiedy wypływałem z Ard Skellig, jeszcze jej nie było.|Nie wrócili, gdy opuszczałem Ard Skelling.| Nie wróciłem, kiedy opuszczałem Ard Skellig.|Nie wrócił, kiedy wyjechałem z Ard Skellig.|Nie wróciłem, kiedy opuszczałem Ard Skellig.
D-did it work?|U-udało się?|"""Czy to zadziałało?"""| C-czy to zadziałało?|C-czy się udało?|Zadziałało?
Eine glav'echen virti adem!|Eine glav'echen virti adem!|Główny wir wciąga!|" ""Jedna wielka wirtuozerka!"""|"""Właśnie tak!"""|A glav&#39;echen virti adem!
Know for a fact this mage had a djinn?|Skąd wiesz, że czarodziej miał dżinna?|"""Wiedz na pewno, że ten czarodziej miał dżinna."""| 'Jest faktyczna pewność, że ten mag posiadał dżina?'|"""Wiadomo na pewno, że ten mag miał dżina?"""|Czy wiesz na pewno, że ten mag miał dżina?
Twas as ye said it would be. Ye won. Glory's yours… as is the prize.|Stało się, jak mówiłeś. Wygrałeś. Twoja jest sława – i nagroda.|To było tak, jak powiedziałeś, że będzie. Wygrałeś. Chwała jest twoja... tak jak nagroda.| Był to przebieg jak mówiłeś, że będzie. Wygraliście. Sława jest wasza... podobnie jak nagroda.|To było tak jak powiedzieliście. Wygraliście. Chwała należy do was... tak samo jak nagroda.|Stało się tak, jak mówiłeś. Wygrałeś. Chwała należy do ciebie… tak jak nagroda.
What was that?|Słucham?|Co to było?| Co to było?|Co to było?|Co to było?
Your reward. Will ye eat with us before movin' onward?|To twoja nagroda. Zjesz z nami, nim ruszysz w drogę?|Twoja nagroda. Czy zjesz z nami przed wyruszeniem dalej?| Twoja nagroda. Zdecydujesz zjeść z nami przed dalszą podróżą?|Twoja nagroda. Zjecie z nami przed ruszeniem dalej?|Twoja nagroda. Czy zjesz z nami, zanim ruszysz dalej?
We from the Brokvar clan are masters of the sea, bred and born to the water.|My, z klanu Brokvar, znani jesteśmy jako najlepsi pływacy.|My z klanu Brokvar jesteśmy mistrzami morza, hodowani i urodzeni dla wody.|" ""My z klanu Brokvar jesteśmy mistrzami morza, wychowani i urodzeni dla wody."""|My z klanu Brokvar jesteśmy mistrzami morza, wyhodowani i urodzeni w wodzie.|My, członkowie klanu Brokvar, jesteśmy władcami morza, wychowanymi i urodzonymi w wodzie.
Let's get outta here.|Chodźmy stąd.|Wynośmy się stąd.| Wychodźmy z tej strefy. [Wykhodzmy ze strefy] or Wychodźmy stąd. [Wykhodzmy stąd] Note: Phrases in translation can vary depending on the context and dialect.|Wyjdźmy stąd.|Wynośmy się stąd.
Morkvarg? What's that?|Morkvarg? Co to?|Morkvarg? Co to jest?| 'Morkvarg? Co to takiego?'|Morkvarg? Co to jest?|Morkvarg? Co to jest?
Aye?|Tak?|"""Eh?"""| W porządku?|Tak?|Szansa?
Yum! Yum!|Niam, niam!|Mniam! Mniam!| 'Mmm! Mmm!' w języku polskim brzmi 'Smaczne! Smaczne!'|Mmm... Mmm.|Pycha! Pycha!
What do you need?|Czego chcecie?|Czego potrzebujesz?| Co potrzebujesz?|Co potrzebujesz?|Czego potrzebujesz?
Arnvald!|Arnvald!|Arnvald!| Arnwalde!|'Arnvald!' - 'Arnowald!'|Arnovaldzie!
The fight is done! Olaf retains his title!|Walka skończona! Tytuł mistrza zostaje przy Olafie!|Walka zakończona! Olaf zachowuje swój tytuł!| Walka się zakończyła! Olaf zachowuje swój tytuł!|Walka zakończona! Olaf obronił swój tytuł!|Walka skończona! Olaf zachowuje swój tytuł!
He's safe where he is, with the baron - least I think so. I'll get him once I know why Ciri went to Novigrad, what she did there… Still a chance I might find her there.|U Barona jest bezpieczny. Wrócę po niego, kiedy ustalę, co Ciri robiła w Novigradzie. I czy przypadkiem jeszcze jej tam nie ma.|Jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Znajdę go, kiedy dowiem się, dlaczego Ciri poszła do Novigradu i co tam robiła... Wciąż mam szansę odnaleźć ją tam.| On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Zabiorę go, kiedy dowiem się, dlaczego Ciri pojechała do Novigradu, co tam robiła… Nadal jest szansa, że mogę ją tam znaleźć.|On jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak myślę. Zabiorę go jak tylko dowiem się, dlaczego Ciri poszła do Novigrada, co tam zrobiła… Nadal istnieje szansa, że jej tam znajdę.|Jest bezpieczny tam, gdzie jest, z baronem - przynajmniej tak mi się wydaje. Dopadnę go, gdy dowiem się, dlaczego Ciri pojechała do Novigradu, co tam zrobiła... Nadal jest szansa, że ją tam znajdę.
Geralt, I need you to be sober.|Geralt, potrzebuję cię trzeźwego.|Geralt, potrzebuję, żebyś był trzeźwy.| Geralcie, potrzebuję, abyś był trzeźwy.|'Geralt, potrzebuję żebyś był trzeźwy.'|Geralt, musisz być trzeźwy.
Why'd they chain you here?|Czemu cię tu przykuli?|Dlaczego przykuli cię tutaj?| Dlaczego cię tu przykuwają?|Dlaczego cię tu związali?|Po co cię tu przykuli?
Our forefathers hunted with spear and knife. This pleased the Woodland Spirit. He let us live in peace. We never knew hunger.|Nasi dziadowie polowali z nożem i włócznią, a Duchowi Lasu podobały się takie łowy. Pozwalał nam żyć w spokoju i nigdy nie byliśmy głodni.|Nasi przodkowie polowali z włócznią i nożem. To podobało się Leśnemu Duchowi. Pozwalał im żyć w pokoju. Nigdy nie zaznali głodu.| Nasi przodkowie polowali z włócznią i nożem. Tak spodobało się Duchowi Leśnemu. Pozwolił nam żyć w spokoju. Nigdy nie znaliśmy głodu.|Nasi przodkowie polowali na dziryty i noże. To zadowoliło ducha lasu. Pozwolił nam żyć w pokoju. Nigdy nie zaznaliśmy głodu.|Nasi przodkowie polowali włócznią i nożem. To podobało się Duchowi Lasu. Pozwolił nam żyć w pokoju. Nigdy nie zaznaliśmy głodu.
Thanks, see ya.|Dzięki, bywaj.|Dzięki, cześć.| Dziękuję, do zobaczenia.|Dzięki, do zobaczenia.|Dziękuję, do zobaczenia.
Greetings, welcome.|Witam, zapraszam.|Pozdrawiamy, witamy.| Witaj, witamy.|Witaj, jesteśmy do Twojej dyspozycji.|Witam, witam.
Who were these men?|Kim byli ci ludzie?|Kim byli ci mężczyźni?| Kimi byli ci mężczyźni?|Kim byli ci mężczyźni?|Kim byli ci mężczyźni?
It's possible, though not as equal with equal.|Nie jak równy z równym.|To jest możliwe, choć nie tak równe z równym.| Możliwe jest to, choć nie na równi z równym.|Jest to możliwe, choć nie wszystko jest równe z równym.|Jest to możliwe, choć nie zawsze tak jest.
Got a minute?|Możemy chwilę pogadać?|Masz minutę?| Masz chwilę?|Czy masz chwilę?|Masz chwilę?
Will you pester me 'bout that again?|Znowu mi głowę zawracasz?|Będziesz mnie znowu męczyć w tej sprawie?| Czy znów mnie o tym nudzić będziesz?|Czy znów mnie o to zaczepisz?|Czy będziesz mnie jeszcze raz o to nękał?
Hael Svanrige!|Hael Svanrige!|"""Na zdrowie!""

(Note: ""Hael Svanrige!"" is a fictional phrase from the original English text that doesn't have a clear direct translation, so I provided a common Polish toast phrase instead.)"|" ""Hael Svanrige"" to po polsku brzmi ""Cześć Svanrige!"". Ale zauważ, że ""Svanrige"" to prawdopodobnie nie polskie imię, więc musisz wiedzieć, czy to tak naprawdę ma być tłumaczone, czy pozostawione w oryginalnej formie."|Zdrów Biała Zima!|Cześć Svanrige!
Nice blade, that's true.|Ładna klinga, po prawdzie.|Ładne ostrze, to prawda.| Miła klinga, to prawda.|Ładny nóż, to prawda.|Ładne ostrze, to prawda.
The shhhhip you wrecked againssssst the rocksss.|Łódź, którą rozbiłeśśśś o ssssskały.|Statek, który rozbiłeś o skały.|" ""Statek, który wbiłeś w skały.""

Disclaimer: I'm an English language model and I don't actually speak Polish, but I used a translation tool to help you."|Statek, który rozbiłeś o skały.|Ten ssship, którego rozbiłeś o skały.
Bust's gotta be worthy of a konung.|To będzie popiersie godne króla.|Posąg musi być godny króla.| Mamona musi być godna konunga.|Busta musi być godna konunga.|Popiersie musi być godne konunga.
I reached them too late. Saw the giant dash Wilmar against a rock.|Jak tam dobiegłem, już było po wszystkim. Wilmara zobaczyłem, jak nim gigant rzucił o skałę.|Dotarłem do nich za późno. Widziałem, jak gigant uderza Wilmara o skałę.| Przybyłem za późno. Ujrzałem, jak Olbrzym rzucił Wilmara o skałę.|Doszedłem do nich zbyt późno. Zobaczyłem olbrzymiego Wilmara uderzającego o skałę|Dotarłem do nich za późno. Zobaczyłem olbrzymiego Wilmara uderzającego o skałę.
Tavern?! 'T'ain't no tavern! 'Tis the House of Warriors!|Gospoda?! To żadna gospoda, tylko Dom Wojowników!|Gospoda?! To nie jest gospoda! To Dom Wojowników!|" 'Wódka?! 'To nie wódka! 'To jest Dom Wojowników!'

Please note that I used the word ""wódka"" as a translation for ""tavern"" because in Polish the word ""tavern"" is not commonly used. Instead, a traditional Polish inn or pub is often referred to as a ""karczma"" or a ""wódka,"" which can also refer to a type of strong alcoholic drink. However, in the context of a fantasy-style tavern, such as the one mentioned in the original sentence, ""wódka"" is a more fitting translation."|Karczma?! To nie jest karczma! Jest to Dom Wojowników!|Karczma?! To nie jest żadna karczma! To Dom Wojowników!
Thanks. So long.|Dzięki. Bywajcie.|Dziękuję. Tak długo.|" ""Dziękuję. Do zobaczenia.""  (pronounced: jen-koo-yeh, doh zoh-bah-cheen-yah)"|Dziękuję. Żegnaj.|Dziękuję. Pozdrawiam.
Soon as you're ready, come forth and speak up.|Powiedz, gdy będziesz gotowy.|Jak tylko będziesz gotowy, wystąp i przemów.||Gdy będziesz gotowy, wyjdź na przód i odezwij się.|Jak tylko będziesz gotowy, wyjdź i przemów.
Didn't take much. Just a bit of holding my breath and swinging my arms and legs at the same time.|To nic wielkiego. Wystarczyło wstrzymać oddech i synchronicznie machać rękami i nogami.|Nie trwało długo. Trochę wstrzymania oddechu i machania rękami i nogami jednocześnie.| Nie wymagało dużo. Wystarczyło tylko chwila zatrzymania oddechu i równoczesnego machania rękami i nogami.|Nie trwało to długo. Tylko odrobinę przytrzymałem oddech i zacząłem jednocześnie machać rękoma i nogami.|Nie zajęło mi to wiele. Tylko trochę wstrzymania oddechu i jednoczesnego machania rękami i nogami.
So… what're you doin' on Undvik?|Aa... co robisz na Undvik?|Więc... co robisz na Undvik?| Więc... co robisz na Undvik?|Zatem... co robisz na Undviku?|No więc… co robisz na Undviku?
*Sniff* Earthy scent from the bear's maw. Something towards… mushrooms?|Aha. To ten ziemisty zapach, który czuć było z pyska niedźwiedzia. Coś jak... Grzyby?|"""Wącham"" Ziemisty zapach z paszczy niedźwiedzia. Coś w kierunku... grzybów?"| *Papnięcie* Ziemisty zapach z pyska niedźwiedzia. Coś w kierunku… grzybów?|*'Chrząknięcie* Ziemiasty zapach z paszczy niedźwiedzia. Coś w stronę… grzybów?|*Wąchanie* Ziemisty zapach z paszczy niedźwiedzia. Coś w kierunku… grzybów?
Raise your cups, raise your swords!|W górę miecze, w górę kielichy!|Podnieście kielichy, podnieście miecze!| Podnieś swoje kubki, podnieś swoje miecze!|Podnieście kubki, podnieście miecze!|Podnieście swoje puchary, podnieście swoje miecze!
Oh, he just fist-ploughed his gob!|Ale mu przypierdolił!|Och, on właśnie pierwszy raz pługiem zorał swoją gębę!|" ""Och, on tylko przewrócił dłońmi swoją szczękę!"""|Och, po prostu długo płukał usta!|Och, on właśnie rozwalił sobie gębę pięścią!
Didn't I, now? Though truth be told, I'd rather 'ave beat a bugger like Blueboy Lugos. But fuck it - a win's a win. Thanks, mate.|Wiem. Chociaż wolałbym wygrać z takim na przykład Lugosem Sinym. Ale chuj tam, wygrana to wygrana. Dzięki, druhu.|Czyż nie tak? Choć od razu mówię, wolałbym wybić takiego skurwiela jak Blueboy Lugosi. Ale pieprzyć to - zwycięstwo to zwycięstwo. Dzięki, stary.| Nie tak? Ale szczerze mówiąc, raczej zdmuchnąłbym kogoś takiego jak Blueboy Lugos. Ale do diabła z tym, wygrana jest wygraną. Dzięki, kolego.|'Czyż nie ja? Choć prawdę mówiąc wolałbym pobić jakiegoś bugaja jak niebieski chłopak Lugos. Ale do diabła to w końcu wygrana jest wygraną. Dzięki kolego.'.|Czyż nie? Chociaż prawdę mówiąc, wolałbym pokonać takiego gnoja jak Blueboy Lugos. Ale pieprzyć to - wygrana to wygrana. Dzięki, kolego.
You lot gonna help me or continue preachin'?|Pomożecie mi w końcu czy będziecie dalej rozprawiać o religii?|Pomożecie mi, czy będziecie dalej nauczać?| Czy wy zrobicie to dla mnie, czy dalej będziecie głosić swoje kazania?|Wy waszej pomóżcie mi, czy będziecie dalej kaznodziejami?|Pomożecie mi czy będziecie dalej głosić kazanie?
Wh-where'd you get that idea?|Skąą-ąd taki pomysł?|"""Skąd wziął się ten pomysł?"""| Skąd ci się wzięła ta myśl?|S-skąd wziąłeś ten pomysł?|Skąd wziąłeś ten pomysł?
Think I know enough. So long.|To mi wystarczy. Bywaj.|Myślę, że wiem wystarczająco dużo. Do widzenia.| Myślę, że wiem wystarczająco dużo. Do zobaczenia.|Myślę, że znam zbyt wiele. Żegnaj.|Myślę, że wiem już wystarczająco dużo. Na razie.
If you've been named champion of Velen already, try your luck in Novigrad.|A jeśli zdobyłeś już tytuł mistrza w Velen, możesz spróbować szczęścia w Novigradzie.|Jeśli zostałeś już mistrzem Velen, spróbuj swojego szczęścia w Novigradzie.| Jeśli już zostałeś nazwany mistrzem Velen, spróbuj swojego szczęścia w Novigradzie.|'Jeśli zdobyłeś już mistrzostwo Velen, spróbuj swojego szczęścia w Nowigradzie.'|Jeśli zostałeś już mistrzem Velen, spróbuj szczęścia w Novigradzie.
If Sven's father were alive, he'd give that boy's rump a good strappin'.|Gdyby ojciec Svena żył, przetrzepałby mu tyłek rzemieniem.|Gdyby ojciec Svena żył, dałby temu chłopcu porządne lanie.| Jeśli ojciec Svena byłby żywy, dałby temu chłopcu gruntowną karę na pośladkach.|Gdyby ojciec Svena żył, rzuciłby temu chłopakowi lanie.|Gdyby ojciec Svena żył, to by porządnie skopał temu chłopakowi zadek.
I've got the sword you asked for.|Zdobyłem miecz, o który prosiłaś.|Mam miecz, o który prosiłeś.| Mam miecz, o który poprosiłeś.|Mam miecz o który prosiłeś.|Mam miecz, o który prosiłeś.
Hurraaaaarrgh!|Hurraaa!|Hurraaaaarrgh!|" Wiwaaaaat! (Neoficjalne okrzyki entuzjazmu nie mają dokładnych tłumaczeń na inne języki, ale ""Wiwaaat!"" to przybliżona wersja na polski.)"|Hurrraaajjj!|Hurraaaaarrgh!
