en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
"Aye, 'tis indeed. Gods, believe you're good enough to try your luck 'gainst Haddy. Folk laugh at 'im 'cause he's young and a bit dim, but word is he weren't afraid to beat the baron hisself.","Ano twoja... Bogowie, jesteś tak dobry, że mógłbyś się spróbować z Hadkiem. Śmieją się z niego, bo młody i nierozgarnięty, ale podobno samego Barona nie bał się ograć.","Wierzysz, że jesteś wystarczająco dobry, by spróbować szczęścia przeciwko Haddy'emu? Ludzie się z niego śmieją, bo jest młody i trochę głupkowaty, ale słyszałem, że nie bał się stawić czoła samemu baronowi.",0.3775375052550423,0.05122607623199835,0.7777206301689148,0.8071929216384888
"They breakfasted well after noon, more often than not in bed, and passed the days on lazy strolls and long conversations.","Dni upływały im na leniwych spacerach i długich rozmowach, śniadanie jedli dobrze po południu, oczywiście najczęściej w łóżku.","Śniadali późnym przedpołudniem, częściej niż rzadziej w łóżku, a dni spędzali na leniwych spacerach i długich rozmowach.",0.5465124989410898,0.21127438155259684,0.8030027151107788,0.8156432509422302
"Yeah, found your priceless chest… and an arrow in poor Asher's side.","Tak, znalazłem twoją cenną skrzyneczkę... A także strzałę. W boku biednego Siwka.","Tak, znalazłem twój bezcenny kufer… i strzałę w boku biednego Ashera.",0.455826237556021,0.05147660361947715,0.7831908464431763,0.7963683009147644
Fy faen! Where'd ye hear that?,Fy faen! Gdzieś to usłyszeliście?,Fuj! Skąd to usłyszałeś?,0.25800874561704384,0.06257106818159155,0.852278470993042,0.9041194319725037
You'll die in agony!,Zginiesz w męczarniach!,Umrzesz w męczarniach.,0.6765435130132929,0.11362193664674995,0.8514832258224487,0.9435931444168091
"Why's that, grandda?","A czemu, dziadku?","Dlaczego tak jest, dziadku?",0.5422757187392655,0.08034284189446518,0.8310565948486328,0.9554753303527832
"I can't say for certain, I was a little lass then. But me mum told me that shortly 'fore gran died she learned granddad had kept lovers on the side. She had no desire to lie beside him.","Nie wiem na pewno, bo mała wtedy byłam... Ale matka mówiła, że na krótko przed śmiercią babcia dowiedziała się, że dziadzio miał na boku jakieś kochanice, więc powiedziała, że leżeć z nim nie chce.","Nie mogę powiedzieć na pewno, byłam wtedy małą dziewczynką. Ale moja mama opowiedziała mi, że tuż przed śmiercią babci dowiedziała się, że dziadek miał romanse na boku. Nie chciała leżeć obok niego.",0.5066153654184579,0.04741282912302475,0.8234827518463135,0.750400960445404
They're shedding blood!,Krew się leje!,Oni przelewają krew!,0.1778743377637327,0.0,0.8111772537231445,0.8313907384872437
"Seems like you could use a witcher - so, yeah, I'll help.",Skoro potrzebujecie wiedźmina – pomogę wam.,"Wydaje się, że mógłbyś skorzystać z pomocy czarodzieja - no więc tak, pomogę.",0.2341630643583048,0.0,0.7044519782066345,0.8185155987739563
Ask me the morrow.,Zapytaj mnie jutro.,Zapytaj mnie jutro.,1.0,0.5623413251903491,1.0,0.9885196685791016
"Dijkstra, no offense, but…","Dijkstra, nie obraź się, ale...","Dijkstra, bez urazy, ale...",0.4782354581810595,0.07440995947486906,0.9062316417694092,0.869595468044281
Wait… you're… Geralt of Rivia? The one went to Undvik with young an Craite?,"Zaraz... To ty jesteś... Geralt z Rivii? Ten, co z młodym an Craite popłynął na Undvik?","Czekaj… ty jesteś… Geralt z Rivii? Ten, który poszedł do Undvik z młodym an Craite?",0.541387397828381,0.23014755887081007,0.8586678504943848,0.8608006238937378
Nice. Now put it back in its scabbard.,Ładny. A teraz niech wróci do pochwy.,Ładnie. Teraz włóż to z powrotem do pochwy.,0.39538528162975034,0.05873949094699214,0.8414095640182495,0.8330646753311157
"Or maybe somethin' attacked 'em 'long the way. Might be good to walk out there, look… But I'm afeared to go in the woods.","Albo coś ich dopadło po drodze. Dobrze byłoby pójść, rozejrzeć się... Ale strach się w las zapuszczać.",Może coś ich zaatakowało po drodze. Może warto by tam pójść i sprawdzić... Ale boję się chodzić do lasu.,0.32294654928765604,0.03370129264673146,0.8075013160705566,0.8468689918518066
No.,Nie.,Nie.,0.6666666666666666,0.1778279410038923,1.0,0.975537121295929
Hmmm.,Hm.,Hmm...,0.2964426877470356,0.0,0.7460936903953552,0.8557365536689758
"Need to blow off steam? Go ahead, just not on me. Find some other target. I don't know… throw another bed off the balcony.","Chcesz się wyżyć, proszę bardzo, ale nie na mnie. Nie wiem... Wyrzuć łóżko na dziedziniec czy coś.","Musisz się wyżyć? Śmiało, ale nie na mnie. Znajdź sobie inny cel. Nie wiem... rzuć kolejne łóżko z balkonu.",0.45791757903679137,0.16195570128532405,0.8400648236274719,0.6554001569747925
"For the good of the village, Sven.","Dla dobra wsi, Sven.","Dla dobra wioski, Sven.",0.7357462878828697,0.1880301546543197,0.7962942123413086,0.9581195712089539
"Discovered something else. You didn't send those boys out to scout. That was a death squad, led some Redanian prisoners out there, executed them.","Odkryłem też coś jeszcze. Nie wysłałeś tych żołnierzy na zwykły zwiad. To był oddział katów, który prowadził redańskich jeńców na egzekucję.","Odkryłem coś innego. Nie wysłałeś tych chłopców na zwiad. To była ekipa śmierci, wyprowadzili tam trochę jeńców z Redanii i ich rozstrzelali.",0.4284817577020243,0.06262309791219224,0.8221762180328369,0.8371880054473877
Skellige warriors alone drink in this tavern.,Tu piją tylko wojowie ze Skellige.,Tylko wojownicy ze Skellige piją w tej karczmie.,0.5958516537646231,0.03303164318013808,0.834243893623352,0.8829265832901001
"Ehh, 'twere the good ol' days…","Ech, kiedyś to było...","Ech, to były dobre stare czasy...",0.3093023303466101,0.048549177170732344,0.8617748618125916,0.9022454023361206
"If you don't want it, the baron's men'll buy it.","Jak nie tobie, to baronowym się towar sprzeda.","Jeśli nie chcesz tego sprzedać, ludzie barona to kupią.",0.2724473590845138,0.028517539529041507,0.7656074166297913,0.8173225522041321
"I will get you every last copper - with interest. Gimme a week, please!",Wszystko oddam... Z procentem... Tylko dajcie mi tydzień!,"Dostanę od ciebie każdego miedziaka - z odsetkami. Daj mi tydzień, proszę!",0.2695591760606439,0.017033186037639283,0.7231883406639099,0.6698868870735168
Greetings to ye!,"Witajcie, witajcie!",Witajcie!,0.43742936249254294,0.0,0.9099843502044678,0.955490231513977
The prints crisscross… Morkvarg followed Craven from the start.,Ślady się krzyżują... Widać Morkvarg szedł za Tchórzem od samego początku.,Ślady krzyżują się... Morkvarg śledził Cravena od samego początku.,0.5151979846930659,0.10798033448421628,0.8672720789909363,0.9083927869796753
Voices… More of 'em further on.,Z głębi jaskini dochodzą głosy... Jest ich więcej.,Głosy... Więcej ich dalej.,0.23179558916080098,0.029556479778261396,0.7878008484840393,0.7291057109832764
"What's on your thigh, child? That a bruise?","A co ty tam, dziecko, masz na udzie? Siniak?","Co masz na udzie, dziecko? To siniak?",0.5330472793785964,0.05249325939883762,0.8841473460197449,0.835236668586731
"Sorry, sir, but ye don't look like one of her father's men.","Nie wyglądacie, panie, na jednego z ludzi jej ojca...","Przepraszam pana, ale nie wygląda pan na jednego z ludzi jej ojca.",0.6589839286243636,0.31702331385234306,0.8010503649711609,0.8631393909454346
An exception that proves the rule. The appearance of unexpected circumstances.,Wyjątek potwierdzający regułę. Zaszły nieprzewidziane okoliczności.,Wyjątek potwierdzający regułę. Pojawienie się nieoczekiwanych okoliczności.,0.6530441775154587,0.17567205239427922,0.9023522138595581,0.949911892414093
I'll kill ye.,Zabije cię.,Zabiję cię.,0.4830026455026455,0.1495348781221221,0.9656800031661987,0.9602404832839966
Eee... Err...,Yyy... Hmm...,Eee... Err...,0.17727272727272725,0.0,0.8798342347145081,0.912716805934906
You hear about me?,Skąd mnie znasz?,Słyszałeś o mnie?,0.19983678834654073,0.0,0.7839098572731018,0.9058290123939514
I don't care about that! What happened to her? What was she doing here? Speak!,Nie interesuje mnie to! Co się z nią stało? Co tu robiła? Mów!,Nie obchodzi mnie to! Co się jej stało? Co ona tu robiła? Mów!,0.5739937930152018,0.3200286101270289,0.9469424486160278,0.9719395041465759
"Yes, you lot ne'er do anything! I know you. They leave a while ago, the hunters?","Taa, wy nigdy nic. Już ja was znam. Dawno tu byli?","Tak, wy nigdy nic nie robicie! Wiem to. Kiedy odeszli ci łowcy?",0.29123081093513903,0.03602080288207364,0.7939159274101257,0.674993634223938
Yes?,No?,Tak?,0.05376344086021514,0.0,0.8523414134979248,0.9420236349105835
And then?,A potem?,I co dalej?,0.06944444444444453,0.0,0.8396391868591309,0.933405339717865
The Temple Guard has refused to search for her? Can you believe it?,Wyobraź sobie że Straż odmawia jej poszukiwań.,"Czy możesz uwierzyć, że Gwardia Świątynna odmówiła poszukiwań jej?",0.3220681212276331,0.023980296761827107,0.768294632434845,0.843308687210083
Watch it!,Gdzie się pchasz!,Uważaj!,0.02347417840375596,0.0,0.7348920702934265,0.597112774848938
Triss is waiting by the exit!,Triss czeka przy wyjściu!,Triss czeka przy wyjściu!,1.0,1.0,0.9999998807907104,0.9879336357116699
Mhm.,Mhm.,Mhm.,0.6666666666666666,0.1778279410038923,1.0,0.9891021251678467
And her mum went and gave her up to Freya!,"A tu matka umyśliła, że ją kaplankom Freyji odda!",I jej mama poszła i oddała ją Frei!,0.17536512121728345,0.024512401940754224,0.7670202851295471,0.6182972192764282
You haven't. Not a bit.,Ty nic a nic.,Nie zmieniłeś się ani trochę.,0.1666121826304893,0.0,0.6731592416763306,0.6057075262069702
"Did you, now?",Tak?,Czyżby?,0.03875968992248071,0.0,0.7346259355545044,0.8530956506729126
"a pageant, a play, you will be o'erbowled!",Wystawią przedstawienie – przyjdźcie na popisy!,Będziesz zadziwiony widokiem teatralnego przedstawienia!,0.3397025048404277,0.0,0.7059617638587952,0.7487431764602661
Control yourself.,Opanuj się.,Uspokój się.,0.30826913049099713,0.1495348781221221,0.8465863466262817,0.8454275131225586
"Neither, dammit! I think I'd know my own child.","Żadna, kurwa! Chyba potrafię rozpoznać własną córkę!","Nie, cholera! Myślę, że poznałbym własne dziecko.",0.1749496358738628,0.0,0.7543023228645325,0.6535269618034363
"They killed warriors, women, children… And when they were done, they tore every buildin' down. Stone by stone.","Zabili wojów, kobiety, dzieci... A jak już skończyli, rozebrali mury. Kamień po kamieniu.","Zabili wojowników, kobiety, dzieci... A gdy skończyli, zburzyli każdy budynek. Kamień po kamieniu.",0.6670257819838584,0.13896827689588265,0.9268384575843811,0.9496031403541565
Well… I'd heard it had.,"Cóż... Słyszałem, że tak...","No cóż... Słyszałem, że tak.",0.8595749502214033,0.11362193664674995,0.914469301700592,0.9479529857635498
Greetin's.,Witajcie.,Dzień dobry.,0.07467302933898912,0.0,0.7267223596572876,0.8236620426177979
Now I'm curious somethin' mighty… How is it you were off the same bloody night Whoreson tried to kill me?,"Jestem ciekawy, dlaczego wziąłeś wolne akurat tej nocy, kiedy Skurwiel próbował mnie zabić.","Teraz jestem naprawdę ciekawy... Jakim cudem byłeś nieobecny tej samej cholernej nocy, gdy Whoreson próbował mnie zabić?",0.4157138765287273,0.028927969316143217,0.7902109026908875,0.7716747522354126
This risk you mentioned - take it we only get one shot at choosing the right doll?,"Skoro to ryzykowne, to rozumiem, że lepiej będzie wybrać właściwy przedmiot za pierwszym razem?","To ryzyko, o którym wspomniałeś - czy mamy tylko jedną szansę na wybranie odpowiedniej lalki?",0.21029900162954798,0.0,0.7347111701965332,0.6730262041091919
Naturally.,Oczywiście.,Naturalnie.,0.09730639730639735,0.0,0.7567093968391418,0.8773825764656067
Does she sleep?,Śpi już?,Czy ona śpi?,0.09494817713995803,0.0,0.830212414264679,0.9579795598983765
"Dandelion ask you about other washerwomen? Not terribly subtle, even for him.",Jaskier pytał o twoje koleżanki z pralni? Nawet jak na niego to niezbyt subtelne.,"Dandelion pytał cię o inne praczki? Niespecjalnie subtelne, nawet jak na niego.",0.4070882261029869,0.036260056295236785,0.8054084181785583,0.6184350252151489
Eeeh?,Eeeee?,Co?,0.02923976608187144,0.0,0.82181715965271,0.8418331146240234
What is it?,O co chodzi?,Co się stało?,0.06600660066006611,0.0,0.8383147120475769,0.9005876779556274
I had forgotten how insolent you can be.,"Zapomniałem, jaki jesteś bezczelny.","Zapomniałem, jak bezczelny możesz być.",0.6560767641034934,0.05372849659117709,0.9073327779769897,0.9499347805976868
"Well, come now, out with it. How else might I help you?","No, wyduś wreszcie, co ci jest. Jak inaczej mam pomóc?","No dalej, wyduś to z siebie. Jak inaczej mogę ci pomóc?",0.44722157083898434,0.05012578715739066,0.8620994091033936,0.8739760518074036
Baron's hound is huge… Seen him runnin' loose of late.,Wielki ten psiur baronowy... Często samopas lata.,Baron ma ogromnego psa... Widziałem go biegającego samopas ostatnio.,0.28731893027095806,0.023980296761827107,0.7507576942443848,0.6232869029045105
Die!,Zdychaj!,Umrzyj!,0.08744572861248708,0.0,0.8281010389328003,0.7313571572303772
"Eh, what's it look like? Came here to sit and think.","He, he, a jak myślisz? Siedzę sobie.","Ech, co to wygląda? Przyszedłem tu, żeby usiąść i pomyśleć.",0.16353162464466695,0.0,0.7337295413017273,0.6673294305801392
You got involved when you came here. We'll get rid of them quicker together.,"Wmieszałeś się, przychodząc tu. Ale we dwóch szybciej się z nimi uwiniemy.","Wplątałeś się w to, kiedy tu przyszedłeś. Razem szybciej się ich pozbędziemy.",0.356134166857523,0.03602080288207364,0.8260552883148193,0.725715160369873
How'd she react?,Zareagowała jakoś?,Jak ona zareagowała?,0.5776103437339798,0.0,0.8662794232368469,0.9539530873298645
Was she wearing the bracelet from her husband? Might be why her arm fell off.,"Może ramię odpadło, bo nosiła na nim tę bransoletę od męża?",Czy miała na sobie bransoletkę od swojego męża? Może dlatego jej ramię się urwało.,0.3726641214611037,0.021359012567909896,0.8008639812469482,0.8696721196174622
A hissing rock. Mhm.,Syczący kamień. Mhm.,Mruknął potwierdzająco.,0.10067882725304023,0.0,0.6634922623634338,0.5579954385757446
Folk're more eager than ever to see the men go at it.,Teraz to nawet więcej luda przychodzi.,"Ludzie są teraz bardziej chętni niż kiedykolwiek, żeby zobaczyć mężczyzn walczących ze sobą.",0.21047865821265435,0.0,0.7128453850746155,0.6726807355880737
Where?,Gdzie?,Gdzie?,1.0,0.1778279410038923,0.9999999403953552,0.9946033358573914
"Of course I'm scared… Bloody dangerous whoreson. Triss would concur, I think.","Oczywiście, że się go boję... W końcu to niebezpieczny sukinsyn. Triss powiedziałaby ci to samo.","Oczywiście jestem przerażony... Cholernie niebezpieczny drań. Triss by się zgodziła, myślę.",0.3758422760320282,0.017245419061632683,0.7894541621208191,0.763325572013855
"If I may, Gwynbleidd, I'd like to request - stop guessing. Just listen.","Jeśli mogę cię prosić, Gwynbleidd... Nie zgaduj już, tylko słuchaj.","Jeśli mogę, Gwynbleidd, chciałbym prosić - przestań zgadywać. Po prostu posłuchaj.",0.49000247306585126,0.018850319022747353,0.8261170983314514,0.8934100270271301
"They's… well… like burned on with hot iron… on the palms, inside.","No... Takie... Jakby jej kto żelazem wypalił... Na dłoniach, od środka.","To jest... no cóż... jakby wypalone gorącym żelazem... na dłoniach, wewnątrz.",0.355012955610387,0.018850319022747353,0.8264951705932617,0.7793133854866028
Aye... We will... Alone...,Tak... Zostawimy... W spokoju...,Tak... Zostawimy je same...,0.5261623661000027,0.08034284189446518,0.8574207425117493,0.8877307772636414
