en_text|pl_text
Jorund, son of Sigvald. If you've no one to drink with, sit down with me. Share some mead and a tale.|Jorund, syn Sigvalda. Jak nie masz z kim wypić, usiądź ze mną. Podzielę się miodem i opowieścią.
You don't mind the occasional traveler?|Ciebie podróżni nie drażnią?
I mind fools. No matter where they're from.|Drażnią mnie głupcy. Niezależnie od tego, skąd pochodzą.
You not bothered by travelers?|Ciebie podróżni nie drażnią?
Don't you talk to me about me da, Jorund, or I'll tuck you in 'neath a barrow.|Uważaj, co mówisz o moim ojcu, Jorund. Bo pójdziesz spać pod kurhanem.
And you remember this, stranger - this here's not Kaer Trolde, and we's not an Craite. Guests are not welcome.|A ty, obcy, zapamiętaj. To nie Kaer Trolde, a my nie an Craite. Nie chcemy tu gości.
Whosoever denies shelter to a traveler disgraces himself and brings shame on his clan. Your das teach you nothin'?|Kto podróżnego pod dach nie przyjmie, ten hańbą się okrywa i wstydem. Ojciec was nie uczył?
Not looking for trouble.|Nie szukam kłopotów.
Ha. Look at 'im! Raise your voice and his tail slinks between his legs. Like a dog who's heard a wolf howl at the moon.|Patrzcie, ludzie! Starczy podnieść głos, a już kuli ogon. Jak pies, co w nocy słyszy wycie wilka.
Lookin' to eat? Wait out in the yard, then, till Ilge tosses what's left in our bowls o'er the fence.|Chcesz zjeść? To wyjdź na podwórze i czekaj. Co w miskach zostawimy, Ilge za płot wyrzuci.
Not looking for trouble.|Nie szukam kłopotów.
Look what the sea hurled ashore… Hey, you! What clan you from?|Zobacz no, co morze wyrzuciło... Ej, ty! Do którego klanu należysz?
No clan. I'm from the Continent.|Do żadnego. Jestem z kontynentu.
Skellige warriors alone drink in this tavern.|Tu piją tylko wojowie ze Skellige.
This a secret passage?|To tajne przejście?
One rarely used, more like. When Hjalmar and I were little, we'd play here. Once--|Raczej rzadko używane. Kiedy Hjalmar i ja byliśmy mali, bawiliśmy się tutaj. Pamiętam, jak kiedyś...
Argh, bygone days.|A, stare czasy.
There's another exit behind the barrels! But they're too heavy, we'll never move them!|Jest drugie wyjście, za beczkami! Ale są za ciężkie, nie przesuniemy ich...
Don't intend to.|Nie zamierzam ich przesuwać.
Quick!|Szybko!
Follow me, Geralt!|Za mną, Geralt!
Leave that! We must flee this place!|Zostaw to! Musimy uciekać!
Gods… We might've been burned alive!|Bogowie... Mało nie spłonęliśmy żywcem!
Somebody's damn desperate to bring our investigation to a quick end.|Komuś zależy na tym, żeby nasze śledztwo szybko się skończyło.
Shit…!|Zaraza...!
The spirit!|Spirytus!
What the--?|Co...
Hm, bard ran off. Can't say I blame him…|Hm, bard zwiał. Wcale się mu nie dziwię...
Warriors from Rannveig came by night. They weilded swords for the menfolk, carried fetters for the women.|W nocy przyszli wojowie z Rannveig. Z mieczami na mężczyzn i powrozami na kobiety.
But the Woodland Spirit protected us. We hid in the forest, waited in silence, quiet as can be.|Ale Duch Lasu nas ostrzegł. Schowaliśmy się za drzewami. Czekaliśmy po cichu, cichuteńku.
They came, burst into our huts… and found them empty. But before they realized it was a trap, we loosed our flaming arrows.|Wpadli tu, weszli do pustych chat. I nim zrozumieli, że to pułapka, wypuściliśmy płonące strzały.
What happened then?|I co było dalej?
Screams. Blood. The stench of burnin' flesh… Don't frown, child. You too'll be killin' before long.|Krzyki. Krew. Smród palonego mięsa... Nie krzyw się, dziecko. I ty wkrótce będziesz zabijać.
Fightin's is our sacred tradition!|Walka jest naszą uświęconą tradycją!
The blood spilt in this arena bears witness to the clan's strength!|Przelana na tej arenie krew świadczy o sile klanu!
The victor today will be champion!|Ten, kto dzisiaj zwycięży, zostanie mistrzem!
Yet any who is bold enough to fight is already a hero.|Ale każdy, kto ma odwagę walczyć, jest bohaterem.
Shit.|Zaraza.
We spoke… just recently…|Dopiero co z nią rozmawiałam...
They slew her… They killed Hilde.|Zabili ją... zabili Hildę.
Why? Why would they do it?|Dlaczego... Dlaczego oni to zrobili?
Can't live on fish alone. Care for a round of cards?|Nie samymi rybami człowiek żyje. Nie zagrałbyś ze mną w karty...?
Care for a round of cards?|Zagrajmy w karty.
So long, and good luck out there.|Udanych połowów.
Farewell.|Bywaj.
Lemme see what you got.|Pokaż mi swoje towary.
Fresh? Hm.|Ryby? Hm.
Fresh fish?|Świeże ryby!
No offense, but in that undergrowth and mud, you'd be like a…|Nie obraź się, ale w tych chaszczach i błocku będziesz dla mnie... Hmmm...
Ball and chain?|Kulą u nogi?
Planned to say it gentler, but yeah, that's basically what I had in mind.|Chciałem to ująć nieco delikatniej, ale... Tak, mniej więcej to mam na myśli.
Fine… We'll do as you say. If the need arises, I can cast spells from up here.|Dobrze. Zrobimy, jak mówisz. Jakby co, będę cię wspierać zaklęciami z murów.
Expected you to object…|Spodziewałem się protestów...
Thought you might object…|Myślałem, że będziesz protestować...
Me? Please. I can be extraordinarily conciliatory.|Ja? Daj spokój. Jestem przecież niezwykle koncyliacyjną osobą.
Yen, look me in the eye… What're you plotting?|Yen, spójrz mi w oczy... Czy ty coś knujesz?
Many things… How to seize the Temerian crown, how to sell Kaer Morhen out from under you. Go, already.|Oczywiście. Jak zdobyć koronę Temerii i wziąć kredyt pod hipotekę Kaer Morhen. No, idź już.
Fine… See you later then.|No dobra... Do zobaczenia.
Don't get hurt. Remember, I need you if I'm to find Ciri.|Nie zrób sobie krzywdy. Pamiętaj, potrzebuję cię, żeby znaleźć Ciri.
Oh, come on, I was just teasing. Fool. I need you - period. Better?|Hej... daj spokój. Żartowałam przecież, głuptasie. Potrzebuję cię i kropka. Lepiej?
Mhm. Better.|Mhm. Lepiej.
See you later.|To do zobaczenia.
You can't help me track him… So I don't see any reason for you to go down there.|W tropieniu mi nie pomożesz. Więc nie widzę sensu, żebyś się tam pchała.
You're right… Besides, trudging through mud in these heels would be murder.|Racja... Poza tym łażenie po tym błocie w moich obcasach byłoby mordęgą.
Craven was here. Look… the impression - kneeled down on one knee… And cut himself to make the offering. Bloodstains… see them?|Tchórz tu był. Patrz... Tu, gdzie jest ten odcisk, przykląkł na jedno kolano. I naciął skórę, żeby złożyć ofiarę. Tu są odbarwienia po krwi. Widzisz?
No… I may be inhumanly beautiful, but I don't have superhuman senses. Not like you.|Nie. Może jestem nieludzko piękna, ale nie mam nadludzkich zmysłów, jak ty.
Which is why you should stay up here.|Dlatego nie powinnaś schodzić tam na dół.
Nekker Warrior|Nekker Wojownik
Surfaced for air - and they nabbed him.|Wynurzył się, by zaczerpnąć powietrza – i dopadły go.
Shit… Old man warned me not to surface before the end. No wonder.|Zaraza... Nic dziwnego, że stary ostrzegał mnie przed wynurzeniem się na powierzchnię.
Rats. Real pleasant place…|Szczury. Co za paskudne miejsce...
Need to talk to you.|Muszę z tobą porozmawiać.
Leave me be.|Zostaw mnie.
Thank you. Take any coin I can get. Doesn't come often in my profession.|Dzięki. W moim fachu każdy pieniądz się liczy.
Thanks. I can use it.|Dziękuję, przyda się.
Thank you, but… I won't accept any coin from you.|Dziękuję, ale nie przyjmę od ciebie zapłaty.
Why do ye offend me so?|Nie obrażaj mnie.
Don't take it the wrong way. There're things even a witcher shouldn't take coin for.|Źle mnie zrozumiałaś. Są rzeczy za które nawet wiedźmin nie powinien brać zapłaty.
Don't want any payment.|Nie chcę zapłaty.
Your betrothed is dead. An ekhidna captured and killed him.|Twój narzeczony nie żyje. Porwała go i zabiła echidna.
Nils…|Nils...
This won't bring him back, I know, but I avenged him, killed the beast.|Wiem, że to ci go nie zwróci, ale pomściłem jego śmierć i zabiłem potwora.
Thank you. Knew all along he was true to me. And so I'll vow to be true to him for the rest of me days.|Dziękuję. Wiedziałam, że był mi wierny. I dlatego ślubuję być mu wierną po kres moich dni.
Take this gold. 'Tain't much, but I want ye to take it.|Weź... Nie ma tego dużo, ale chcę, żebyś przyjął to złoto.
I know what happened to your betrothed.|Wiem, co się stało z narzeczonym.
Did you see Nils die?|Widziałaś, jak zginął Nils?
I… I saw a shadow… Great wings, like a cloud passin' o'er the sky. Then I heard him scream.|Ww-widziałam. Cień... Wielkie skrzydła, jakby chmura szła po niebie. A... A potem usłyszałam krzyk.
Somethin' grabbed 'im, lifted 'im up, then flew off towards the caves on the shore. But he was alive! Screamin' my name…|To coś go porwało i uniosło w stronę jaskiń na wybrzeżu. Ale on żył! Krzyczał moje imię...
I'll look into it.|Sprawdzę to...
Did you see Nils die?|Widziałaś, jak zginął Nils?
Take care.|Bywaj.
Take care.|Bywaj.
Farewell.|Bywaj.
The gods take pity on me, for folk no longer listen…|Niech bogowie zlitują się nade mną, skoro ludzie nie chcą słuchać...
My Nils is dead… But he died a death befittin' a warrior. No one'll say again that he was untrue to me.|Mój Nils nie żyje... Zginął, jak na wojownika przystało. I nikt więcej nie powie, że był mi niewierny.
Oi, witcher! Got an offer for ye!|Hej, wiedźminie. Mam dla ciebie propozycję.
The leshen accepted my offering.|Leszy przyjął ofiarę.
I saw the smoke rise and crows dance in the sky. Everything will return to the old ways.|Widziałem słup dymu i taniec kruków na niebie. Teraz wszystko będzie po staremu.
You'll see in a few days. I've done my part.|Przekonacie się w ciągu najbliższych dni. Ja zrobiłem, co do mnie należało.
Expecting coin, eh? Don't fret, I've got your gold.|Czekasz na pieniądze, co? Nie bój się, mam dla ciebie złoto.
Take it. You've earned every last bit.|Weź, zapracowałeś na każdą monetę.
Take care.|Żegnaj.
On your way, killer.|Ruszaj w drogę, zabójco.
Time I was on my way.|Na mnie już czas.
You really want to live in the shadow of a monster?|Naprawdę chcecie żyć w cieniu potwora?
You do know young boys will continue to die at the Covenant Stone, trying to become hunters. The killing'll never end.|Wiesz, że młodzi chłopcy nadal będą umierać przy Kamieniu Przymierza, próbując stać się myśliwymi? Morderstwa nie skończą się nigdy.
I've not paid you to lecture me. You've done your job. It's time you left.|Nie zapłaciłem ci za prawienie morałów. Wykonałeś swoją pracę, czas ruszać w drogę.
Well, well, Harald. Paying the witcher behind our backs to sod off and let the monster live.|No i co, Harald. Za naszymi plecami płacisz wiedźminowi, żeby wyniósł się i poniechał potwora.
We finished off the other elders. Just one left.|Skończyliśmy ze starszyzną. Zostałeś sam.
Pffft. Death's but another stage in the cycle. I embrace it.|Pfu! Śmierć jest naturalną koleją rzeczy. Nie boję się jej.
Begone, witcher. And you can keep your coin.|Odejdź stąd, wiedźminie. Możesz zatrzymać pieniądze.
Think murder will change something?|Naprawdę sądzicie, że to morderstwo coś zmieni?
You've done your part, got your coin, what are you waitin' for?! No monsters left around here.|Zrobiłeś swoje, wziąłeś pieniądze, to na co czekasz? Tu nie ma potworów.
I won't let you kill him.|Nie pozwolę go zabić.
The witcher first! Get him!|Najpierw wiedźmin! Na niego!
Can't let you kill him.|Nie pozwolę go zabić.
This is none of my business.|To nie moja sprawa.
You deserve each other.|Wszyscy jesteście siebie warci.
Heh, you're one to judge.|Nie tobie nas oceniać.
Know your place, witcher. You've dealt with the beast. Time you were on your way.|Znaj swoje miejsce, wiedźminie. Uporałeś się z potworem, więc czas ruszać w drogę.
Nothing will change, no matter what you do here.|Cokolwiek zrobicie – nic się nie zmieni.
We'll find out for ourselves. You see, it's our fate on the line here. You? You're just passing through.|O tym przekonamy się sami. Bo widzisz, tutaj waży się nasz los. A ty? Ty tu jesteś tylko przejazdem.
Maybe Lars'll bring some hare hides back from the hunt… I could make me some muffs.|Mógłby Lars przynieść z polowania zajęczych skórek... Mufki bym sobie zrobiła.
And I could use a fox pelt on me collar. What about you, Solve? What do you want from your man?|Mnie by się lisie futro przydało na kołnierz. A ty, Solva, czego byś chciała od męża?
I want 'im to take me huntin', 'stead of leavin' me to mind these pots. I'm a better shot than he is!|Żeby mnie wziął na polowanie, zamiast do garów pędzić. Lepiej z łuku strzelam niż on!
What was that?|Co to było?
Hmm… A magic explosion of some sort. So powerful even that echo was dangerous. I wager it destroyed the forest.|Hmmm... Jakaś magiczna eksplozja – tak silna, że nawet jej echo było groźne. Idę o zakład, że to ona zniszczyła las.
But Ciri and her companion weren't harmed… I saw them escape.|Ale Ciri i jej towarzyszowi nic się nie stało. Widziałem, jak uciekali.
Let's see where to.|Sprawdźmy dokąd.
I was born ready. Let's start this.|Jestem. Możemy zaczynać.
Careful. It's a great honor… and a great danger.|Uważaj. To wielki honor... Ale i niebezpieczeństwo.
The time has come for the Great Race! Riding for glory of Freya will be Geralt of Rivia and last year's champion, Astrid the Vipress!|Pora zacząć Wielki Bieg, w którym ku chwale Freyji zmierzą się Geralt z Rivii i zwycięzca z zeszłego roku, Astrid zwana Żmiją!
I'm ready. Let's start.|Jestem. Zaczynajmy.
Not just yet. But I'll be back. Soon.|Jeszcze nie. Ale niedługo wrócę.
Not yet.|Jeszcze nie.
To be perfectly honest, I did not think you would win even one race. Yet here you've gone and won three! Well, you've earned the right to ride in the Great Race… but do you think you are ready for it?|Szczerze mówiąc, nie myślałam, że wygrasz w choć jednym wyścigu. A tymczasem zwyciężyłeś we trzech i zdobyłeś prawo do udziału w Wielkim Biegu... Ale czy jesteś na to gotowy?
The traitor, witcher. You've got to find him. Before Skellige drowns in blood.|Pomóż znaleźć zdrajcę, wiedźminie. Inaczej Skellige utonie we krwi.
More drinkin', less gabbin'!|Więcej picia, mniej gadania!
Poor Katje…|Biedna Katje...
Oh the shame…|Taki wstyd...
I've known Bjorn so many years. To think he'd fail the Trial of the Path. I never expected that.|Znam Bjorna od lat. Nigdy bym nie pomyślała, że nie przejdzie próby szlaku.
Bjorn's honorable - to the point of madness. He'll not want to live in shame… I'm afeared he'll kill himself.|Bjorn jest honorowy do szaleństwa... Boję się, że będzie wolał się zabić, niż żyć w hańbie.
Sacrificed me best mare… 'Twas an honor.|Poświęciłem najlepszą klacz... Zaszczyt to dla mnie.
She were good and true here, she'll be so beyond…|Była dobra tutaj, będzie dobra i na tamtym świecie...
May she serve our king worthily. One day we'll meet again.|Niechaj godnie służy naszemu królowi. Kiedyś znowu ją spotkam.
