en_text|pl_text|bielik_prompt7_translation
Just wolfin' things down… or not.|Nie wywołuj wilka z lasu, bo...|Po prostu jedz... lub nie.
What did your brother do?|Co zrobił twój brat?|Co zrobił twój brat?
Think everyone'll see it that way?|Myślisz, że wszyscy tak to ocenią?|Myślisz, że wszyscy tak to zobaczą?
A Nordling?|Nordlingu?|Czy to Nordling?
As I thought. At any rate, Ard Skellig's my isle. You've my permission to investigate as you see fit.|Tak myślałem. W każdym razie Ard Skellig to moja wyspa i masz pozwolenie na badania.|Jak sądziłem. W każdym razie Ard Skellig jest moją wyspą. Masz moje pozwolenie na zbadanie sprawy według uznania.
You might've mentioned them when I walked in…|Wspominałeś o nich, jak się witaliśmy...|Może wspomniałeś o nich, kiedy wszedłem...
Fresh footprints. Could be Cerys'.|Świeże ślady, może to Cerys.|Świeże ślady stóp. Mogą być Cerys.
Whoever wields this sword will always find his way at sea, no matter how stormy the skies.|Kto dzierży ten miecz, ten zawsze znajdzie drogę na morzu, choćby niebo było zachmurzone.|Ten, kto dzierży ten miecz, zawsze znajdzie drogę na morzu, niezależnie od tego, jak burzowe są niebiosa.
What? Master… Can't rightly believe Crach's got that in his coffers!|Ile? Panie... Tyle to chyba nawet Crach w skarbcu nie ma!|Co? Mistrzu... Nie mogę uwierzyć, że Crach ma to w swoich skrzyniach!
Listen, maybe we can make a deal. They took my things, but…|Słuchaj, może jakoś się dogadamy. Zabrali moje rzeczy, ale...|Posłuchaj, może możemy zrobić interes. Zabrali moje rzeczy, ale...
Don't have time.|Nie mam czasu.|Nie mam czasu.
What's that to do with the price of tea in Zerrikania?|A co ma piernik do wiatraka?|Co to ma wspólnego z ceną herbaty w Zerrikanii?
Less talk, more giving me a hand.|Nie gadaj tyle, tylko podaj mi rękę.|Mniej gadania, więcej pomagania.
Haaaaaa!|Ha!|Ha ha ha!
Remember when that storm caught us in Olls Bay?|A pamiętacie, jak w Zatoce Sove złapał nas sztorm?|Pamiętasz, jak ta burza złapała nas w Zatoce Olls?
Can I have a word?|Mogę zająć chwilę?|Czy mogę z tobą porozmawiać?
Well, well, well.|No no no.|No cóż, no cóż, no cóż.
Seven years of bad luck for the fool who shattered this.|Ponoć rozbicie lustra to siedem lat nieszczęść.|Siedem lat pecha dla głupca, który to rozbił.
I… I know that longship…|Ja... znam ten drakkar...|"Tłumaczenie:

""Wiem o tym długim statku...""

(To jest dosłowne tłumaczenie podanego zdania.)"
A few've tried already. Now they live at the bottom with the beasts.|Paru już próbowało. I razem z nimi na dnie zamieszkali.|Kilku już próbowało. Teraz mieszkają na dole z bestiami.
You of clan an Craite?|Jesteś z klanu Craite?|Czy jesteś z klanu Craite?
I'm glad he won. Brave and valiant, that one.|Dobrze, że wygrał. Jest odważny i bitny.|Cieszę się, że on wygrał. Odważny i dzielny z niego człowiek.
Farewell.|Bywaj.|Żegnaj.
You and Ciri grew up together…|Ty i Ciri wychowywaliście się razem...|Ty i Ciri dorastaliście razem...
Will Sven visit today?|Sven przyjdzie dzisiaj?|Czy Sven odwiedzi nas dzisiaj?
It's, uh… adornment. I engraved it.|No... Zdobienia graweruję.|To jest, eh... ozdoba. Wyryłem to.
Why? D'you know him?|Po co? Znałaś go?|Dlaczego? Znasz go?
Was Udalryk punished?|Udalryka ukarano?|Czy Udalryk został ukarany?
Is he sick? He didn't seem quite right during Crach's feast, but…|Jest na coś chory? Hmm... Na uczcie u Cracha wydawało mi się, że coś mu jest, ale...|Czy on jest chory? Nie wydawał się całkiem normalny podczas uczty Cracha, ale...
You admit to this deed.|A więc przyznajesz się do winy.|Przyznajesz się do tego czynu.
Mhm. Damn near bursting with it. Till next time.|Mhm. Aż od niej pękam. No, nic... Do następnego.|Tak. Prawie pęka z tego. Do następnego razu.
About those voices…|Jeśli chodzi o te głosy...|O tych głosach...
What's the matter?|O co chodzi?|Co się stało?
Lemme see what you have.|Pokaż mi swoje towary.|Pokaż mi co masz.
What? No, jarl fought like a bear! Slicin', and dodgin', and hollerin', then slicin' again. Couldn't save himself though.|Gdzie tam, walczył jak niedźwiedź! Ciął, uchylał się, wrzeszczał, znowu ciął. Ale to go nie uratowało.|Co? Nie, jarl walczył jak niedźwiedź! Cięcie, unik, krzyk, potem znowu cięcie. Sam siebie jednak nie uratował.
Or what?|Bo co?|A co z tym?
Not enough that he's handy, he's noble, too!|Nie dość, że uczynny, to jeszcze szlachetny.|Nie wystarczy, że jest użyteczny, jest też szlachetny!
Your Royal Majesty, would you spare a moment?|Wasza królewska mość, czy zechcesz zamienić ze mną słowo?|Wasza Królewska Mość, czy moglibyście poświęcić chwilę?
We entrust them to the goddess.|Polecamy ich bogini.|Powierzamy ich bogini.
Tell me about the mountain path.|Opowiedz o tej górskiej ścieżce.|Opowiedz mi o ścieżce górskiej.
Well, let's go.|No, to chodźmy.|No to chodźmy.
Cages open. Beasts released.|Bestie na wolności.|Klatki otwarte. Bestie uwolnione.
Forktail|Widłogon|"Widelec ogonowy (nazwa naukowa: Diptera)

Przetłumacz na polski i nie dodawaj żadnych dodatkowych wyjaśnień, napisz tylko samo tłumaczenie: 'Forktail'
Widelec ogonowy"
Greetings, stranger.|Witaj, nieznajomy.|Pozdrawiam, obcy człowieku.
Pops mold. Dijkstra's antidote should come in handy.|Pleśń Popsa. Teraz się przyda antidotum Dijkstry.|Rozbij formę. Antidotum Dijkstry może się przydać.
Why do I think you turned her down?|Coś mi mówi, że się nie zgodziłeś.|Dlaczego myślę, że ją odrzuciłeś?
Sail out of port and head southwest. Watch for rocks protrudin' like pricks out the water - you'll have to do some tricky tackin' to get past them.|Wyjdź z portu i płyń na południowy zachód. Uważaj na skały wystające z wody – będziesz się musiał między nimi nieźle nahalsować.|Odbij od brzegu i kieruj się na południowy zachód. Uważaj na wystające z wody skały - będziesz musiał ostro manewrować, aby je ominąć.
With my crew gone, I could use a body at my side. And poor Leif…|Moja drużyna przepadła i przydałby mi się towarzysz. A biedny Leif...|Bez mojej załogi potrzebuję kogoś u mego boku. A biedny Leif...
Ugh!|Ugh!|Ach!
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem do korony Skellige.|Gdyby jej się udało, Svanrige zostałby jedynym pretendentem do tronu Skellige.
On the shore at Larvik. His fierce gaze to protect us from the Black Ones!|Na nabrzeżu w Larvik. Będzie nas strzegł przed Czarnymi!|Na plaży w Larvik. Jego dziki wzrok, aby chronić nas przed Czarnymi!
Well, well. Lighthouse has got a pretty dark secret.|No proszę. Najciemniej pod latarnią.|No cóż, no cóż. Latarnia morska ma całkiem mroczną tajemnicę.
The one with the rope you use for trophies, that one seems interesting.|Ten ze sznurem do wiązania trofeów wydaje się interesujący.|Ten z liną, której używasz do trofeów, ten wydaje się interesujący.
Farewell.|Bywaj.|Żegnaj.
Golem|Golem|Golem
You're afraid you'll lose.|Boisz się przegrać.|Boisz się, że przegrasz.
A net. For swipin' fish outta the water.|Podbierak. Żeby wyjąć rybę z wody.|Siatka. Do wyciągania ryb z wody.
They were the ones who changed into bears. Just like in the legends about berserkers. I saw it with my own eyes - might've been alone in that. Everyone else was starin' at young Lugos.|To oni zmienili się w niedźwiedzie, jak w legendach o berserkach. Widziałem na własne oczy – i chyba jako jedyny, bo reszta akurat gapiła się na młodego Lugosa.|To oni zmienili się w niedźwiedzie. Tak jak w legendach o berserkerach. Widziałem to własnymi oczami - może byłem jedyny. Wszyscy inni patrzyli na młodego Lugosa.
Guessing the old jarl couldn't let it pass?|Domyślam się, że stary jarl mu nie odpuścił?|Czy stary jarl nie mógł tego zostawić?
Been to the ruins. Your son's band - a fiend attacked them. They're all dead. Sorry.|Byłem już tam. Na kompanię twojego syna napadł bies... Z tego, co widziałem, nikt nie przeżył. Przykro mi.|Byłem w ruinach. Twoja synowa - diabeł zaatakował ich. Wszyscy są martwi. Przepraszam.
Strange… Any witnesses?|Dziwne... Są jacyś świadkowie?|Dziwne... Czy są jacyś świadkowie?
Eee... Err...|Yyy... Hmm...|Ach... Eh...
I can rid you of Morkvarg.|Mogę pozbyć się Morkvarga.|Mogę cię uwolnić od Morkvarga.
What did the gods say? Exactly.|Co dokładnie powiedzieli bogowie?|Co powiedzieli bogowie? Dokładnie tak.
Heard one bloke demanded dragon heart fiber be fused into his blade… The twat.|Słyszałem, że jeden życzył sobie, by mu w klingę wtopić włókno smoczego serca… Idiota.|Słyszałem, jak jeden gość zażądał, żeby w jego ostrzu zespawać włókna serca smoka... Ten debil.
Glamour… Scent of lilac and gooseberries, even with the lid on…|Glamarye... Nawet zamknięta pachnie bzem i agrestem.|Glamour... Zapach bezów i agrestu, nawet z zamkniętą pokrywą...
Melt this blade and forge it again. A sword's for cuttin', not lookin' pretty.|Przetopisz to ostrze i wykujesz na nowo. Miecz ma ciąć, nie ładnie wyglądać.|Roztop ten miecz i przekuj go ponownie. Miecz jest do cięcia, a nie do oglądania.
Spirit's on the hunt for a new soul now.|Duch szuka teraz nowej ofiary.|Duch szuka teraz nowej duszy.
Greetings. Lookin' to buy?|Witaj. Chcesz coś kupić?|Cześć. Szukasz czegoś do kupienia?
The tower will surely do everything in its power to stop us.|Wieża na pewno zrobi wszystko, żeby nas powstrzymać.|Wieża z pewnością użyje wszelkich środków, aby nas powstrzymać.
I need that man.|Potrzebuję tego człowieka.|Potrzebuję tego człowieka.
Where should I search for your son?|Gdzie zacząć poszukiwania?|Gdzie powinienem szukać twojego syna?
For the love of Freya! All right! Have it your way! You saved me, now what? What, need I march around the country singin' out your praises?!|Na Freyję! Niech ci będzie! Uratowałeś mnie! I co teraz? Mam chodzić po wsiach i odtrąbić twój triumf?!|Dla miłości Freyi! Dobrze! Rób jak chcesz! Uratowałeś mnie, teraz co? Co, mam maszerować po kraju śpiewając twoje pochwały?!
We had to try. If we didn't, who would?|Musieliśmy spróbować. Jak nie my, to kto?|Musieliśmy spróbować. Jeśli byśmy nie spróbowali, kto by to zrobił?
You know nothing, White One. Now go.|Nic nie rozumiesz. Idź już.|Nic o mnie nie wiesz, Biały. Teraz idź.
Might join you later.|Może dołączę później.|Może dołączę później.
Cerys?! But she's-- Well, she's…|Cerys!? Ale ona... Ona jest przecież...|"Cerys?! Ale ona jest... No cóż, ona jest...

(Uwaga: To zdanie jest niedokończone w oryginalnym tekście, więc tłumaczenie również pozostaje niedokończone.)"
Honor demands it, I get that… but it don't mean I'll ease your task any.|Rób, co ci każe honor... Ale nie licz, że ci to ułatwię.|Honor tego wymaga, ja to rozumiem... ale to nie znaczy, że ułatwię ci zadanie ani trochę.
Bit of a milksop, ain't he?|E, chudy jakiś!|Trochę mleczak, co?
In the glade past the river. The lads… they liked that place, since they were tikes. They'd go there to catch hares.|Na polanie za rzeką. Chłopcy... Lubili to miejsce od dziecka. Chodzili tam łapać zające.|Na polanie za rzeką. Chłopcy... lubili to miejsce, odkąd byli mali. Chodzili tam na zające.
I should think so!|No raczej!|Myślę, że tak!
It shan't take long.|To nie zajmie długo.|Nie zajmie to długo.
Certainly hope that's the case.|Też mam taką nadzieję.|Oczywiście mam nadzieję, że tak jest.
Emperor would be very pleased to hear you quarrel.|Cesarz ucieszyłby się, gdyby usłyszał waszą rozmowę.|Cesarz byłby bardzo zadowolony, gdyby usłyszał waszą kłótnię.
Of course. But please do hurry.|Oczywiście. Tylko bardzo proszę – pospiesz się.|Oczywiście. Ale proszę się pospieszyć.
It's not that simple. There have been those who have bested Morkvarg… Yet he always returns.|To nie takie proste. Znaleźli się już tacy, którzy zdołali pokonać Morkvarga... Ale on zawsze wraca.|To nie jest takie proste. Byli tacy, którzy pokonali Morkvarga... Jednak on zawsze wraca.
Farewell.|Bywaj.|Żegnaj.
Wha? 'Ere? It's damp… and dark…|Tutaj? Mokro tu i ciemno...|Co? Gdzie? Jest mokro... i ciemno...
You underestimate me.|Nie doceniasz mnie.|Niedoceniasz mnie.
No, it's made from the heart of a falling star.|Nie, ona jest zrobiona z serca spadającej gwiazdy.|Nie, jest zrobione z serca spadającej gwiazdy.
I've no notion where the others are. Those that survived, that is…|Nie mam pojęcia, gdzie jest reszta. To znaczy ci, którzy przeżyli...|Nie mam pojęcia gdzie są pozostali. Ci, którzy przeżyli...
I'd know for certain if I was able to inspect the disaster zone. Unfortunately, Ermion and his druids aren't letting anyone near.|Miałabym pewność, gdyby mi się udało zbadać tę anomalię. Niestety Myszowór i jego druidzi nie dopuszczają nikogo na miejsce katastrofy.|Wiedziałbym na pewno, gdybym mógł zbadać strefę katastrofy. Niestety, Ermion i jego druidzi nie pozwalają nikomu się zbliżyć.
Just how do they know when the end of the world'll come?|A niby skąd oni mogą wiedzieć, kiedy będzie koniec świata?|Skąd oni wiedzą, kiedy nadejdzie koniec świata?
Mind if I take the helm?|Pozwolisz, że ja będę sterować?|Czy masz coś przeciwko temu, żebym przejął ster?
You won, aye, shan't deny it. But go brag to someone who don't know already.|Wygrałeś, tak, wiem przecież. Idź się pochwal komuś, kto nie wie.|Wygrałeś, nie zaprzeczę. Ale idź się przechwalać komuś, kto już o tym nie wie.
Course he will.|Pewnie, że przyjdzie.|Oczywiście, że tak.
A matter that brooked no delay, I presume… What was it? A nekker contract?|Coś niecierpiącego zwłoki, jak mniemam... Co to było? Kontrakt na nekkera?|Sprawa, która nie znosiła zwłoki, jak sądzę... Co to było? Kontrakt z nekkerem?
If the witcher's in.|To zależy, czy wiedźmin się zgadza.|Jeśli wiedźmin jest w środku.
Ruar, don't eat so much.|Ruar, nie żryj tyle.|Ruar, nie jedz tak dużo.
Follow me.|Za mną.|Chodź za mną.
Islanders will see it as a great victory.|Wszyscy na wyspach powiedzą, że to wielkie zwycięstwo.|Mieszkańcy wysp uznają to za wielkie zwycięstwo.
How'd you go from being the emperor's hostage to being his ally?|Jak to się stało, że z zakładniczki cesarza stałaś się jego sojuszniczką?|Jak przeszedłeś od bycia zakładnikiem cesarza do bycia jego sojusznikiem?
We look like stiffs to you, me and me lads?|A wyglądamy ci na umrzyków, ja i moja drużyna?|Myślisz, że wyglądamy jak sztywniacy, ja i moi chłopcy?
Not sure. Sounds preferable to dull banquets garnished with court intrigue.|Wolę to niż nudne bankiety i pałacowe intrygi.|Nie jestem pewien. Brzmi lepiej niż nudne uczty ozdobione dworskimi intrygami.
Care for a game of gwent?|Zagrajmy w gwinta.|Chcesz zagrać w gwinta?
Better not.|Trzymam cię za słowo.|Lepiej nie.
I'm ready.|Jestem gotowy do walki.|Jestem gotowy.
Could've shown some sympathy for the boy. He--|Mogłaś okazać trochę współczucia temu chłopakowi. On...|Mogli okazać trochę współczucia dla chłopca. On--
You'd sail with anyone who'd let you aboard - Crach's daughter included.|Ty to byś z każdym wypłynął, kto by cię do załogi wziął, nawet i z Crachową córką.|Popłynąłbyś z każdym, kto by cię zabrał na pokład - córka Cracha włącznie.
Then you just need to show up. I'll take care of the rest.|Potem musisz tam po prostu być, ja zajmę się resztą.|Wystarczy, że się pojawisz. Ja zajmę się resztą.
Tall one's Wilmar. Wilfred's to his right. And the lad with the stutter's Wilhelm.|Ten wysoki to Wilmar, obok niego po prawej Wilfred, a ten, co się tak jąka, to Wilhelm.|Wilmar jest wysoki. Wilhelma ma po prawej stronie. A ten chłopak z jąkaniem to Wilhelm.
Gotcha. What's his name?|Jasne. Co to za jeden?|Masz go. Jak on ma na imię?
Your Spirit is a very old leshen. He's dangerous, but I should be able to deal with him.|Wasz Duch to bardzo stary leszy. Jest groźny, ale raczej dam mu radę.|Twój duch jest bardzo starym leśnym duchem. Jest niebezpieczny, ale powinienem być w stanie sobie z nim poradzić.
So long.|Bywaj.|Do widzenia.
We're about to make some enemies.|Narobimy sobie wrogów...|Zaraz zrobimy sobie kilku wrogów.
The sea provides.|Morze daje.|Morze dostarcza.
Nothin' quite like a witcher.|Wiedźmin to jednak wiedźmin.|Nic takiego jak wiedźmin.
