default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Oto tłumaczenie na język polski:

""Weź się w garść, Sinna. Jak oni się tu dostali?""

To zdanie wydaje się pochodzić z dialogu lub narracji, gdzie jedna osoba (prawdopodobnie o imieniu Sinna) jest upominana lub pyta o to, jak nieproszeni goście znaleźli się w danym miejscu.","Ogarnij się, Sinna. Jak oni się dostali do środka?","Weź się w garść, Sinna. Jak oni się tu dostali?","Weź się w garść, Sinna. Jak oni dostali się do środka?",0.39492846202995935,0.0508987452590157,0.7136697769165039,0.5143001366014593,0.2626909894424158,0.8829219341278076,0.6639333087924244,0.12760671487807074,0.9200401902198792
"""Pshaw..."" to wyrażenie używane w języku angielskim, które można przetłumaczyć na polski jako ""Ech..."", ""No cóż..."", ""Ach, tak..."" lub po prostu ""Tak..."". Jest to krótkie westchnienie lub komentarz wyrażający rezygnację, zniecierpliwienie lub akceptację sytuacji. W języku polskim nie ma dokładnego odpowiednika tego wyrażenia, ale najbliższe znaczeniowo mogą być wspomniane powyżej formy.",Pshaw...,"Pshaw... można przetłumaczyć na polski jako Ech..., No cóż..., Ach, tak... lub po prostu Tak....",Pfuj...,0.14080271314275408,0.0,0.6082139611244202,0.41598622708618144,0.013217947626377298,0.7035936117172241,0.16094595196859132,0.0,0.8673380017280579
"Oto tłumaczenie na język polski:

""Pozdrowienia dla Ciebie.""

To jest dosłowne tłumaczenie wyrażenia ""Greetings to you"". W języku polskim częściej używa się formy ""Pozdrawiam"" lub ""Pozdrowienia"", ale bezpośrednie tłumaczenie brzmi właśnie tak.",Pozdrowienia dla ciebie.,Pozdrowienia dla Ciebie.,Pozdrowienia dla ciebie.,0.4313533732042493,0.005834347180338519,0.6863155961036682,0.81134368154492,0.24028114141347542,0.9194320440292358,1.0,0.5623413251903491,0.9999998807907104
"Dobrze, przetłumaczone na język polski:

""Wszystko w porządku - gdzie jest Olaf?""

To zdanie składa się z dwóch części:
1. ""Wszystko w porządku"" - to tłumaczenie frazy ""All right"".
2. ""Gdzie jest Olaf?"" - to dosłowne tłumaczenie pytania ""Where's Olaf?"".

Całe zdanie wyraża zarówno potwierdzenie, że wszystko jest w porządku, jak i pytanie o miejsce pobytu osoby o imieniu Olaf.",Dobrze - gdzie jest Olaf?,Wszystko w porządku - gdzie jest Olaf?,"Dobrze, gdzie jest Olaf?",0.3312188399716493,0.015047393727010075,0.657240629196167,0.6654914434455149,0.41113361690051975,0.8403695225715637,0.8005243910429668,0.3096787331587729,0.9594554305076599
Dobrze. Zróbmy to.,Dobrze. Zróbmy to.,Dobrze. Zróbmy to.,Dobrze. Zróbmy to.,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0,1.0,0.5623413251903491,1.0
"Tłumaczenie tego zdania na język polski brzmi:

""Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza!""

To zdanie jest częścią dialogu z serii książek ""Wiedźmin"" autorstwa Andrzeja Sapkowskiego. Jest to pożegnalne pozdrowienie skierowane do Geralta z Rivii, głównego bohatera serii. Zdanie wyraża życzenia pomyślności i bezpiecznej podróży dla wiedźmina, który opuszcza grupę przyjaciół.","Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza dla ciebie!","Zrobiliśmy to. Żegnaj, wiedźminie! Pomyślnych wiatrów i spokojnego morza!","Zrobiliśmy to. Żegnaj, czarodzieju! Pomyślnych wiatrów i spokojnego morza dla ciebie!",0.6475520749518878,0.1081092762299107,0.7244828343391418,0.8733092963311808,0.6913086465463161,0.9643470048904419,0.832380254728417,0.7016879391277372,0.9526700973510742
"Witaj, Simunie. Czyżby Lugosi zdecydowali się cię wypuścić?

To tłumaczenie jest dosłownym przekładem oryginalnego zdania na język polski. Zawiera ono elementy grzecznościowe (""Witaj, Simunie""), które są typowe dla języka polskiego przy zwracaniu się do kogoś po imieniu. Reszta zdania pozostaje bez zmian, ponieważ nie zawiera żadnych specyficznych zwrotów czy idiomów, które wymagałyby adaptacji do polskiego kontekstu kulturowego lub językowego.","Witaj, Simunie. Czy Lugos pozwoli ci odejść?","Witaj, Simunie. Czyżby Lugosi zdecydowali się cię wypuścić?","Witaj, Simun. Czy Lugos postanowił cię puścić?",0.3205625457096791,0.00654141612150541,0.653295636177063,0.5526761145789867,0.05873949094699214,0.8429585695266724,0.5209169509924422,0.07730551756939454,0.8812553286552429
"Dobrze, co my tu mamy...?

To tłumaczenie jest dosłowne i zachowuje oryginalny sens zdania w języku angielskim. Jest to pytanie retoryczne, które może być używane w różnych kontekstach, aby wyrazić ciekawość lub chęć uzyskania informacji o czymś, co się aktualnie dzieje lub jest obecne.",Dobrze. Co my tu mamy...?,"Dobrze, co my tu mamy...?",Dobrze. Co my tu mamy…?,0.3488630568236628,0.02071568233975157,0.6551101803779602,0.7460027724540108,0.26591479484724945,0.9337255358695984,0.7985263020865231,0.668740304976422,0.8833525776863098
"Tłumaczenie na polski:

""Nie ma szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, uwzględniając kontekst i intencję mówiącego.","Żadnych szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.","Nie ma szans. Jesteś słaby. Możesz zemdleć po drodze. Poczekaj tutaj, pójdziemy razem.","Nie ma szans. Jesteś słaby. Możesz znowu zemdleć po drodze. Zostań tutaj, pójdziemy razem.",0.7899983403346315,0.29586757494947247,0.7662174105644226,0.9093789208746408,0.8242367502646054,0.9668927192687988,0.750221904951612,0.32857020447977725,0.9254475235939026
"Tłumaczenie tego zdania na język polski brzmi:

""Jak się ma Cerys?""

To jest pytanie o samopoczucie lub stan osoby o imieniu Cerys. W języku angielskim ""How're things?"" to potoczne wyrażenie używane do zadawania pytania o czyjeś samopoczucie lub sytuację życiową. W języku polskim najbliższym odpowiednikiem byłoby właśnie ""Jak się masz?"" lub ""Co tam u Ciebie?"", ale w tym konkretnym przypadku, gdy mówimy o kimś innym (Cerys), bardziej precyzyjne jest ""Jak się ma Cerys?"".",Jak się mają sprawy z Cerys?,Jak się ma Cerys?,Co słychać u Cerys?,0.1948397071413096,0.0024874082113819154,0.6096241474151611,0.4473291647925354,0.11404605374835301,0.895760715007782,0.19298451052688662,0.04873039689743777,0.8482561111450195
"Tekst ""Them eyes he's got..."" to fragment piosenki ""Them Eyes Are Boogie"" zespołu The Dells. W języku polskim można to przetłumaczyć jako:

""Te oczy, które on ma...""

Jest to tytuł i początek refrenu tej piosenki, który podkreśla urok i atrakcyjność czyichś oczu. Piosenka ta jest popularnym utworem soulowym z lat 60. XX wieku.","Te oczy, które on ma...","Te oczy, które on ma...","Te oczy, które on ma...",0.39185038572916864,0.017093577453940946,0.670036792755127,1.0,1.0,0.9999998807907104,1.0,1.0,0.9999998807907104
"Tłumaczenie tego zdania na język polski brzmi:

""Pachniesz wspaniale.""

To jest najbardziej naturalne i powszechnie używane wyrażenie w języku polskim, aby wyrazić pochlebną opinię o czyimś zapachu. Można też spotkać inne warianty, takie jak ""Masz piękny zapach"" lub ""Twoje perfumy są cudowne"", ale ""Pachniesz wspaniale"" jest najprostszym i najczęściej stosowanym odpowiednikiem oryginalnego angielskiego zdania.",Pachniesz wspaniale.,Pachniesz wspaniale.,Pachniesz cudownie.,0.3272556201102418,0.0,0.6505002975463867,1.0,0.316227766016838,1.0,0.4523833144311909,0.1495348781221221,0.8415886163711548
"Tłumaczenie tego zdania na język polski brzmi:

""Nie mam czasu na to.""

To popularne wyrażenie używane w sytuacji, gdy ktoś nie może lub nie chce poświęcić swojego czasu na daną czynność lub zadanie. Może być stosowane w różnych kontekstach, od codziennych obowiązków po bardziej formalne sytuacje zawodowe.",Nie mam czasu na to.,Nie mam czasu na to.,Nie mam czasu na to.,0.3558259470507897,0.019348958477379132,0.6564728021621704,1.0,1.0,1.0000001192092896,1.0,1.0,1.0000001192092896
"Eh, okradaliśmy naszych sąsiadów już wiele razy wcześniej. Na Skellig, Spikeroog i...","Ehh, okradliśmy naszych sąsiadów wiele razy wcześniej. Na Skellig, Spikeroog i...","Eh, okradaliśmy naszych sąsiadów już wiele razy wcześniej.","Eh, okradaliśmy naszych sąsiadów wiele razy wcześniej. Na Skellig, Spikeroog i...",0.8973045488501324,0.5706745777055999,0.981227695941925,0.5846306510830955,0.11880509436980435,0.843514621257782,0.9383717988770471,0.7860753021519787,0.9857752323150635
"Tłumaczenie na język polski:

Gdzie?

To jest podstawowe pytanie w języku polskim, które odpowiada angielskiemu ""Where?"". Jest ono używane do zadawania pytań o lokalizację lub miejsce czegoś. Na przykład:

- Gdzie jest sklep spożywczy?
- Gdzie mieszkasz?
- Gdzie to się stało?

Pytanie ""Gdzie?"" może być również używane jako część bardziej rozbudowanych pytań, takich jak ""Gdzie to znaleźć?"" czy ""Gdzie to się wydarzyło?"".",Gdzie?,Gdzie?,Gdzie?,0.08911412770527022,0.0028919892142542742,0.584658682346344,1.0,0.1778279410038923,0.9999999403953552,1.0,0.1778279410038923,0.9999999403953552
"Tłumaczenie na język polski:

""Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.""

To tłumaczenie oddaje sens oryginalnego tekstu, zachowując jego emocjonalny wydźwięk i strukturę gramatyczną.","Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.","Strony, wiem jak będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.","Sides, wiem jak to będzie: wyplujesz kilka obelg, przebijesz mnie swoim mieczem. Potem zniknę, by pojawić się ponownie za kilka dni.",0.8974154245220025,0.4639491362210437,0.8357364535331726,1.0,1.0,1.0,0.9250437633155492,0.8289657839357887,0.9797871112823486
"Tłumaczenie tego zdania na język polski brzmi:

""Może zagramy w karty?""

To jest bezpośrednie tłumaczenie, które oddaje sens oryginalnego angielskiego wyrażenia. Zdanie to jest zaproszeniem do gry w karty i może być używane w różnych kontekstach społecznych lub rodzinnych, jako propozycja spędzenia czasu lub rozrywki.",Może zagramy w karty?,Może zagramy w karty?,A może zagramy w karty?,0.37696639331708637,0.008647922020227043,0.6763439774513245,1.0,1.0,1.0,0.9286241200708694,0.26591479484724945,0.9496623277664185
"Oto tłumaczenie na język polski: ""Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.""

To zdanie jest humorystyczne i sugeruje, że osoba mówiąca ma nadzieję, że ktoś inny jest bardzo kompetentny w swojej dziedzinie - w tym przypadku w poszukiwaniu zatopionych statków. Może to być odniesienie do pracy nurka, archeologa podwodnego lub kogoś zajmującego się badaniem wraków statków.","Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.","Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.","Mam nadzieję, że jesteś równie dobry w poszukiwaniu zatopionych statków.",0.682726328140276,0.1289910935914641,0.7721120119094849,1.0,1.0,1.0,1.0,1.0,1.0
"Tłumaczenie na język polski:

""Faktem jest, że nawet ci, którzy widzą w niej zwykłą dziewczynę, chętnie wysyłają ją na morze z całym dobytkiem.""

To zdanie wydaje się odnosić do sytuacji, w której ktoś (prawdopodobnie mężczyzna) traktuje kobietę jako osobę o niższym statusie społecznym lub materialnym i nie ma oporów przed pozbyciem się jej, nawet jeśli oznacza to wyrzucenie jej na morze z całym jej majątkiem. Może to być metafora dla sytuacji, gdy ktoś wykorzystuje inną osobę bez skrupułów.","Faktem jest, że nawet ci, którzy widzą w niej dziwkę, chętnie wypchnęliby ją do morza, razem z jej piersiami.","Faktem jest, że nawet ci, którzy widzą w niej zwykłą dziewczynę, chętnie wysyłają ją na morze z całym dobytkiem.","Prawda jest taka, że nawet ci, którzy widzą ją jako dziewczynę, chętnie wyrzuciliby ją za burtę razem z jej piersiami.",0.45087635403994336,0.09449865252803165,0.7218664884567261,0.5735896219462047,0.4562799427006306,0.869147777557373,0.6074554783719038,0.31569611706824424,0.8666658401489258
"Na pewno nie będę pływać z ""nim"".

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, używając potocznego stylu mówienia i wyrażenia niechęci do współpracy lub towarzystwa danej osoby (w tym przypadku ""nim"").",Na pewno nie będę pływać z nim.,Na pewno nie będę pływać z nim.,Nie zamierzam pływać z nim.,0.4970832174947275,0.1383690338431511,0.7352817058563232,1.0,1.0,1.0,0.4181040413350681,0.17824801752356584,0.8729920983314514
"Tłumaczenie tego zdania na język polski brzmi:

""Słyszałem, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.""

To zdanie składa się z dwóch części:
1. ""I hear he's very sick"" - ""Słyszałem, że jest bardzo chory""
2. ""Carrying himself unusually well tonight"" - ""Dziś wieczorem trzyma się niezwykle dobrze""

Warto zauważyć, że w języku polskim struktura zdania może być nieco inna niż w języku angielskim, ale sens obu części pozostaje taki sam.","Słyszę, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.","Słyszałem, że jest bardzo chory. Dziś wieczorem trzyma się niezwykle dobrze.","Słyszę, że jest bardzo chory. Dziś wieczorem czuje się niezwykle dobrze.",0.6192716670477312,0.10372716551787978,0.6709674596786499,0.9366605353858652,0.8931539818068694,0.979442298412323,0.8626649211247855,0.7016879391277372,0.9804382920265198
"Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży sobie na premię od zarobku, ot co!","Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży na premię od zarobków, zasłuży!","Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży sobie na premię od zarobku, ot co!","Trochę, tak... ale pieprzyć to! Jeśli Wiedźmin pozbędzie się upiora, zasłuży na premię od zarobków, zasłuży.",0.8566414648306887,0.6540585844910979,0.9444954991340637,0.8566414648306887,0.6540585844910979,0.9444954991340637,0.988946338848438,0.9306048591020997,0.9837480783462524
"Tłumaczenie tego zdania na język polski brzmi:

""Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musisz się martwić o złodziei. Już nigdy więcej nie ukradną.""

To zdanie wydaje się być fragmentem opowiadania lub dialogu, który zawiera elementy tajemnicy i zapewnienia o bezpieczeństwie. Może odnosić się do miejsca na fikcyjnej wyspie lub być metaforą dla jakiejś sytuacji w życiu bohaterów.","Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazłem - długa historia. Tak czy inaczej, nie musisz martwić się o złodziei. Już nigdy więcej nie ukradną.","Północna część wyspy, niedaleko cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musisz się martwić o złodziei. Już nigdy więcej nie ukradną.","Północna część wyspy, w pobliżu cmentarzyska wielorybów. Nie pytaj mnie, jak się tam znalazło - długa historia. W każdym razie nie musimy się martwić o złodziei. Oni już nigdy więcej nie ukradną.",0.7547696159567806,0.23111201223159547,0.7931538224220276,0.8367867728849351,0.6368049163150099,0.9626010060310364,0.7389423780714885,0.39353635171552803,0.929045557975769
"Dziękuję. Mogę tego użyć.

To proste zdanie w języku angielskim zostało przetłumaczone na język polski jako ""Dziękuję. Mogę tego użyć."" Jest to bezpośrednie tłumaczenie, które zachowuje znaczenie oryginalnego tekstu.",Dziękuję. Mogę to użyć.,Dziękuję. Mogę tego użyć.,Jestem bardzo dobrym kucharzem.,0.4393545452432927,0.016275776313613193,0.7160221934318542,0.836551475829468,0.1880301546543197,0.98112952709198,0.0725200725200726,0.0,0.7044957280158997
